2.1.3 Wales	2.2.1.3.24.55	2.1.3 Wales
Weißburgundertrauben	2.5.2.3.3.12	Pinot Blanc grapes
Weißburgundertrauben	2.5.2.4.3.22	Pinot Blanc grapes
Weichseln	2.5.3.1.3.5	Weichseln
Weichseln	2.5.3.2.3.9	Weichseln
Weichseln	2.5.3.4.3.7	Weichseln
Weideochse vom Limpurger Rind	2.5.2.2.18.15	Weideochse vom Limpurger Rind
Weideochse vom Limpurger Rind	2.5.2.2.6.11	Weideochse vom Limpurger Rind
weiße Bohnen	2.5.2.2.4.8	white beans
weiße Bohnen	2.5.2.3.4.2	white beans
weiße Bohnen	2.5.2.4.4.8	white beans
weiße Bohnen	2.5.3.1.4.3	white beans
weiße Bohnen	2.5.3.2.4.4	white beans
weiße Bohnen	2.5.3.3.4.4	white beans
weiße Bohnen	2.5.3.4.4.6	white beans
weiße Zwiebeln	2.5.1.1.9.2	white onions
weißer Marchfeldspargel	2.5.3.1.2.2	white Marchfeld asparagus
weißer Marchfeldspargel	2.5.3.2.2.2	white Marchfeld asparagus
weißer Pfeffer	2.5.1.1.8.2	white pepper
weißer Pfeffer	2.5.1.3.8.5	white pepper
weißer Pfeffer	2.5.1.4.8.4	white pepper
weißer Pfeffer	2.5.2.1.8.2	white pepper
weißer Pfeffer	2.5.2.2.8.2	white pepper
weißer Pfeffer	2.5.2.3.8.2	white pepper
weißer Pfeffer	2.5.2.4.8.2	white pepper
weißer Pfeffer	2.5.3.1.8.4	white pepper
weißer Pfeffer	2.5.3.2.8.6	white pepper
weißer Pfeffer	2.5.3.3.8.4	white pepper
weißer Pfeffer	2.5.3.4.8.4	white pepper
weißer Spargel	2.5.1.1.2.14	white asparagus
weißer Spargel	2.5.1.3.2.1	white asparagus
weißer Spargel	2.5.2.1.2.3	white asparagus
weißer Spargel	2.5.2.2.2.24	white asparagus
weißer Spargel	2.5.2.3.2.3	white asparagus
weißer Spargel	2.5.2.4.2.2	white asparagus
weißer Spargel	2.5.3.1.2.5	white asparagus
weißer Spargel	2.5.3.3.2.16	white asparagus
Weihai fig	6.1.2.1.19.6	Weihai fig
Weihai fig	6.1.2.1.3.5	Weihai fig
Weihai sea cucumber	6.1.2.1.18.14	Weihai sea cucumber
Weißkohl	2.5.1.1.2.2	White cabbage
Weißkohl	2.5.1.2.2.4	White cabbage
Weißkohl	2.5.1.3.2.7	White cabbage
Weißkohl	2.5.2.1.2.7	White cabbage
Weißkohl	2.5.2.1.9.7	White cabbage
Weißkohl	2.5.2.2.2.3	White cabbage
Weißkohl	2.5.2.4.2.19	White cabbage
Weißkraut	2.5.2.3.2.6	White cabbage
Weißkraut	2.5.3.1.2.10	White cabbage
Weißkraut	2.5.3.2.2.6	White cabbage
Weißkraut	2.5.3.3.2.1	White cabbage
Weißkraut	2.5.3.3.9.10	White cabbage
Weißkraut	2.5.3.4.2.9	White cabbage
Weinblätter	2.5.1.3.23.6	Grape leaves
Weinessig	2.5.1.2.12.2	Weinessig
Weinessig	2.5.3.1.12.5	Weinessig
Weinessig	2.5.3.2.12.2	Weinessig
Weinessig	2.5.3.3.12.2	Weinessig
Weinessig	2.5.3.4.12.3	Weinessig
Weingartenknoblauch	2.5.3.2.18.11	Weingartenknoblauch
Weingartenknoblauch	2.5.3.2.19.4	Weingartenknoblauch
Weingartenknoblauch	2.5.3.2.2.13	Weingartenknoblauch
Weingartenknoblauch	2.5.3.2.9.4	Weingartenknoblauch
Weingartenpfirsiche	2.5.3.2.3.16	Weingartenpfirsiche
Weinsteinsäure	2.5.1.1.12.7	tartaric acid
Weintrauben	2.5.2.3.3.6	Weintrauben
Weinviertler Erdäpfel	2.5.3.2.1.2	Weinviertel potatoes
Weinviertler Erdäpfel	2.5.3.2.18.6	Weinviertel potatoes
Weinviertler Getreide	2.5.3.2.1.6	Weinviertler Getreide
Weinviertler Getreide	2.5.3.2.18.7	Weinviertler Getreide
Weishan Lake duck	6.1.2.3.6.6	Weishan Lake duck
Weishan Lake four-nostril carp	6.1.2.3.18.6	Weishan Lake four-nostril carp
Weishan Lake four-nostril carp	6.1.2.3.6.1	Weishan Lake four-nostril carp
Weishan Lake fox nuts	6.1.2.3.18.5	Weishan Lake fox nuts
Weishan Lake freshwater shrimp	6.1.2.3.6.4	Weishan Lake freshwater shrimp
Weishan Lake lotus root	6.1.2.3.18.3	Weishan Lake lotus root
Weishan Lake lotus root	6.1.2.3.2.8	Weishan Lake lotus root
Weishan Lake lotus seeds	6.1.2.3.18.4	Weishan Lake lotus seeds
Weishan Lake mitten crab	6.1.2.3.18.8	Weishan Lake mitten crab
Weishan Lake mitten crab	6.1.2.3.6.3	Weishan Lake mitten crab
Weishan Lake river snails	6.1.2.3.6.5	Weishan Lake river snails
Weishan Lake salted duck eggs	6.1.2.3.18.9	Weishan Lake salted duck eggs
Weishan Lake snakehead	6.1.2.3.18.7	Weishan Lake snakehead
Weishan Lake snakehead	6.1.2.3.6.2	Weishan Lake snakehead
Weissbrot	2.5.4.1.1.9	Weissbrot
weisse Bohnen	2.5.4.1.4.5	weisse Bohnen
weisse Bohnen	2.5.4.4.4.6	weisse Bohnen
weisse Sauce	2.5.4.1.13.4	weisse Sauce
weisser Pfeffer	2.5.4.4.8.2	weisser Pfeffer
Weisskohl	2.5.4.1.2.6	Weisskohl
Weisskohl	2.5.4.1.9.5	Weisskohl
Weisskohl	2.5.4.4.2.10	Weisskohl
Weisskohl	2.5.4.4.9.10	Weisskohl
Weisswein	2.5.4.4.16.12	Weisswein
Weisswein	2.5.4.4.20.14	Weisswein
Weissweinessig	2.5.4.4.12.4	Weissweinessig
Weißwein	2.5.1.1.16.9	White wine
Weißwein	2.5.2.1.12.8	White wine
Weißwein	2.5.2.4.12.10	White wine
Weißwein	2.5.2.4.16.21	White wine
Weißwein	2.5.3.1.16.9	White wine
Weißwein	2.5.3.3.16.14	White wine
Weißweinessig	2.5.1.1.12.2	White wine vinegar
Weißweinessig	2.5.1.3.12.3	White wine vinegar
Weißweinessig	2.5.1.4.12.2	White wine vinegar
Weißweinessig	2.5.2.2.12.2	White wine vinegar
Weißweinessig	2.5.2.3.12.2	White wine vinegar
Weißweinessig	2.5.2.4.12.2	White wine vinegar
Weißweinessig	2.5.3.1.12.2	White wine vinegar
Weißweinessig	2.5.3.2.12.3	White wine vinegar
Weißweinessig	2.5.3.3.12.3	White wine vinegar
Weißweinessig	2.5.3.4.12.4	White wine vinegar
Weixian radish	6.1.2.2.18.6	Weixian radish
Weixian radish	6.1.2.2.2.5	Weixian radish
weiyuan fig	6.4.1.3.3.13	weiyuan fig
Weizen	2.5.3.2.1.5	Weizen
Weizengrieß	2.5.3.1.1.9	Wheat semolina
Weizenmehl	2.5.1.1.1.7	Weizenmehl
Weizenmehl	2.5.1.2.1.10	Weizenmehl
Weizenmehl	2.5.1.3.1.8	Weizenmehl
Weizenmehl	2.5.1.4.1.7	Weizenmehl
Weizenmehl	2.5.2.1.1.9	Weizenmehl
Weizenmehl	2.5.2.2.1.6	Weizenmehl
Weizenmehl	2.5.2.3.1.7	Weizenmehl
Weizenmehl	2.5.2.4.1.5	Weizenmehl
Weizenmehl	2.5.3.1.1.4	Weizenmehl
Weizenmehl	2.5.3.2.1.7	Weizenmehl
Weizenmehl	2.5.3.3.1.11	Weizenmehl
Weizenmehl	2.5.3.4.1.8	Weizenmehl
Weizenmehl	2.5.4.1.1.7	Weizenmehl
Weizenmehl	2.5.4.4.1.8	Weizenmehl
Weizenschrot	2.5.1.1.1.8	Weizenschrot
Weizenvollkornmehl	2.5.1.3.1.9	Weizenvollkornmehl
Weizer Berglamm	2.5.3.4.18.8	Weizer Berglamm
Weizer Berglamm	2.5.3.4.6.3	Weizer Berglamm
Welcome asparagus	6.7.2.2.2.17	Welcome asparagus
well salt	6.4.1.1.21.1	well salt
well salt	6.4.1.2.21.1	well salt
well salt	6.4.1.4.21.2	well salt
well salt	6.4.2.1.21.1	well salt
well salt	6.4.2.2.21.1	well salt
well water	6.1.1.3.16.2	well water
well water	6.1.4.2.16.2	well water
well water	6.1.4.3.16.1	well water
well water	6.1.4.4.16.1	well water
well water	6.2.4.2.16.2	well water
well water	6.4.2.4.16.2	well water
well water	6.4.3.1.16.2	well water
well water	6.4.3.2.16.2	well water
well water	6.4.3.3.16.2	well water
well water	6.4.4.1.16.2	well water
well water	6.4.4.3.16.2	well water
well water	6.4.4.4.16.2	well water
Wellant apples	2.3.8.3.3.13	Wellant apples
Wels	2.5.1.3.6.11	Wels
Wels	2.5.2.4.6.40	Wels
Wels catfish	2.5.3.1.6.32	Wels catfish
Wels catfish	2.5.3.2.6.33	Wels catfish
Wels catfish	2.5.3.4.6.39	Wels catfish
Wels catfish	2.5.4.1.6.41	Wels catfish
Wels catfish	2.5.4.2.6.38	Wels catfish
Wels catfish	2.5.4.3.6.50	Wels catfish
Wels catfish	2.5.4.4.6.37	Wels catfish
wels catfish	8.1.3.5.6.14	wels catfish
Welschriesling	2.5.3.1.20.10	Welschriesling
Welschriesling	2.5.3.2.16.15	Welschriesling
Welschriesling	2.5.3.2.20.9	Welschriesling
Welschriesling	2.5.3.4.16.12	Welschriesling
Welschriesling	2.5.3.4.20.3	Welschriesling
Welschriesling	2.5.5.2.20.40	Welschriesling
Welschriesling	2.5.6.1.20.34	Welschriesling
Welschriesling grapes	2.5.3.2.18.32	Welschriesling grapes
Welschriesling grapes	2.5.3.4.18.22	Welschriesling grapes
Welschriesling-Trauben	2.5.3.1.3.13	Welschriesling-Trauben
Welschriesling-Trauben	2.5.3.2.3.20	Welschriesling-Trauben
Welschriesling-Trauben	2.5.3.4.3.15	Welschriesling-Trauben
Welsh cheese sauce	2.3.1.3.13.9	Welsh cheese sauce
Welsh onion	4.2.1.5.2.5	Welsh onion
Welsh onion	4.2.1.5.7.2	Welsh onion
welsh onion greens	6.7.3.2.7.7	welsh onion greens
welsh onion greens	6.7.6.2.7.5	welsh onion greens
welsh onions	6.7.3.2.2.3	welsh onions
welsh onions	6.7.3.2.9.3	welsh onions
welsh onions	6.7.6.2.9.7	welsh onions
Wenchang chicken	6.3.5.2.18.1	Wenchang chicken
Wenchang chicken	6.3.5.2.6.1	Wenchang chicken
Wenchang coconut	6.3.5.2.18.5	Wenchang coconut
Wenchang coconut	6.3.5.2.3.1	Wenchang coconut
Wendan pomelo	6.5.2.1.3.4	Wendan pomelo
Wenguan fruit	6.8.2.1.19.3	Wenguan fruit
Wenguan fruit seeds	6.8.2.1.5.3	Wenguan fruit seeds
Wenguan fruit tea	6.8.2.1.19.4	Wenguan fruit tea
Wenling grapes	6.2.1.2.3.9	Wenling grapes
Wenshan Baozhong tea	6.5.1.1.20.1	Wenshan Baozhong tea
Wenshan notoginseng	6.4.2.4.19.1	Wenshan notoginseng
Wenshan notoginseng root	6.4.2.4.18.1	Wenshan notoginseng root
Wenshan yellow cattle	6.4.2.4.6.1	Wenshan yellow cattle
Wensleydale crumbles	2.1.1.1.17.7	Wensleydale crumbles
Wensu rice	6.4.4.1.1.6	Wensu rice
Wensu rice	6.4.4.1.18.12	Wensu rice
Wenxiangfu rhizome	6.1.2.2.19.5	Wenxiangfu rhizome
Wenzheng Mountain bamboo shoots	6.2.4.1.18.4	Wenzheng Mountain bamboo shoots
Wenzheng Mountain bamboo shoots	6.2.4.1.2.1	Wenzheng Mountain bamboo shoots
Wenzhou Ougan citrus	6.2.1.2.3.7	Wenzhou Ougan citrus
Wépion strawberries	2.3.7.3.18.2	Wépion strawberries
Wépion strawberries	2.3.7.3.3.1	Wépion strawberries
Werdenberger Sauerkäse	2.5.4.1.11.12	Werdenberg sour cheese
Werdenberger Sauerkäse	2.5.4.1.14.10	Werdenberg sour cheese
Werdenberger Sauerkäse	2.5.4.1.18.26	Werdenberg sour cheese
West African ilisha	3.4.5.1.6.4	West African ilisha
West African okra	3.5.1.1.2.9	West African okra
West African Spanish mackerel	3.4.2.3.6.7	West African Spanish mackerel
West Coast rainwater	9.2.3.4.16.2	West Coast rainwater
West Coast rainwater	9.2.3.4.24.4	West Coast rainwater
West Coast rock lobster	3.7.1.1.6.18	West Coast rock lobster
West Coast rock lobster	3.7.1.7.6.16	West Coast rock lobster
West Coast rock lobster	3.7.2.3.6.13	West Coast rock lobster
West Coast whitebait	9.2.3.4.18.1	West Coast whitebait
West Country beef	2.1.1.4.6.1	West Country beef
West Country Farmhouse Cheddar	2.1.1.4.11.6	West Country Farmhouse Cheddar
West Country Farmhouse Cheddar	2.1.1.4.14.17	West Country Farmhouse Cheddar
West Country Farmhouse Cheddar	2.1.1.4.18.4	West Country Farmhouse Cheddar
West Country Farmhouse Cheddar shavings	2.1.1.4.17.9	West Country Farmhouse Cheddar shavings
West Country lamb	2.1.1.4.6.2	West Country lamb
West Flemish red beef	2.3.7.1.18.7	West Flemish red beef
west Fthiotida sausages	2.7.1.4.6.9	west Fthiotida sausages
West Lake shrimp	7.1.7.1.6.20	West Lake shrimp
west steenbras	3.7.2.3.6.12	west steenbras
western ginseng	6.1.3.3.19.2	western ginseng
Western king prawn	9.1.3.1.6.10	Western king prawn
Western king prawns	9.1.3.3.6.6	Western king prawns
Westfjords seaweed beer	2.9.5.4.18.8	Westfjords seaweed beer
Westgold butter	9.2.3.4.10.1	Westgold butter
Westgold butter	9.2.3.4.11.3	Westgold butter
Westlandse druif	2.3.8.1.18.1	Westlandse druif
Westlandse druif	2.3.8.1.3.1	Westlandse druif
Westmorland damson cheese	2.1.1.1.18.11	Westmorland damson cheese
Westmorland damsons	2.1.1.1.3.2	Westmorland damsons
wet breadcrumbs	2.7.1.1.1.7	wet breadcrumbs
Wet burlap	1.1.3.3.24.5	Wet burlap
Wet cheese	2.9.5.4.11.6	Wet cheese
Wet corn masa	1.3.1.1.1.7	Wet corn masa
Wet corn masa	1.3.1.1.22.1	Wet corn masa
Wet date	5.3.3.1.18.10	Wet date
Wet date	5.3.3.1.3.30	Wet date
wet rice batter	6.3.2.2.1.9	wet rice batter
wet rice batter	6.3.2.4.1.11	wet rice batter
wet rice batter	6.3.3.1.1.4	wet rice batter
wet rice batter	6.3.3.2.1.4	wet rice batter
wet rice batter	6.3.3.3.1.5	wet rice batter
wet rice batter	6.3.3.4.1.5	wet rice batter
wet rice batter	6.3.4.1.1.7	wet rice batter
wet rice batter	6.3.4.2.1.5	wet rice batter
wet rice batter	6.3.4.3.1.6	wet rice batter
wet rice batter	6.3.5.1.1.8	wet rice batter
wet rice batter	6.3.5.2.1.8	wet rice batter
wet rice batter	6.3.5.3.1.7	wet rice batter
wet rice batter	6.3.5.4.1.9	wet rice batter
wet rice noodles	7.1.2.1.1.12	wet rice noodles
wetland crab	3.4.5.3.6.9	wetland crab
Wetland rice	3.2.3.3.1.8	Wetland rice
Wetland rice	3.2.3.3.18.1	Wetland rice
Wetland rice	3.2.3.4.1.8	Wetland rice
wetland taro	9.5.5.1.1.2	wetland taro
wetland taro	9.5.5.2.1.2	wetland taro
Weyra	3.3.1.2.24.2	Weyra
Weyra	3.3.1.3.24.2	Weyra
Weyra smoke	3.3.1.1.24.1	Weyra smoke
whale blubber	8.2.4.4.10.5	whale blubber
whale meat	8.2.4.4.6.29	whale meat
whāriki	9.2.1.1.23.5	carpet
Wheat	1.3.1.1.1.14	Wheat
Wheat	1.3.1.2.1.14	Wheat
Wheat	1.3.1.5.1.10	Wheat
Wheat	2.5.1.1.1.25	Wheat
Wheat	2.5.1.2.1.30	Wheat
Wheat	2.5.1.3.1.28	Wheat
Wheat	2.5.1.4.1.21	Wheat
Wheat	2.5.2.1.1.22	Wheat
Wheat	2.5.2.2.1.25	Wheat
Wheat	2.5.2.3.1.23	Wheat
Wheat	2.5.2.4.1.27	Wheat
Wheat	2.5.3.1.1.26	Wheat
Wheat	2.5.3.2.1.29	Wheat
Wheat	2.5.3.3.1.34	Wheat
Wheat	2.5.3.4.1.23	Wheat
Wheat	2.5.4.1.1.15	Wheat
Wheat	2.5.4.2.1.22	Wheat
Wheat	2.5.4.4.1.30	Wheat
Wheat	2.5.5.1.1.31	Wheat
Wheat	2.5.5.2.1.31	Wheat
Wheat	2.5.5.3.1.24	Wheat
Wheat	2.5.6.1.1.27	Wheat
Wheat	2.5.6.2.1.36	Wheat
Wheat	2.5.6.3.1.32	Wheat
Wheat	2.9.1.1.1.6	Wheat
Wheat	2.9.1.2.1.4	Wheat
Wheat	2.9.1.3.1.5	Wheat
Wheat	2.9.1.4.1.3	Wheat
Wheat	2.9.2.1.1.4	Wheat
Wheat	2.9.2.3.1.8	Wheat
Wheat	2.9.3.1.1.3	Wheat
Wheat	2.9.3.2.1.9	Wheat
Wheat	2.9.3.3.1.6	Wheat
Wheat	2.9.3.4.1.3	Wheat
Wheat	2.9.4.1.1.5	Wheat
Wheat	2.9.4.2.1.10	Wheat
Wheat	2.9.4.3.1.9	Wheat
Wheat	2.9.5.4.1.6	Wheat
Wheat	2.9.6.1.1.9	Wheat
Wheat	2.9.6.2.1.9	Wheat
Wheat	2.9.7.1.1.9	Wheat
Wheat	2.9.7.2.1.9	Wheat
Wheat	2.9.7.3.1.10	Wheat
Wheat	2.9.7.4.1.3	Wheat
Wheat	2.9.8.1.1.9	Wheat
Wheat	2.9.8.4.1.7	Wheat
Wheat	3.2.1.1.1.2	Wheat
Wheat	3.2.1.2.1.3	Wheat
Wheat	3.2.1.3.1.1	Wheat
Wheat	3.2.1.4.1.1	Wheat
Wheat	3.2.1.5.1.1	Wheat
Wheat	3.2.2.2.1.5	Wheat
Wheat	3.2.2.3.1.6	Wheat
Wheat	3.2.2.4.1.5	Wheat
Wheat	3.2.2.5.1.5	Wheat
Wheat	3.3.1.1.1.5	Wheat
Wheat	3.3.1.2.1.5	Wheat
Wheat	3.3.1.3.1.2	Wheat
Wheat	3.3.1.4.1.3	Wheat
Wheat	3.3.2.1.1.7	Wheat
Wheat	3.6.1.2.1.3	Wheat
Wheat	3.6.1.3.1.3	Wheat
Wheat	3.6.2.3.1.7	Wheat
Wheat	3.6.2.5.1.5	Wheat
Wheat	3.6.4.2.1.7	Wheat
Wheat	3.6.4.3.1.16	Wheat
Wheat	3.6.5.1.1.12	Wheat
Wheat	3.8.1.1.1.11	Wheat
Wheat	4.5.4.1.1.1	Wheat
Wheat	4.5.4.2.1.7	Wheat
Wheat	4.5.4.3.1.1	Wheat
Wheat	4.5.5.3.1.1	Wheat
Wheat	4.5.5.4.1.1	Wheat
Wheat	4.5.6.3.1.5	Wheat
Wheat	5.3.1.2.1.3	Wheat
Wheat	5.3.1.3.1.4	Wheat
Wheat	5.3.1.4.1.1	Wheat
Wheat	5.3.2.1.1.1	Wheat
Wheat	5.3.2.2.1.1	Wheat
Wheat	5.3.2.3.1.1	Wheat
Wheat	5.3.3.1.1.1	Wheat
Wheat	5.3.3.2.1.1	Wheat
Wheat	5.3.3.3.1.1	Wheat
Wheat	5.3.3.4.1.1	Wheat
Wheat	5.3.4.1.1.3	Wheat
Wheat	5.3.4.2.1.4	Wheat
Wheat	5.3.4.3.1.3	Wheat
Wheat	5.3.4.4.1.1	Wheat
Wheat	5.3.4.4.18.4	Wheat
Wheat	5.3.5.1.1.1	Wheat
Wheat	5.3.5.2.1.4	Wheat
Wheat	5.3.5.3.1.1	Wheat
Wheat	5.3.5.4.1.1	Wheat
Wheat	5.4.1.1.1.5	Wheat
Wheat	5.4.1.2.1.3	Wheat
Wheat	5.4.1.3.1.3	Wheat
Wheat	5.4.1.4.1.9	Wheat
Wheat	5.4.2.2.1.6	Wheat
Wheat	5.4.2.3.1.6	Wheat
Wheat	5.4.2.4.1.5	Wheat
Wheat	5.4.3.1.1.11	Wheat
Wheat	5.4.3.2.1.13	Wheat
Wheat	5.4.3.3.1.13	Wheat
Wheat	5.4.4.1.1.1	Wheat
Wheat	5.4.4.2.1.7	Wheat
Wheat	5.4.4.3.1.1	Wheat
Wheat	5.4.4.4.1.10	Wheat
Wheat	5.4.5.1.1.12	Wheat
Wheat	5.4.5.3.1.17	Wheat
Wheat	5.6.3.4.1.5	Wheat
Wheat	5.7.1.1.1.7	Wheat
Wheat	5.7.1.2.1.6	Wheat
Wheat	5.7.1.3.1.3	Wheat
Wheat	5.7.1.4.1.9	Wheat
Wheat	5.7.2.1.1.8	Wheat
Wheat	5.7.2.2.1.6	Wheat
Wheat	5.7.2.3.1.14	Wheat
Wheat	5.7.2.4.1.13	Wheat
Wheat	5.7.3.1.1.7	Wheat
Wheat	5.7.3.2.1.9	Wheat
Wheat	5.7.3.3.1.11	Wheat
Wheat	5.7.3.4.1.8	Wheat
Wheat	6.8.1.3.1.1	Wheat
Wheat	6.8.1.4.1.1	Wheat
Wheat	9.1.2.3.1.1	Wheat
Wheat	9.1.3.1.1.2	Wheat
wheat	2.3.8.4.1.4	wheat
wheat	2.6.4.3.1.1	wheat
wheat	2.6.5.1.1.1	wheat
wheat	3.1.3.3.1.8	wheat
wheat	3.1.4.2.1.7	wheat
wheat	3.1.4.3.1.5	wheat
wheat	3.4.6.6.1.13	wheat
wheat	3.7.1.2.1.14	wheat
wheat	3.7.7.2.1.12	wheat
wheat	3.7.8.3.1.7	wheat
wheat	3.7.8.4.1.6	wheat
wheat	4.1.2.2.1.1	wheat
wheat	4.1.2.3.1.1	wheat
wheat	4.1.3.1.1.1	wheat
wheat	4.1.3.2.1.1	wheat
wheat	4.1.3.3.1.1	wheat
wheat	4.1.5.2.1.4	wheat
wheat	4.1.5.3.1.6	wheat
wheat	4.1.5.4.1.1	wheat
wheat	4.2.1.2.1.4	wheat
wheat	4.2.1.5.1.3	wheat
wheat	4.2.3.2.1.3	wheat
wheat	4.2.3.3.1.5	wheat
wheat	4.4.1.2.1.1	wheat
wheat	4.4.1.3.1.1	wheat
wheat	4.4.2.1.1.1	wheat
wheat	4.4.2.2.1.1	wheat
wheat	4.4.2.3.1.1	wheat
wheat	4.4.3.1.1.1	wheat
wheat	4.4.3.2.1.4	wheat
wheat	4.4.3.3.1.1	wheat
wheat	4.4.4.1.1.1	wheat
wheat	4.4.4.2.1.1	wheat
wheat	4.4.4.3.1.1	wheat
wheat	4.6.1.3.1.3	wheat
wheat	4.6.2.3.1.3	wheat
wheat	4.6.3.1.1.1	wheat
wheat	4.6.3.2.1.1	wheat
wheat	4.6.3.3.1.3	wheat
wheat	4.6.5.1.1.4	wheat
wheat	4.6.5.2.1.3	wheat
wheat	4.6.5.3.1.3	wheat
wheat	5.1.1.1.1.1	wheat
wheat	5.1.1.2.1.1	wheat
wheat	5.1.1.3.1.1	wheat
wheat	5.1.1.4.1.1	wheat
wheat	5.1.1.5.1.1	wheat
wheat	5.1.2.1.1.1	wheat
wheat	5.1.2.2.1.1	wheat
wheat	5.1.2.3.1.1	wheat
wheat	5.1.3.1.1.1	wheat
wheat	5.1.3.2.1.1	wheat
wheat	5.1.3.3.1.1	wheat
wheat	5.2.1.2.1.1	wheat
wheat	5.2.1.3.1.1	wheat
wheat	5.2.1.4.1.1	wheat
wheat	5.2.2.1.1.1	wheat
wheat	5.2.2.2.1.1	wheat
wheat	5.2.2.3.1.1	wheat
wheat	5.2.2.3.19.10	wheat
wheat	5.2.3.1.1.1	wheat
wheat	5.2.3.2.1.1	wheat
wheat	5.2.3.3.1.1	wheat
wheat	5.2.3.4.1.1	wheat
wheat	5.2.4.1.1.1	wheat
wheat	5.2.4.2.1.1	wheat
wheat	5.2.4.3.1.1	wheat
wheat	5.2.4.4.1.1	wheat
wheat	6.1.4.2.1.1	wheat
wheat	6.1.4.3.1.7	wheat
wheat	6.1.4.4.1.1	wheat
wheat	6.6.1.1.1.12	wheat
wheat	6.6.1.2.1.9	wheat
wheat	6.6.1.3.1.16	wheat
wheat	6.6.2.1.1.13	wheat
wheat	6.6.2.2.1.4	wheat
wheat	6.6.2.3.1.4	wheat
wheat	6.6.2.4.1.4	wheat
wheat	6.6.3.1.1.5	wheat
wheat	6.6.3.2.1.4	wheat
wheat	6.7.1.2.1.1	wheat
wheat	6.7.1.3.1.5	wheat
wheat	6.7.2.1.1.15	wheat
wheat	6.7.2.2.1.16	wheat
wheat	6.7.2.3.1.6	wheat
wheat	6.7.3.2.1.9	wheat
wheat	6.7.3.3.1.5	wheat
wheat	6.7.4.3.1.6	wheat
wheat	6.7.6.1.1.11	wheat
wheat	6.7.6.2.1.8	wheat
wheat	6.7.6.3.1.7	wheat
wheat	6.7.6.4.1.9	wheat
wheat	6.7.6.5.1.7	wheat
wheat	8.1.1.3.1.1	wheat
wheat	8.1.1.5.1.1	wheat
wheat	8.1.2.1.1.1	wheat
wheat	8.1.2.2.1.1	wheat
wheat	8.1.2.3.1.1	wheat
wheat	8.1.2.4.1.1	wheat
wheat	8.1.3.1.1.1	wheat
wheat	8.1.3.2.1.1	wheat
wheat	8.1.3.3.1.1	wheat
wheat	8.1.3.4.1.1	wheat
wheat	8.1.3.5.1.1	wheat
wheat	8.1.4.1.1.1	wheat
wheat	8.1.4.2.1.1	wheat
wheat	8.1.4.3.1.1	wheat
wheat	8.1.4.4.1.1	wheat
wheat	8.1.5.1.1.1	wheat
wheat	8.1.5.2.1.1	wheat
wheat	8.1.5.3.1.1	wheat
wheat	8.1.5.4.1.1	wheat
wheat	8.2.1.2.1.1	wheat
wheat	8.2.2.2.1.1	wheat
wheat	8.2.3.2.1.4	wheat
wheat	8.2.3.3.1.4	wheat
wheat	8.2.4.1.1.1	wheat
Wheat ara	5.7.2.1.20.8	Wheat ara
Wheat ara	5.7.2.2.20.5	Wheat ara
Wheat beer	2.5.2.1.20.19	Wheat beer
Wheat beer	2.5.2.2.20.21	Wheat beer
Wheat beer	2.5.3.3.20.17	Wheat beer
Wheat beer	2.5.5.2.20.34	Wheat beer
wheat beer	2.8.3.1.20.7	wheat beer
Wheat berries	1.1.1.2.1.13	Wheat berries
Wheat berries	1.1.2.5.1.15	Wheat berries
wheat berries	2.8.1.5.1.10	wheat berries
wheat berries	4.1.1.2.1.4	wheat berries
wheat berries	4.4.1.1.1.2	wheat berries
Wheat berry	3.3.2.2.1.8	Wheat berry
wheat bran	2.8.1.2.18.4	wheat bran
wheat bran	8.1.1.1.18.8	wheat bran
wheat bran borș	2.8.4.3.12.1	wheat bran borscht
wheat bran borș	2.8.4.3.16.7	wheat bran borscht
wheat bran borș culture	2.8.4.3.22.3	wheat bran borsch cultures
wheat bread	2.8.3.1.1.17	wheat bread
wheat bread	2.8.3.2.1.17	wheat bread
wheat bread	2.8.4.1.1.9	wheat bread
wheat bread	2.8.4.2.1.13	wheat bread
wheat bread	2.8.4.3.1.15	wheat bread
wheat bread	2.8.4.4.1.8	wheat bread
wheat bread	2.8.4.5.1.13	wheat bread
wheat bread	2.8.5.1.1.13	wheat bread
wheat bread	2.8.5.2.1.15	wheat bread
wheat bread	2.8.5.3.1.11	wheat bread
wheat bread	2.8.5.4.1.13	wheat bread
wheat bread	2.8.5.5.1.15	wheat bread
wheat bread	2.8.6.1.1.14	wheat bread
wheat bread	2.8.6.2.1.14	wheat bread
wheat bread	2.8.6.3.1.15	wheat bread
wheat bread	2.8.6.4.1.14	wheat bread
wheat bread	2.8.7.1.1.18	wheat bread
wheat bread	2.8.7.2.1.18	wheat bread
wheat bread	2.8.7.3.1.18	wheat bread
wheat bread	2.8.7.4.1.18	wheat bread
wheat bread	2.8.7.5.1.16	wheat bread
wheat bread	8.2.4.4.1.6	wheat bread
Wheat coffee	2.9.8.4.20.7	Wheat coffee
wheat cooking water	6.1.4.1.16.7	wheat cooking water
wheat couscous	3.4.7.1.1.12	wheat couscous
wheat crepe sheets	6.6.2.1.23.6	wheat crepe sheets
Wheat dough	2.9.8.2.1.9	Wheat dough
Wheat dough	2.9.8.2.23.1	Wheat dough
Wheat dough	5.7.3.1.1.16	Wheat dough
Wheat dough	5.7.3.3.22.5	Wheat dough
