1.4.3 Dominican	2.2.1.3.24.19	1.4.3 Dominican
dill	4.3.4.4.7.5	dill
dill	4.3.5.2.7.8	dill
dill	4.3.5.5.7.5	dill
dill	4.4.1.2.7.2	dill
dill	4.4.1.3.7.3	dill
dill	4.4.1.3.9.7	dill
dill	4.4.2.1.7.2	dill
dill	4.4.2.1.9.6	dill
dill	4.4.2.2.7.2	dill
dill	4.4.2.3.7.4	dill
dill	4.4.3.3.7.3	dill
dill	4.4.4.1.7.2	dill
dill	4.4.4.1.9.7	dill
dill	4.4.4.2.7.2	dill
dill	4.4.4.2.9.8	dill
dill	4.4.4.3.7.2	dill
dill	4.4.4.3.9.8	dill
dill	4.6.1.1.7.5	dill
dill	4.6.1.2.7.4	dill
dill	4.6.1.3.7.3	dill
dill	4.6.2.1.7.3	dill
dill	4.6.2.2.2.11	dill
dill	4.6.2.2.7.5	dill
dill	4.6.2.3.7.2	dill
dill	4.6.3.1.7.7	dill
dill	4.6.3.3.7.5	dill
dill	4.6.4.2.7.3	dill
dill	4.6.4.3.7.2	dill
dill	4.6.5.3.7.4	dill
dill	5.2.1.1.7.3	dill
dill	5.2.1.4.7.3	dill
dill	5.2.4.1.7.6	dill
dill	7.1.3.3.17.5	dill
dill	7.1.3.3.7.2	dill
dill	7.1.5.1.17.5	dill
dill	7.1.5.1.7.1	dill
dill	7.1.5.3.17.6	dill
dill	7.1.5.3.7.2	dill
dill	7.1.5.4.17.1	dill
dill	7.1.5.4.7.2	dill
dill	7.1.7.1.7.1	dill
dill	7.1.7.3.7.1	dill
dill	7.2.1.3.7.7	dill
dill	8.1.1.1.7.1	dill
dill	8.1.1.3.7.1	dill
dill	8.1.1.3.9.6	dill
dill	8.1.3.1.7.1	dill
dill	8.1.3.2.7.1	dill
dill	8.1.3.3.7.1	dill
dill	8.1.3.4.2.10	dill
dill	8.1.3.4.7.1	dill
dill	8.1.3.5.17.3	dill
dill	8.1.3.5.7.1	dill
dill	8.1.4.1.7.1	dill
dill	8.1.4.2.7.1	dill
dill	8.1.4.3.7.1	dill
dill	8.1.4.4.7.3	dill
dill	8.1.4.4.9.5	dill
dill	8.1.5.2.17.2	dill
dill	8.1.5.2.7.4	dill
dill	8.1.5.3.7.1	dill
dill	8.2.1.1.7.1	dill
dill	8.2.1.3.7.1	dill
dill	8.2.3.2.17.2	dill
dill	8.2.3.2.7.3	dill
dill	8.2.3.2.9.4	dill
dill	8.2.3.3.17.2	dill
dill	8.2.3.3.7.1	dill
dill	8.2.3.3.9.4	dill
dill	8.2.4.1.17.2	dill
dill	8.2.4.1.7.1	dill
dill	8.2.4.2.17.2	dill
dill	8.2.4.2.7.1	dill
dill	8.2.4.3.17.2	dill
dill	8.2.4.3.7.1	dill
dill	9.4.1.1.7.5	dill
Dill flowers	2.9.8.2.7.2	Dill flowers
Dill fronds	2.9.1.1.17.1	Dill fronds
Dill fronds	2.9.2.3.17.2	Dill fronds
Dill fronds	2.9.2.4.17.2	Dill fronds
Dill fronds	2.9.3.2.17.2	Dill fronds
Dill fronds	2.9.3.3.17.3	Dill fronds
Dill fronds	2.9.3.4.17.2	Dill fronds
Dill fronds	2.9.4.1.17.2	Dill fronds
Dill fronds	2.9.4.2.17.2	Dill fronds
Dill fronds	2.9.4.3.17.2	Dill fronds
Dill fronds	2.9.4.4.17.3	Dill fronds
Dill fronds	2.9.5.1.17.1	Dill fronds
Dill fronds	2.9.6.1.17.2	Dill fronds
Dill fronds	2.9.6.2.17.2	Dill fronds
Dill fronds	2.9.6.3.17.1	Dill fronds
Dill fronds	2.9.7.1.17.2	Dill fronds
Dill fronds	2.9.7.2.17.1	Dill fronds
Dill fronds	2.9.7.3.17.1	Dill fronds
Dill fronds	2.9.8.1.17.1	Dill fronds
dill fronds	1.1.14.2.17.3	dill fronds
dill fronds	1.1.14.3.17.2	dill fronds
dill fronds	1.1.14.5.17.3	dill fronds
dill fronds	4.1.1.1.17.6	dill fronds
dill fronds	4.1.2.1.17.4	dill fronds
dill fronds	4.1.4.1.17.2	dill fronds
dill fronds	4.1.4.2.17.4	dill fronds
dill fronds	4.1.4.3.17.2	dill fronds
dill fronds	4.1.5.4.17.3	dill fronds
dill fronds	4.3.4.4.17.2	dill fronds
dill fronds	4.3.5.2.17.4	dill fronds
dill fronds	4.3.5.5.17.3	dill fronds
dill fronds	7.1.7.1.17.11	dill fronds
dill juice	8.1.3.4.18.8	dill juice
Dill leaves	5.3.2.1.7.4	Dill leaves
Dill leaves	5.3.2.2.7.8	Dill leaves
Dill leaves	5.3.2.3.7.3	Dill leaves
Dill leaves	5.3.3.1.7.5	Dill leaves
Dill leaves	5.3.3.2.7.7	Dill leaves
Dill leaves	5.3.3.3.7.4	Dill leaves
Dill leaves	5.3.3.4.7.8	Dill leaves
Dill leaves	5.3.4.1.7.4	Dill leaves
Dill leaves	5.3.4.2.7.4	Dill leaves
Dill leaves	5.3.4.3.7.6	Dill leaves
Dill leaves	5.3.4.4.7.7	Dill leaves
Dill leaves	5.3.5.1.7.4	Dill leaves
Dill leaves	5.3.5.2.7.7	Dill leaves
Dill leaves	5.3.5.3.7.8	Dill leaves
Dill leaves	5.3.5.4.7.7	Dill leaves
Dill leaves	5.4.1.3.7.3	Dill leaves
Dill leaves	5.4.2.2.7.4	Dill leaves
Dill leaves	5.6.3.3.7.4	Dill leaves
Dill leaves	5.6.3.4.7.5	Dill leaves
Dill leaves	5.6.5.1.7.5	Dill leaves
Dill oil	2.9.4.4.13.7	Dill oil
Dill oil	2.9.6.1.10.7	Dill oil
Dill oil	2.9.6.1.13.4	Dill oil
Dill oil	2.9.6.2.13.11	Dill oil
dill pickle brine	1.1.6.4.12.6	dill pickle brine
dill pickle relish	1.1.6.2.13.6	dill pickle relish
dill pickle relish	1.1.6.3.13.9	dill pickle relish
dill pickle relish	1.1.6.4.13.6	dill pickle relish
dill pickle relish	1.1.6.5.13.11	dill pickle relish
dill pickle relish	1.1.6.6.13.11	dill pickle relish
dill pickle relish	1.1.7.1.13.6	dill pickle relish
dill pickle relish	1.1.7.2.13.6	dill pickle relish
dill pickle relish	1.1.7.4.13.13	dill pickle relish
dill pickle relish	1.1.7.5.13.8	dill pickle relish
dill pickle slices	1.1.6.1.17.8	dill pickle slices
dill pickle slices	1.1.6.2.17.6	dill pickle slices
dill pickle slices	1.1.6.3.17.6	dill pickle slices
dill pickle slices	1.1.6.4.17.5	dill pickle slices
dill pickle slices	1.1.6.5.17.6	dill pickle slices
dill pickle slices	1.1.6.6.17.6	dill pickle slices
dill pickle slices	1.1.7.1.17.7	dill pickle slices
dill pickle slices	1.1.7.2.17.6	dill pickle slices
dill pickle slices	1.1.7.4.17.9	dill pickle slices
dill pickle slices	1.1.7.5.17.6	dill pickle slices
dill pickle slices	1.1.8.2.17.9	dill pickle slices
dill pickle slices	1.1.8.5.17.10	dill pickle slices
dill pickles	1.1.10.1.14.2	dill pickles
dill pickles	1.1.10.2.14.2	dill pickles
dill pickles	1.1.10.3.14.1	dill pickles
dill pickles	1.1.10.4.14.1	dill pickles
dill pickles	1.1.10.5.14.7	dill pickles
dill pickles	1.1.11.1.14.2	dill pickles
dill pickles	1.1.11.2.14.2	dill pickles
dill pickles	1.1.11.3.14.2	dill pickles
dill pickles	1.1.11.4.14.2	dill pickles
dill pickles	1.1.11.5.14.2	dill pickles
dill pickles	1.1.13.2.14.1	dill pickles
dill pickles	1.1.13.3.14.1	dill pickles
dill pickles	1.1.14.2.14.6	dill pickles
dill pickles	1.1.5.5.14.3	dill pickles
dill pickles	1.1.6.1.14.2	dill pickles
dill pickles	1.1.6.2.14.2	dill pickles
dill pickles	1.1.6.3.14.2	dill pickles
dill pickles	1.1.6.4.14.2	dill pickles
dill pickles	1.1.6.5.14.2	dill pickles
dill pickles	1.1.6.6.14.2	dill pickles
dill pickles	1.1.7.1.14.2	dill pickles
dill pickles	1.1.7.2.14.2	dill pickles
dill pickles	1.1.7.3.14.1	dill pickles
dill pickles	1.1.7.4.14.2	dill pickles
dill pickles	1.1.7.5.14.2	dill pickles
dill pickles	1.1.8.2.14.2	dill pickles
dill pickles	1.1.8.3.14.1	dill pickles
dill pickles	1.1.8.5.14.1	dill pickles
dill pickles	1.1.8.6.14.2	dill pickles
dill pickles	1.1.9.1.14.8	dill pickles
dill pickles	1.1.9.2.14.7	dill pickles
dill pickles	1.1.9.3.14.8	dill pickles
dill pickles	1.1.9.4.14.9	dill pickles
Dill sauce	2.5.1.1.13.16	Dill sauce
Dill sauce	2.5.1.2.13.14	Dill sauce
Dill sauce	2.5.1.3.13.16	Dill sauce
Dill sauce	2.5.1.4.13.15	Dill sauce
Dill sauce	2.5.2.1.13.17	Dill sauce
Dill sauce	2.5.2.2.13.20	Dill sauce
Dill sauce	2.5.2.3.13.17	Dill sauce
Dill sauce	2.5.2.4.13.25	Dill sauce
Dill sauce	2.5.5.1.13.19	Dill sauce
Dill sauce	2.5.5.2.13.21	Dill sauce
Dill sauce	2.5.5.3.13.13	Dill sauce
Dill sauce	2.5.6.1.13.23	Dill sauce
Dill sauce	2.5.6.2.13.20	Dill sauce
Dill sauce	2.5.6.3.13.19	Dill sauce
dill sauce	2.8.7.2.13.5	dill sauce
dill sauce	2.8.7.3.13.5	dill sauce
Dill seed	1.1.1.3.8.12	Dill seed
Dill seed	1.1.2.2.8.4	Dill seed
Dill seed	1.1.2.3.8.9	Dill seed
Dill seed	1.1.2.4.8.11	Dill seed
Dill seed	1.1.2.5.8.7	Dill seed
Dill seed	1.1.3.3.8.11	Dill seed
Dill seed	1.1.3.6.8.10	Dill seed
Dill seed	1.1.4.1.8.9	Dill seed
Dill seed	1.1.4.2.8.9	Dill seed
Dill seed	1.1.4.3.8.9	Dill seed
Dill seed	1.1.4.4.8.9	Dill seed
Dill seed	1.1.4.5.8.9	Dill seed
Dill seed	1.1.5.3.8.9	Dill seed
Dill seed	1.1.5.4.8.9	Dill seed
Dill seed	2.5.1.1.8.28	Dill seed
Dill seed	2.5.1.2.8.26	Dill seed
Dill seed	2.5.1.3.8.26	Dill seed
Dill seed	2.5.1.4.8.27	Dill seed
Dill seed	2.9.1.1.8.4	Dill seed
Dill seed	2.9.4.3.8.5	Dill seed
Dill seed	2.9.7.2.8.4	Dill seed
Dill seed	2.9.8.2.19.9	Dill seed
Dill seed	2.9.8.2.8.2	Dill seed
Dill seed	3.2.1.1.5.9	Dill seed
Dill seed	3.2.1.3.8.7	Dill seed
dill seed	1.1.10.1.8.9	dill seed
dill seed	1.1.10.2.8.9	dill seed
dill seed	1.1.10.3.8.4	dill seed
dill seed	1.1.10.4.8.11	dill seed
dill seed	1.1.11.1.8.9	dill seed
dill seed	1.1.11.2.8.9	dill seed
dill seed	1.1.11.3.8.9	dill seed
dill seed	1.1.11.4.8.7	dill seed
dill seed	1.1.11.5.8.9	dill seed
dill seed	1.1.13.3.8.5	dill seed
dill seed	1.1.14.1.8.6	dill seed
dill seed	1.1.14.2.8.6	dill seed
dill seed	1.1.6.1.8.7	dill seed
dill seed	1.1.6.2.8.5	dill seed
dill seed	1.1.6.3.8.9	dill seed
dill seed	1.1.6.4.8.7	dill seed
dill seed	1.1.6.5.8.9	dill seed
dill seed	1.1.6.6.8.5	dill seed
dill seed	1.1.7.1.8.7	dill seed
dill seed	1.1.7.2.8.7	dill seed
dill seed	1.1.7.3.8.11	dill seed
dill seed	1.1.7.4.8.6	dill seed
dill seed	1.1.7.5.8.7	dill seed
dill seed	1.1.8.2.8.14	dill seed
dill seed	1.1.8.3.8.10	dill seed
dill seed	1.1.8.4.8.15	dill seed
dill seed	1.1.8.5.8.12	dill seed
dill seed	1.1.8.6.8.14	dill seed
dill seed	1.1.9.1.8.17	dill seed
dill seed	1.1.9.4.8.15	dill seed
dill seed	2.3.8.3.5.4	dill seed
dill seed	2.8.7.3.8.6	dill seed
dill seed	4.6.5.3.8.3	dill seed
dill seed	5.1.1.1.8.14	dill seed
dill seed	5.1.3.3.8.3	dill seed
dill seed	5.2.4.1.19.7	dill seed
dill seed	5.2.4.1.8.10	dill seed
dill seed	8.1.1.1.8.4	dill seed
dill seed	8.1.1.3.8.6	dill seed
dill seed	8.1.2.1.8.12	dill seed
dill seed	8.1.3.4.8.9	dill seed
dill seed	8.2.1.1.8.4	dill seed
dill seed	8.2.1.3.8.4	dill seed
Dill seeds	2.9.1.1.5.5	Dill seeds
Dill seeds	2.9.2.3.5.4	Dill seeds
Dill seeds	2.9.2.4.5.4	Dill seeds
Dill seeds	2.9.3.2.5.6	Dill seeds
Dill seeds	2.9.3.3.5.5	Dill seeds
Dill seeds	2.9.3.4.5.4	Dill seeds
Dill seeds	2.9.4.2.5.7	Dill seeds
Dill seeds	2.9.4.3.5.6	Dill seeds
Dill seeds	2.9.4.4.5.4	Dill seeds
Dill seeds	2.9.5.1.5.5	Dill seeds
Dill seeds	2.9.6.1.5.5	Dill seeds
Dill seeds	2.9.6.2.5.6	Dill seeds
Dill seeds	2.9.7.1.5.8	Dill seeds
Dill seeds	2.9.7.2.5.7	Dill seeds
Dill seeds	2.9.8.1.5.6	Dill seeds
Dill seeds	2.9.8.2.5.2	Dill seeds
dill seeds	2.8.5.2.5.8	dill seeds
dill seeds	2.8.7.2.5.8	dill seeds
dill seeds	2.8.7.3.5.8	dill seeds
dill seeds	4.3.4.3.18.3	dill seeds
dill seeds	4.3.4.3.5.5	dill seeds
dill seeds	4.3.4.3.8.2	dill seeds
dill seeds	4.6.5.3.5.5	dill seeds
dill seeds	5.1.3.3.5.5	dill seeds
dill sprigs	1.1.11.3.17.7	dill sprigs
dill sprigs	1.1.11.4.17.6	dill sprigs
dill sprigs	1.1.11.5.17.6	dill sprigs
dill stems	8.1.1.1.9.5	dill stems
dill stems	8.1.3.4.9.4	dill stems
Dillblüten	2.5.1.3.17.2	Dill flowers
Dillsaat	2.5.1.3.8.2	Dillsaat
Dillsaat	2.5.1.4.5.3	Dillsaat
Dillspitzen	2.5.1.4.7.2	Dillspitzen
Dillspitzen	2.5.2.2.17.3	Dillspitzen
Dillspitzen	2.5.3.1.17.3	Dillspitzen
Dillspitzen	2.5.3.2.17.3	Dillspitzen
Dillspitzen	2.5.3.4.17.3	Dillspitzen
Dilly bag	9.1.1.2.23.5	Dilly bag
Dilly bag	9.1.5.2.23.5	Dilly bag
dimorphant honey	8.2.4.2.15.3	dimorphant honey
Dimrit Üzümü	4.1.3.2.18.11	Dimrit Grape
Dimrit Üzümü	4.1.3.2.3.3	Dimrit Grape
Dimrit üzümü	4.1.3.1.3.3	Dimrit grape
Dimrit wine	4.1.3.2.20.5	Dimrit wine
Dimyat grapes	2.8.5.4.3.1	Dimyat grapes
Dimyat wine	2.8.5.4.20.1	Dimyat wine
dinanche	9.4.1.1.13.5	dinanche
dinanche	9.4.1.1.14.4	dinanche
dinanche	9.4.1.3.13.8	dinanche
dinanche	9.4.1.3.14.5	dinanche
Dinde de Bresse	2.3.5.1.6.16	Bresse turkey
Dinde de Bresse	2.3.5.2.6.27	Bresse turkey
Dinde de Bresse AOP	2.3.5.1.18.11	Bresse Turkey AOP
Dinde de Bresse AOP	2.3.5.2.18.21	Bresse Turkey AOP
Dinde noire de Sologne	2.3.2.2.6.9	Sologne black turkey
dindindi	3.7.4.1.18.3	dindindi
Dindon de Varaignes	2.3.4.4.18.13	Dindon de Varaignes
Dindon de Varaignes	2.3.4.4.6.11	Dindon de Varaignes
Ding'an black pig	6.3.5.1.18.13	Ding'an black pig
Ding'an black pig	6.3.5.1.6.1	Ding'an black pig
Ding'an goose	6.3.5.1.18.14	Ding'an goose
Ding'an goose	6.3.5.1.6.5	Ding'an goose
Ding'an peanut oil	6.3.5.1.10.3	Ding'an peanut oil
Dingač	2.6.2.3.16.8	Dingac
Dingač	2.6.2.3.20.1	Dingac
Dingbian buckwheat	6.1.4.4.1.13	Dingbian buckwheat
Dingbian buckwheat	6.1.4.4.18.4	Dingbian buckwheat
Dingbian refined salt	6.1.4.4.21.1	Dingbian refined salt
Dinggu Dafang tea	6.2.4.1.20.5	Dinggu Dafang tea
Dingjie Tibetan snow chicken	6.4.5.4.18.7	Dingjie Tibetan snow chicken
Dingjie Tibetan snow chicken	6.4.5.4.6.13	Dingjie Tibetan snow chicken
Dingtao roast chicken	6.1.2.3.6.17	Dingtao roast chicken
Dingtao rose	6.1.2.3.18.21	Dingtao rose
Dingtao rose	6.1.2.3.19.3	Dingtao rose
Dingxi rice noodles	6.3.3.1.1.7	Dingxi rice noodles
Dinkel	2.5.2.2.1.4	Dinkel
Dinkel	2.5.2.3.1.5	Dinkel
Dinkel	2.5.3.2.1.12	Dinkel
Dinkel	2.5.3.3.1.14	Dinkel
Dinkel	2.5.3.4.1.9	Dinkel
Dinkelbrot	2.5.3.4.1.17	Dinkelbrot
Dinkelflocken	2.5.3.3.1.16	Dinkelflocken
Dinkelgrieß	2.5.3.2.1.15	spelled semolina
Dinkelmehl	2.5.2.2.1.5	Dinkelmehl
Dinkelmehl	2.5.2.3.1.6	Dinkelmehl
Dinkelmehl	2.5.2.4.1.7	Dinkelmehl
Dinkelmehl	2.5.3.1.1.8	Dinkelmehl
Dinkelmehl	2.5.3.2.1.14	Dinkelmehl
Dinkelmehl	2.5.3.3.1.15	Dinkelmehl
Dinkelmehl	2.5.3.4.1.10	Dinkelmehl
Dinkelmehl	2.5.4.4.1.9	Dinkelmehl
Dinkelvollkornbrot	2.5.1.1.1.18	Dinkelvollkornbrot
Dioscorea alatipes	3.8.1.4.1.9	Dioscorea alatipes
Dioscorea alatipes	3.8.1.4.18.4	Dioscorea alatipes
Dioscorea bemandry	3.8.1.4.1.10	Dioscorea bemandry
Dioscorea bemandry	3.8.1.4.18.5	Dioscorea bemandry
Dioscorea soso	3.8.1.4.1.11	Dioscorea soso
Dioscorea soso	3.8.1.4.18.6	Dioscorea soso
Dioscorea yam	5.4.4.3.2.19	Dioscorea yam
Diospyros mespiliformis fruit	3.7.3.3.3.19	Diospyros mespiliformis fruit
dioul pastry sheets	3.1.2.1.23.1	dioul pastry sheets
dioul pastry sheets	3.1.2.2.23.2	dioul pastry sheets
dioul pastry sheets	3.1.2.3.23.1	dioul pastry sheets
Dip	2.9.1.4.13.7	Dip
Diplazium esculentum	5.5.5.5.7.8	Diplazium esculentum
dipping fish sauce	7.1.7.1.13.4	dipping fish sauce
dipping sauce	7.2.1.3.13.7	dipping sauce
Dir Béni Mellal olive oil	3.1.1.3.10.3	Dir Béni Mellal olive oil
direct clay-cobek heat	7.3.4.3.24.5	direct clay-cobek heat
Direct sun-drying	4.5.6.1.24.3	Direct sun-drying
Diri Artibonite	1.4.5.1.1.1	Diri Artibonite
Diri Artibonite	1.4.5.1.18.1	Diri Artibonite
Diri blan	1.4.5.2.1.1	Diri blan
Diri blan	1.4.5.3.1.1	Diri blan
Diri blan	1.4.5.4.1.1	Diri blan
Diri enpòte	1.4.5.2.1.3	Imported rice
Diri kase	1.4.5.1.1.2	Diri kase
Diri kase	1.4.5.2.1.2	Diri kase
Diri kase	1.4.5.3.1.2	Diri kase
Diri kase	1.4.5.4.1.2	Diri kase
Dirt oven bread	1.4.6.4.18.12	Dirt oven bread
Dis al-Anz grapes	4.4.2.2.3.11	Dis al-Anz grapes
Discada mix	1.2.1.6.18.2	Discada mix
Disco de empanada	1.8.1.3.23.3	empanada disc
Disco de empanada	1.8.1.4.23.1	empanada disc
Disco de empanada	1.8.1.5.23.3	empanada disc
Disco de empanada	1.8.1.6.23.1	empanada disc
Discos de empanada	1.8.1.1.23.1	empanada discs
Discos de empanada	1.8.1.2.23.1	empanada discs
Discos de empanada	1.8.2.1.23.1	empanada discs
Discos de empanada	1.8.2.2.23.1	empanada discs
Discos de empanada	1.8.2.3.23.1	empanada discs
Discos de empanada	1.8.3.2.23.2	empanada discs
Discos de empanada	1.8.3.3.23.2	empanada discs
Discos de empanada	1.8.4.1.23.3	empanada discs
Discos de empanada	1.8.4.2.23.3	empanada discs
Discos de empanada	1.8.4.3.23.3	empanada discs
Discos de empanada	1.8.5.1.23.3	empanada discs
Discos de empanada	1.8.6.1.23.3	empanada discs
Discos de empanada	1.8.6.2.23.3	empanada discs
Discos de empanada	1.8.6.3.23.2	empanada discs
Discos de empanada	1.8.6.4.23.3	empanada discs
Discovery apples	2.9.2.2.3.5	Discovery apples
Dishtari dates	5.2.4.2.18.9	Dishtari dates
Dişli almond	4.1.2.3.5.7	Toothed almonds
Distichodus	3.2.3.3.6.15	Distichodus
Distichodus	3.2.3.4.6.16	Distichodus
Distichodus	3.4.3.4.6.8	Distichodus
Distichodus	3.4.6.4.6.14	Distichodus
Distichodus	3.4.7.3.6.8	Distichodus
distichodus	3.4.6.2.6.5	distichodus
distillato di prugna	2.4.1.2.20.13	plum distillate
distilled coconut liquor	9.4.4.1.20.4	distilled coconut liquor
distilled toddy	9.4.4.1.20.9	distilled toddy
distilled toddy	9.4.4.3.20.4	distilled toddy
Distilled vinegar	1.2.1.6.12.6	Distilled vinegar
Distilled vinegar	1.2.2.6.12.6	Distilled vinegar
Distilled vinegar	1.2.2.7.12.6	Distilled vinegar
Distilled vinegar	1.2.2.8.12.6	Distilled vinegar
Distilled vinegar	1.2.2.9.12.6	Distilled vinegar
Distilled vinegar	1.2.3.5.12.6	Distilled vinegar
Distilled vinegar	1.2.3.6.12.6	Distilled vinegar
Distilled vinegar	1.2.4.6.12.6	Distilled vinegar
distilled white vinegar	1.1.10.5.12.6	distilled white vinegar
distilled white vinegar	1.1.12.1.12.10	distilled white vinegar
distilled white vinegar	1.1.12.2.12.10	distilled white vinegar
distilled white vinegar	1.1.12.3.12.10	distilled white vinegar
distilled white vinegar	1.1.12.4.12.10	distilled white vinegar
distilled white vinegar	1.1.5.5.12.5	distilled white vinegar
distilled white vinegar	1.1.6.3.12.2	distilled white vinegar
distilled white vinegar	1.1.6.4.12.2	distilled white vinegar
distilled white vinegar	1.1.6.5.12.2	distilled white vinegar
distilled white vinegar	1.1.6.6.12.2	distilled white vinegar
distilled white vinegar	1.1.7.1.12.2	distilled white vinegar
distilled white vinegar	1.1.7.2.12.2	distilled white vinegar
distilled white vinegar	1.1.7.3.12.2	distilled white vinegar
distilled white vinegar	1.1.7.4.12.2	distilled white vinegar
distilled white vinegar	1.1.7.5.12.2	distilled white vinegar
distilled white vinegar	1.1.8.1.12.5	distilled white vinegar
distilled white vinegar	1.1.8.2.12.4	distilled white vinegar
distilled white vinegar	1.1.8.3.12.2	distilled white vinegar
distilled white vinegar	1.1.8.4.12.3	distilled white vinegar
distilled white vinegar	1.1.8.5.12.6	distilled white vinegar
distilled white vinegar	1.1.8.6.12.4	distilled white vinegar
distilled white vinegar	1.1.9.1.12.2	distilled white vinegar
distilled white vinegar	1.1.9.2.12.6	distilled white vinegar
distilled white vinegar	1.1.9.3.12.2	distilled white vinegar
distilled white vinegar	1.1.9.4.12.6	distilled white vinegar
distilled white vinegar	1.1.9.5.12.5	distilled white vinegar
distilled white vinegar	2.3.7.1.12.4	distilled white vinegar
ditakh	3.4.1.1.18.1	ditakh
ditakh	3.4.1.1.3.17	ditakh
ditakh	3.4.1.3.3.6	ditakh
ditakh	3.4.1.4.18.4	ditakh
ditakh	3.4.1.4.3.16	ditakh
ditakh juice	3.4.1.1.20.6	ditakh juice
ditakh juice	3.4.1.3.20.3	ditakh juice
ditakh juice	3.4.1.4.20.6	ditakh juice
ditakh pulp	3.4.1.1.12.6	ditakh pulp
Dithmarscher Kohl	2.5.1.1.18.11	Dithmarscher Kohl
Dithmarscher Pilsener	2.5.1.1.20.8	Dithmarscher Pilsener
dittany	2.7.2.5.19.1	dittany
dittany	2.7.2.5.7.1	dittany
Dividishe pomegranates	2.6.7.2.18.8	Dividishe pomegranates
Dividishe pomegranates	2.6.7.2.3.6	Dividishe pomegranates
divin	2.8.6.2.20.9	divin
divina	2.5.6.2.6.22	divina
Diwal	7.4.2.2.18.4	Diwal
Diwal	7.4.2.2.6.17	Diwal
diwu nior	3.4.1.1.10.6	diwu nior
Dixmuda	2.3.7.1.11.10	Dixmuda
Diyala orange	4.4.2.3.18.1	Diyala orange
Diyala pomegranate	4.4.2.3.18.2	Diyala pomegranate
Diyarbakır Boğazkere Üzümü	4.1.5.2.18.5	Diyarbakır Boğazkere Grape
Diyarbakır Boğazkere Üzümü	4.1.5.2.3.7	Diyarbakır Boğazkere Grape
Diyarbakır Burma Kadayıfı	4.1.5.2.18.7	Diyarbakır Burma Kadayıf
Diyarbakır Çakıl Ekmeği	4.1.5.2.1.16	Diyarbakir Pebble Bread
Diyarbakır Çakıl Ekmeği	4.1.5.2.18.8	Diyarbakir Pebble Bread
Diyarbakır Karpuzu	4.1.5.2.18.1	Diyarbakir Watermelon
Diyarbakır Karpuzu	4.1.5.2.3.1	Diyarbakir Watermelon
Diyarbakır Lebzüniyesi	4.1.5.2.18.11	Diyarbakir Lebzuniye
Diyarbakır Örgü Peyniri	4.1.5.2.11.1	Diyarbakir Braided Cheese
Diyarbakır Örgü Peyniri	4.1.5.2.18.4	Diyarbakir Braided Cheese
Diyarbakır Örgü Peyniri in brine	4.1.5.2.14.1	Diyarbakır Braided Cheese in brine
Diyarbakır Paşa Lavaşı	4.1.5.2.1.17	Diyarbakır Pasha Lavash
Diyarbakır Paşa Lavaşı	4.1.5.2.18.9	Diyarbakır Pasha Lavash
Diyarbakır Paşa Lavaşı	4.1.5.2.23.1	Diyarbakır Pasha Lavash
Diyarbakır Şehriyesi	4.1.5.2.1.15	Diyarbakır Vermicelli
Diyarbakır Şehriyesi	4.1.5.2.18.10	Diyarbakır Vermicelli
Djabbe	3.5.1.4.20.6	Djabbe
Djan d'Nivèle	2.3.7.2.20.6	Jean d'Nieve
djar	3.4.1.1.18.5	djar
Djarduk apple	9.1.5.2.15.3	Djarduk apple
Djarduk apple	9.1.5.2.17.5	Djarduk apple
Djarduk apple	9.1.5.2.3.3	Djarduk apple
djathë i bardhë	2.6.7.3.11.6	white cheese
djben	3.1.2.2.11.5	djben
djindjan	3.4.2.1.20.2	djindjan
djindjan	3.4.2.2.20.5	djindjan
Djulis	6.5.3.1.1.5	Djulis
Djulis	6.5.3.1.18.2	Djulis
Djulis	6.5.3.2.1.3	Djulis
Djulis	6.5.3.2.18.1	Djulis
Djurdjura saffron	3.1.2.2.18.4	Djurdjura saffron
Dlo	1.4.5.1.16.1	Dlo
Dlo	1.4.5.2.16.1	Dlo
Dlo	1.4.5.3.16.1	Dlo
Dlo	1.4.5.4.16.1	Dlo
Dlo kokoye	1.4.5.2.16.8	Dlo kokoye
Dlo kokoye	1.4.5.2.20.5	Dlo kokoye
Dlo kokoye	1.4.5.3.16.7	Dlo kokoye
Dlo kokoye	1.4.5.3.20.4	Dlo kokoye
Dlo kokoye	1.4.5.4.16.8	Dlo kokoye
Dlo kokoye	1.4.5.4.20.5	Dlo kokoye
do	4.2.1.4.16.4	do
do	4.2.1.4.18.4	do
Dobera fruit	3.3.1.5.18.4	Dobera fruit
Dobera fruit	3.3.1.5.2.19	Dobera fruit
Dobera fruit	3.3.2.3.18.6	Dobera fruit
Dobera fruit	3.3.2.3.3.15	Dobera fruit
doblador	1.3.1.1.23.9	doblador
doce cristalizado de abóbora	1.7.6.1.14.5	candied pumpkin candy
doce cristalizado de coco	1.7.6.1.14.7	twelve crystallized coconut
doce cristalizado de figo	1.7.6.1.14.3	candied fig jam
doce cristalizado de mamão	1.7.6.1.14.4	candied papaya jam
doce cristalizado de melancia	1.7.6.1.14.6	crystallized watermelon candy
doce de abóbora	1.7.6.2.14.9	pumpkin jam
doce de abóbora	2.2.1.3.13.4	pumpkin jam
doce de abóbora	2.2.1.3.17.6	pumpkin jam
doce de açaí	1.7.1.1.14.9	açaí sweet
doce de bacuri	1.7.1.2.14.12	bacuri sweet
