1.5.3 Venezuelan	2.2.1.3.24.29	1.5.3 Venezuelan
vino blanco	1.2.3.2.16.9	vino blanco
vino blanco	1.3.1.4.16.15	vino blanco
vino blanco	1.3.5.1.16.16	vino blanco
vino blanco	1.3.7.1.16.10	vino blanco
vino blanco	1.6.1.3.16.7	vino blanco
vino blanco	1.6.1.3.20.7	vino blanco
vino blanco	1.6.5.2.16.5	vino blanco
vino blanco	2.2.2.3.12.4	vino blanco
vino blanco	2.2.2.3.16.3	vino blanco
vino blanco	2.2.3.1.16.8	vino blanco
vino blanco	2.2.3.2.16.8	vino blanco
vino blanco Costa de Cantabria	2.2.2.3.20.4	white wine Costa de Cantabria
vino blanco Costa de Cantabria	2.2.2.4.12.5	white wine Costa de Cantabria
vino blanco Costa de Cantabria	2.2.2.4.16.6	white wine Costa de Cantabria
vino blanco Costa de Cantabria	2.2.2.4.20.2	white wine Costa de Cantabria
vino blanco de Bullas	2.2.6.3.12.10	Bullas white wine
vino blanco de Bullas	2.2.6.3.16.13	Bullas white wine
vino blanco de Bullas	2.2.6.3.20.9	Bullas white wine
Vino blanco de Casablanca	1.8.4.2.16.7	Casablanca white wine
vino blanco de Jumilla	2.2.6.3.12.6	Jumilla white wine
vino blanco de Jumilla	2.2.6.3.16.9	Jumilla white wine
vino blanco de Jumilla	2.2.6.3.20.3	Jumilla white wine
vino blanco de La Mancha	2.2.4.2.12.4	white wine from La Mancha
vino blanco de La Mancha	2.2.4.2.16.6	white wine from La Mancha
vino blanco de La Mancha	2.2.4.2.20.1	white wine from La Mancha
vino blanco de la Tierra de Cádiz	2.2.7.2.12.9	white wine from the Tierra de Cádiz
vino blanco de Madrid	2.2.4.3.12.3	white wine from Madrid
vino blanco de Madrid	2.2.4.3.16.5	white wine from Madrid
vino blanco de Madrid	2.2.4.3.20.1	white wine from Madrid
vino blanco de Málaga	2.2.7.3.12.7	Malaga white wine
vino blanco de Málaga	2.2.7.3.16.7	Malaga white wine
vino blanco de Málaga	2.2.7.3.20.1	Malaga white wine
vino blanco de Méntrida	2.2.4.2.20.8	Méntrida white wine
vino blanco de Navarra	2.2.3.4.12.6	Navarra white wine
vino blanco de Navarra	2.2.3.4.16.5	Navarra white wine
vino blanco de Navarra	2.2.3.4.20.2	Navarra white wine
vino blanco de Rueda	2.2.4.1.12.3	Rueda white wine
vino blanco de Rueda	2.2.4.1.16.6	Rueda white wine
vino blanco de Rueda	2.2.4.1.20.2	Rueda white wine
Vino blanco de San Antonio	1.8.4.2.16.9	San Antonio white wine
vino blanco de Valdepeñas	2.2.4.2.12.6	white wine from Valdepeñas
vino blanco de Valdepeñas	2.2.4.2.16.8	white wine from Valdepeñas
vino blanco de Valdepeñas	2.2.4.2.20.4	white wine from Valdepeñas
vino blanco de Yecla	2.2.6.3.12.8	Yecla white wine
vino blanco de Yecla	2.2.6.3.16.11	Yecla white wine
vino blanco de Yecla	2.2.6.3.20.6	Yecla white wine
vino blanco del Guadalquivir-Doñana	2.2.7.1.12.7	white wine from Guadalquivir-Doñana
vino blanco del Guadalquivir-Doñana	2.2.7.1.16.5	white wine from Guadalquivir-Doñana
vino blanco del Guadalquivir-Doñana	2.2.7.1.20.2	white wine from Guadalquivir-Doñana
Vino blanco del Maipo	1.8.4.1.16.8	Maipo white wine
vino blanco DOP Granada	2.2.7.4.12.6	vino blanco DOP Granada
vino blanco DOP Granada	2.2.7.4.16.9	vino blanco DOP Granada
vino blanco DOP Granada	2.2.7.4.20.1	vino blanco DOP Granada
vino blanco Laujar-Alpujarra	2.2.7.4.12.9	vino blanco Laujar-Alpujarra
vino blanco Laujar-Alpujarra	2.2.7.4.16.11	vino blanco Laujar-Alpujarra
vino blanco Laujar-Alpujarra	2.2.7.4.20.6	vino blanco Laujar-Alpujarra
Vino blanco patagónico	1.8.1.6.16.11	Patagonian white wine
Vino blanco patagónico	1.8.1.6.20.3	Patagonian white wine
vino blanco queretano	1.2.2.2.16.9	vino blanco queretano
vino blanco queretano	1.2.2.2.20.2	vino blanco queretano
vino blanco queretano	1.2.2.5.20.7	vino blanco queretano
vino blanco Ribera del Guadiana	2.2.4.4.12.4	Ribera del Guadiana white wine
vino blanco Ribera del Guadiana	2.2.4.4.16.5	Ribera del Guadiana white wine
vino blanco Ribera del Guadiana	2.2.4.4.20.1	Ribera del Guadiana white wine
vino blanco Rioja Alavesa	2.2.3.3.12.5	vino blanco Rioja Alavesa
vino blanco Rioja Alavesa	2.2.3.3.16.5	vino blanco Rioja Alavesa
vino blanco Rioja Alavesa	2.2.3.3.20.6	vino blanco Rioja Alavesa
Vino blanco seco	1.4.1.2.16.5	Vino blanco seco
vino blanco seco	1.6.1.3.12.4	vino blanco seco
viño branco Monterrei	2.2.2.2.12.7	Monterrey white wine
viño branco Rías Baixas	2.2.2.1.12.5	Rías Baixas white wine
viño branco Rías Baixas	2.2.2.1.16.3	Rías Baixas white wine
viño branco Rías Baixas	2.2.2.1.20.2	Rías Baixas white wine
viño branco Ribeiro	2.2.2.2.12.5	Ribeiro white wine
viño branco Ribeiro	2.2.2.2.16.6	Ribeiro white wine
viño branco Valdeorras	2.2.2.2.12.6	Valdeorras white wine
viño branco Valdeorras	2.2.2.2.16.7	Valdeorras white wine
Vino cabernet sauvignon	1.8.2.3.20.4	Vino cabernet sauvignon
vino Cabernet Sauvignon	1.2.1.1.20.1	vino Cabernet Sauvignon
vino Cannonau	2.4.7.3.16.8	vino Cannonau
Vino chardonnay	1.8.2.3.20.5	Vino chardonnay
vino Chardonnay	1.2.1.1.20.6	vino Chardonnay
vino Chenin Blanc	1.2.1.1.20.5	vino Chenin Blanc
vino cotto	2.4.3.3.12.6	vino cotto
vino cotto	2.4.3.3.14.19	vino cotto
vino cotto	2.4.3.3.15.2	vino cotto
vino cotto	2.4.3.3.16.9	vino cotto
vino cotto	2.4.3.3.20.27	vino cotto
vino cotto	2.4.5.1.20.19	vino cotto
Vino criollo de Toconao	1.8.3.1.14.4	Creole wine from Toconao
Vino criollo de Toconao	1.8.3.1.16.7	Creole wine from Toconao
Vino criollo de Toconao	1.8.3.1.20.3	Creole wine from Toconao
Vino de altura	1.8.1.3.16.5	High altitude wine
Vino de altura	1.8.1.3.20.9	High altitude wine
vino de altura	1.6.5.4.18.7	high wine
vino de Arganda	2.2.4.3.20.4	Arganda wine
vino de Arlanza	2.2.4.1.20.4	Arlanza wine
Vino de capulí	1.5.4.2.14.5	capulí wine
Vino de capulí	1.5.4.2.20.5	capulí wine
Vino de capulí	1.5.4.3.14.9	capulí wine
Vino de capulí	1.5.4.3.20.4	capulí wine
vino de Cebreros	2.2.4.1.20.5	Cebreros wine
vino de Cigales	2.2.4.1.14.11	Cigales wine
Vino de consagrar	1.5.4.2.14.6	Wine to consecrate
Vino de consagrar	1.5.4.2.20.6	Wine to consecrate
vino de coyol	1.3.6.2.14.19	coyol wine
vino de coyol	1.3.6.2.20.15	coyol wine
vino de durazno	1.3.4.1.20.16	peach wine
vino de El Molar	2.2.4.3.20.7	wine from El Molar
vino de fresa	1.3.4.1.20.17	strawberry wine
vino de fresa	1.3.7.5.14.1	strawberry wine
vino de fresa	1.3.7.5.18.7	strawberry wine
vino de fresa	1.3.7.5.20.4	strawberry wine
Vino de grosella	1.5.5.2.14.5	currant wine
Vino de grosella	1.5.5.2.20.5	currant wine
vino de La Mancha	2.2.4.2.14.11	wine from La Mancha
vino de la Tierra de Cádiz	2.2.7.2.20.10	wine from the Land of Cádiz
vino de Madrid	2.2.4.3.14.8	wine from Madrid
vino de maíz	1.2.1.5.20.12	corn wine
Vino de mango	1.5.3.5.14.8	mango wine
Vino de mango	1.5.3.5.20.6	mango wine
vino de manzana	1.3.4.1.20.20	apple wine
vino de marañón	1.3.6.2.14.12	cashew wine
vino de marañón	1.3.6.2.20.10	cashew wine
vino de membrillo	1.2.1.5.20.10	quince wine
vino de Méntrida	2.2.4.2.14.13	Méntrida wine
vino de Méntrida	2.2.4.2.16.10	Méntrida wine
Vino de mesa	1.8.2.2.16.9	table wine
Vino de mesa	1.8.2.2.20.4	table wine
Vino de mora	1.5.3.3.14.6	blackberry wine
Vino de mora	1.5.3.3.20.9	blackberry wine
vino de mora	1.3.4.1.20.18	blackberry wine
vino de nance	1.3.6.2.14.13	nance wine
vino de nance	1.3.6.2.20.11	nance wine
vino de naranja	2.2.7.1.20.6	orange wine
vino de Navalcarnero	2.2.4.3.20.5	Navalcarnero wine
vino de Navarra	2.2.3.4.14.9	Navarre wine
vino de papa	1.3.4.1.20.15	potato wine
vino de pera	1.3.4.1.20.19	pear wine
vino de perón	1.2.1.5.20.11	peron wine
vino de Ribera del Duero	2.2.4.1.14.9	wine from Ribera del Duero
vino de Rueda	2.2.4.1.14.10	Rueda wine
vino de San Martín de Valdeiglesias	2.2.4.3.20.6	wine from San Martín de Valdeiglesias
vino de trigo	1.2.1.5.20.13	wheat wine
vino de uva sobremadurada DOP Granada	2.2.7.4.20.5	PDO Granada overripe grape wine
vino de Valdepeñas	2.2.4.2.14.12	Valdepeñas wine
vino de Valtiendas	2.2.4.1.20.6	wine from Valtiendas
vino de zarzamora	1.3.7.5.14.2	blackberry wine
vino de zarzamora	1.3.7.5.18.8	blackberry wine
vino de zarzamora	1.3.7.5.20.5	blackberry wine
vino di mele	2.4.1.2.16.6	apple wine
vino di mele	2.4.1.2.20.12	apple wine
vino di visciole	2.4.3.3.20.28	sour cherry wine
vino DOCa Rioja de Navarra	2.2.3.4.14.10	DOCa Rioja wine from Navarra
vino DOCa Rioja de Navarra	2.2.3.4.20.4	DOCa Rioja wine from Navarra
vino Dolcetto	2.4.1.1.12.6	vino Dolcetto
Vino dulce	1.5.3.4.16.7	Vino dulce
vino dulce de Málaga	2.2.7.3.12.8	sweet wine from Malaga
vino dulce de Málaga	2.2.7.3.14.10	sweet wine from Malaga
vino dulce de Málaga	2.2.7.3.16.9	sweet wine from Malaga
vino dulce de Málaga	2.2.7.3.18.10	sweet wine from Malaga
vino dulce de Málaga	2.2.7.3.20.4	sweet wine from Malaga
vino dulce del Guadalquivir-Doñana	2.2.7.1.12.9	sweet wine from Guadalquivir-Doñana
vino dulce del Guadalquivir-Doñana	2.2.7.1.14.7	sweet wine from Guadalquivir-Doñana
vino dulce del Guadalquivir-Doñana	2.2.7.1.20.5	sweet wine from Guadalquivir-Doñana
vino espumoso	1.2.1.1.20.9	vino espumoso
vino espumoso de Contraviesa-Alpujarra	2.2.7.4.18.8	sparkling wine from Contraviesa-Alpujarra
vino espumoso de La Mancha	2.2.4.2.20.10	sparkling wine from La Mancha
vino espumoso DOP Granada	2.2.7.4.20.4	vino espumoso DOP Granada
vino fino	2.2.7.2.12.7	vino fino
vino fino	2.2.7.2.14.13	vino fino
vino fino	2.2.7.2.16.7	vino fino
vino fino	2.2.7.2.20.1	vino fino
vino generoso del Guadalquivir-Doñana	2.2.7.1.12.8	fortified wine from Guadalquivir-Doñana
vino generoso del Guadalquivir-Doñana	2.2.7.1.14.6	fortified wine from Guadalquivir-Doñana
vino generoso del Guadalquivir-Doñana	2.2.7.1.16.6	fortified wine from Guadalquivir-Doñana
vino generoso del Guadalquivir-Doñana	2.2.7.1.20.3	fortified wine from Guadalquivir-Doñana
vino huizcoyol	1.3.6.4.20.24	vino huizcoyol
vino Mandrolisai	2.4.7.3.16.9	vino Mandrolisai
vino Merlot	1.2.1.1.20.3	vino Merlot
vino mezcal de tuna	1.2.1.4.20.7	prickly pear mezcal wine
vino Moscatel	1.2.1.1.20.8	vino Moscatel
Vino moscato	1.8.2.1.20.5	Vino moscato
vino Nebbiolo	1.2.1.1.20.2	vino Nebbiolo
Vino Nobile di Montepulciano DOCG	2.4.3.1.20.11	Vino Nobile di Montepulciano DOCG
vino oloroso del Guadalquivir-Doñana	2.2.7.1.20.4	fragrant wine from Guadalquivir-Doñana
Vino patero	1.8.1.3.16.4	Vino patero
Vino patero	1.8.1.3.20.8	Vino patero
Vino pinot noir	1.8.2.3.20.7	Vino pinot noir
Vino Pintatani	1.8.3.1.14.3	Vino Pintatani
Vino Pintatani	1.8.3.1.16.6	Vino Pintatani
Vino Pintatani	1.8.3.1.20.2	Vino Pintatani
vino qhochala	1.6.4.3.14.6	vino qhochala
vino qhochala	1.6.4.3.16.8	vino qhochala
vino qhochala	1.6.4.3.18.9	vino qhochala
vino qhochala	1.6.4.3.20.6	vino qhochala
vino quebranta	1.6.1.2.20.4	vino quebranta
vino queretano	1.2.2.5.16.8	vino queretano
vino rancio	2.2.7.3.14.12	vino rancio
vino rancio	2.2.7.4.14.13	vino rancio
vino regional de Caborca	1.2.1.2.20.1	Caborca ​​regional wine
vino Rioja Alavesa	2.2.3.3.14.8	vino Rioja Alavesa
vino rosado de Bullas	2.2.6.3.20.8	Bullas rosé wine
vino rosado de Cigales	2.2.4.1.12.5	Cigales rosé wine
vino rosado de Cigales	2.2.4.1.16.8	Cigales rosé wine
vino rosado de Cigales	2.2.4.1.20.3	Cigales rosé wine
vino rosado de Jumilla	2.2.6.3.20.2	Jumilla rosé wine
vino rosado de La Mancha	2.2.4.2.20.3	rosé wine from La Mancha
vino rosado de Madrid	2.2.4.3.12.4	rosé wine from Madrid
vino rosado de Madrid	2.2.4.3.16.6	rosé wine from Madrid
vino rosado de Madrid	2.2.4.3.20.2	rosé wine from Madrid
vino rosado de Navarra	2.2.3.4.12.8	Navarra rosé wine
vino rosado de Navarra	2.2.3.4.16.7	Navarra rosé wine
vino rosado de Navarra	2.2.3.4.20.3	Navarra rosé wine
vino rosado de Sierras de Málaga	2.2.7.3.20.3	rosé wine from Sierras de Málaga
vino rosado de Valdepeñas	2.2.4.2.20.6	rosé wine from Valdepeñas
vino rosado de Yecla	2.2.6.3.20.5	Yecla rosé wine
vino rosado DOP Granada	2.2.7.4.12.7	vino rosado DOP Granada
vino rosado DOP Granada	2.2.7.4.20.2	vino rosado DOP Granada
vino rosado Laujar-Alpujarra	2.2.7.4.12.10	vino rosado Laujar-Alpujarra
vino rosado Laujar-Alpujarra	2.2.7.4.20.7	vino rosado Laujar-Alpujarra
vino rosado queretano	1.2.2.2.20.3	vino rosado queretano
vino rosado Ribera del Guadiana	2.2.4.4.12.6	Ribera del Guadiana rosé wine
vino rosado Ribera del Guadiana	2.2.4.4.16.7	Ribera del Guadiana rosé wine
vino rosado Ribera del Guadiana	2.2.4.4.20.3	Ribera del Guadiana rosé wine
vino rosso	2.4.1.1.16.6	vino rosso
vino rosso	2.4.1.4.16.4	vino rosso
vino rosso	2.4.2.1.16.8	vino rosso
vino rosso	2.4.2.3.16.9	vino rosso
vino rosso	2.4.4.1.16.8	vino rosso
vino rosso calabrese	2.4.5.4.16.7	vino rosso calabrese
vino rosso campano	2.4.5.1.16.8	vino rosso campano
vino rosso costiero sardo	2.4.7.4.16.8	vino rosso costiero sardo
vino rosso del Campidano	2.4.7.2.16.9	red wine from Campidano
vino rosso del litorale	2.4.4.3.16.7	coastal red wine
vino rosso del Sulcis	2.4.7.2.16.10	red wine from Sulcis
vino rosso dell'entroterra siciliano	2.4.6.3.16.7	vino rosso dell'entroterra siciliano
vino rosso dell'Oltrepò Pavese	2.4.1.4.12.4	red wine from Oltrepò Pavese
vino rosso della Sicilia occidentale	2.4.6.1.16.8	red wine from western Sicily
vino rosso della Sicilia orientale	2.4.6.2.16.9	red wine from eastern Sicily
vino rosso di Alghero	2.4.7.1.16.9	red wine from Alghero
vino rosso di Romagna	2.4.2.4.16.8	red wine from Romagna
vino rosso friulano	2.4.2.2.16.6	vino rosso friulano
vino rosso laziale	2.4.4.2.16.7	vino rosso laziale
vino rosso lucano	2.4.5.3.16.7	vino rosso lucano
vino rosso marchigiano	2.4.3.3.16.8	vino rosso marchigiano
vino rosso secco	2.4.2.1.12.4	vino rosso secco
vino rosso secco	2.4.2.3.12.6	vino rosso secco
vino rosso secco	2.4.2.4.12.6	vino rosso secco
vino rosso secco	2.4.3.1.12.5	vino rosso secco
vino rosso secco	2.4.3.2.12.5	vino rosso secco
vino rosso secco	2.4.3.3.12.4	vino rosso secco
vino rosso secco	2.4.4.1.12.4	vino rosso secco
vino rosso secco	2.4.4.2.12.5	vino rosso secco
vino rosso secco	2.4.4.3.12.5	vino rosso secco
vino rosso secco	2.4.5.1.12.9	vino rosso secco
vino rosso secco	2.4.5.3.12.4	vino rosso secco
vino rosso secco	2.4.5.4.12.9	vino rosso secco
vino rosso secco	2.4.6.2.12.8	vino rosso secco
vino rosso secco	2.4.6.3.12.6	vino rosso secco
vino rosso secco	2.4.7.1.12.5	vino rosso secco
vino rosso secco	2.4.7.2.12.6	vino rosso secco
vino rosso secco	2.4.7.3.12.5	vino rosso secco
vino rosso secco	2.4.7.3.16.11	vino rosso secco
vino rosso secco	2.4.7.4.12.6	vino rosso secco
vino rosso toscano	2.4.3.1.16.8	vino rosso toscano
vino rosso umbro	2.4.3.2.16.9	vino rosso umbro
vino rosso valdostano	2.4.1.3.12.3	vino rosso valdostano
vino rosso valdostano	2.4.1.3.16.4	vino rosso valdostano
Vino Santo Trentino DOC	2.4.2.3.20.5	Vino Santo Trentino DOC
Vino sauvignon blanc	1.8.2.3.20.6	Vino sauvignon blanc
vino Sauvignon Blanc	1.2.1.1.20.7	vino Sauvignon Blanc
Vino seco	1.4.1.2.16.4	Vino seco
vino seco	1.3.7.1.16.11	vino seco
Vino tannat	1.8.2.1.20.4	Vino tannat
Vino tannat	1.8.2.3.16.8	Vino tannat
Vino tannat	1.8.2.3.20.3	Vino tannat
vino Tempranillo	1.2.1.1.20.4	vino Tempranillo
Vino tinto	1.8.1.1.16.9	Vino tinto
Vino tinto	1.8.1.1.20.3	Vino tinto
Vino tinto	1.8.1.2.16.7	Vino tinto
Vino tinto	1.8.1.2.20.3	Vino tinto
Vino tinto	1.8.1.4.16.2	Vino tinto
Vino tinto	1.8.1.4.20.1	Vino tinto
Vino tinto	1.8.2.1.16.7	Vino tinto
Vino tinto	1.8.2.2.16.7	Vino tinto
Vino tinto	1.8.2.2.20.5	Vino tinto
Vino tinto	1.8.4.3.16.13	Vino tinto
vino tinto	1.2.1.1.14.6	vino tinto
vino tinto	1.2.1.1.16.1	vino tinto
vino tinto	1.2.1.2.14.8	vino tinto
vino tinto	1.2.1.2.16.6	vino tinto
vino tinto	1.2.1.2.20.2	vino tinto
vino tinto	1.6.1.3.16.8	vino tinto
vino tinto	1.6.1.3.20.6	vino tinto
vino tinto Costa de Cantabria	2.2.2.3.20.5	red wine Costa de Cantabria
vino tinto Costa de Cantabria	2.2.2.4.12.6	red wine Costa de Cantabria
vino tinto Costa de Cantabria	2.2.2.4.16.7	red wine Costa de Cantabria
vino tinto Costa de Cantabria	2.2.2.4.20.3	red wine Costa de Cantabria
vino tinto de Bullas	2.2.6.3.12.11	Bullas red wine
vino tinto de Bullas	2.2.6.3.16.14	Bullas red wine
vino tinto de Bullas	2.2.6.3.20.7	Bullas red wine
Vino tinto de Casablanca	1.8.4.2.16.8	Casablanca red wine
vino tinto de Jumilla	2.2.6.3.12.7	red wine from Jumilla
vino tinto de Jumilla	2.2.6.3.16.10	red wine from Jumilla
vino tinto de Jumilla	2.2.6.3.20.1	red wine from Jumilla
vino tinto de La Mancha	2.2.4.2.12.5	red wine from La Mancha
vino tinto de La Mancha	2.2.4.2.16.7	red wine from La Mancha
vino tinto de La Mancha	2.2.4.2.20.2	red wine from La Mancha
vino tinto de Madrid	2.2.4.3.12.5	red wine from Madrid
vino tinto de Madrid	2.2.4.3.16.7	red wine from Madrid
vino tinto de Madrid	2.2.4.3.20.3	red wine from Madrid
vino tinto de Manchuela	2.2.4.2.20.9	Manchuela red wine
vino tinto de Méntrida	2.2.4.2.20.7	red wine from Méntrida
vino tinto de Navarra	2.2.3.4.12.7	red wine from Navarre
vino tinto de Navarra	2.2.3.4.16.6	red wine from Navarre
vino tinto de Navarra	2.2.3.4.20.1	red wine from Navarre
vino tinto de Ribera del Duero	2.2.4.1.12.4	red wine from Ribera del Duero
vino tinto de Ribera del Duero	2.2.4.1.16.7	red wine from Ribera del Duero
vino tinto de Ribera del Duero	2.2.4.1.20.1	red wine from Ribera del Duero
Vino tinto de San Antonio	1.8.4.2.16.10	San Antonio red wine
vino tinto de Sierras de Málaga	2.2.7.3.16.8	red wine from Sierras de Málaga
vino tinto de Sierras de Málaga	2.2.7.3.20.2	red wine from Sierras de Málaga
vino tinto de uvas moradas	1.3.1.4.20.21	red wine from purple grapes
vino tinto de Valdepeñas	2.2.4.2.12.7	red wine from Valdepeñas
vino tinto de Valdepeñas	2.2.4.2.16.9	red wine from Valdepeñas
vino tinto de Valdepeñas	2.2.4.2.20.5	red wine from Valdepeñas
vino tinto de Yecla	2.2.6.3.12.9	Yecla red wine
vino tinto de Yecla	2.2.6.3.16.12	Yecla red wine
vino tinto de Yecla	2.2.6.3.20.4	Yecla red wine
Vino tinto del Maipo	1.8.4.1.16.7	Maipo red wine
vino tinto DOP Granada	2.2.7.4.12.8	vino tinto DOP Granada
vino tinto DOP Granada	2.2.7.4.16.10	vino tinto DOP Granada
vino tinto DOP Granada	2.2.7.4.20.3	vino tinto DOP Granada
vino tinto Laujar-Alpujarra	2.2.7.4.12.11	vino tinto Laujar-Alpujarra
vino tinto Laujar-Alpujarra	2.2.7.4.16.12	vino tinto Laujar-Alpujarra
vino tinto Laujar-Alpujarra	2.2.7.4.20.8	vino tinto Laujar-Alpujarra
viño tinto Monterrei	2.2.2.2.16.9	Monterrey red wine
Vino tinto patagónico	1.8.1.6.16.12	Patagonian red wine
Vino tinto patagónico	1.8.1.6.20.2	Patagonian red wine
vino tinto queretano	1.2.2.2.16.8	vino tinto queretano
vino tinto queretano	1.2.2.2.20.1	vino tinto queretano
vino tinto queretano	1.2.2.5.20.6	vino tinto queretano
viño tinto Rías Baixas	2.2.2.1.16.4	Rías Baixas red wine
viño tinto Rías Baixas	2.2.2.1.20.3	Rías Baixas red wine
viño tinto Ribeira Sacra	2.2.2.2.12.8	Ribeira Sacra red wine
viño tinto Ribeira Sacra	2.2.2.2.16.8	Ribeira Sacra red wine
vino tinto Ribera del Guadiana	2.2.4.4.12.5	Ribera del Guadiana red wine
vino tinto Ribera del Guadiana	2.2.4.4.16.6	Ribera del Guadiana red wine
vino tinto Ribera del Guadiana	2.2.4.4.20.2	Ribera del Guadiana red wine
vino tinto Rioja Alavesa	2.2.3.3.12.6	vino tinto Rioja Alavesa
vino tinto Rioja Alavesa	2.2.3.3.16.4	vino tinto Rioja Alavesa
vino tinto Rioja Alavesa	2.2.3.3.20.5	vino tinto Rioja Alavesa
vino tinto seco	1.6.1.3.12.5	vino tinto seco
vino uvina	1.6.1.2.20.5	vino uvina
Vinos de Madrid	2.2.4.3.18.8	Wines of Madrid
Vins d'Alsace AOP	2.3.3.1.18.7	Vins d'Alsace AOP
Vins des Jardins de Wallonie IGP	2.3.7.3.18.14	Wines from the Gardens of Wallonia IGP
Vinsanto	2.4.3.1.12.6	Vinsanto
Vinsanto	2.4.3.1.16.10	Vinsanto
Vinsanto	2.4.3.2.12.6	Vinsanto
Vinsanto	2.4.3.2.16.10	Vinsanto
Vinsanto	2.7.2.1.20.3	Vinsanto
Vinsanto da uve affumicate dell'Alto Tevere	2.4.3.2.14.16	Vinsanto from smoked grapes from the Upper Tiber
Vinsanto da uve affumicate dell'Alto Tevere	2.4.3.2.18.13	Vinsanto from smoked grapes from the Upper Tiber
Vinsanto da uve affumicate dell'Alto Tevere	2.4.3.2.20.17	Vinsanto from smoked grapes from the Upper Tiber
Vinschger Paarl	2.4.2.3.1.12	Vinschger Paarl
Vinschger Paarl	2.4.2.3.18.2	Vinschger Paarl
Vintage apple	9.2.3.2.3.22	Vintage apple
Viognier	9.2.2.4.20.10	Viognier
viognier	9.2.2.1.20.7	viognier
Viognier grapes	2.3.5.3.3.13	Viognier grapes
Viognier grapes	2.3.6.1.3.12	Viognier grapes
Viognier grapes	9.2.2.4.3.48	Viognier grapes
Violet de Galmi onion	3.4.5.2.2.2	Violet de Galmi onion
Violet flowers	2.3.6.2.7.11	Violet flowers
Violet garlic cloves	2.3.4.3.2.2	Violet garlic cloves
Violet honey	2.3.4.3.15.2	Violet honey
Violet infusion	2.3.6.2.19.8	Violet infusion
violet leaves	4.2.1.5.19.7	violet leaves
violet leaves	4.2.1.5.2.14	violet leaves
Violet mustard	2.3.4.3.13.2	Violet mustard
Violet petals	2.3.6.2.17.7	Violet petals
Violet sugar	2.3.4.3.15.5	Violet sugar
Violet syrup	2.3.6.2.14.12	Violet syrup
Violet syrup	2.3.6.2.15.7	Violet syrup
Violet tea	2.3.4.3.19.3	Violet tea
Violet tea	2.3.4.3.20.10	Violet tea
Violet tisane	2.3.4.3.19.2	Violet tisane
Violet tisane	2.3.4.3.20.11	Violet tisane
Violet vinegar	2.3.4.3.12.3	Violet vinegar
Violet vinegar	2.3.4.3.13.4	Violet vinegar
Violet-tipped Argenteuil asparagus	2.3.2.1.2.8	Violet-tipped Argenteuil asparagus
Violeta	1.5.4.3.19.9	Violeta
Violette cristallisée	2.3.4.3.14.10	Crystallized Violet
Violette de Toulouse	2.3.4.3.18.4	Violet of Toulouse
Violette de Toulouse petals	2.3.4.3.17.3	Toulouse violet petals
Violette de Toulouse petals	2.3.4.3.7.3	Toulouse violet petals
Violette de Tourrettes-sur-Loup	2.3.6.2.18.18	Violet of Tourrettes-sur-Loup
Violino di capra	2.4.1.4.14.10	Goat violin
Violino di capra	2.4.1.4.18.9	Goat violin
Violino di capra	2.4.1.4.6.21	Goat violin
Violino di capra	2.5.4.3.14.32	Goat violin
Violino di capra	2.5.4.3.18.25	Goat violin
Violino di capra	2.5.4.3.6.62	Goat violin
violino di capra	2.5.4.3.14.12	goat violin
violino di capra	2.5.4.3.18.7	goat violin
violino di capra	2.5.4.3.6.15	goat violin
Viorica grapes	2.8.6.3.3.11	Viorica grapes
Viorica wine	2.8.6.3.20.10	Viorica wine
Viosinho	2.2.1.2.3.9	Viosinho
Vipava dry-cured ham	2.6.1.2.14.1	Vipava dry-cured ham
Vipava prosciutto	2.6.1.2.6.3	Vipava prosciutto
virado à paulista	1.7.4.2.18.3	facing São Paulo
Viravira	1.5.3.3.19.8	Viravira
Virgin coconut oil	5.8.1.1.10.2	Virgin coconut oil
Virgin coconut oil	7.5.1.3.10.2	Virgin coconut oil
Virgin coconut oil	7.5.1.3.13.3	Virgin coconut oil
Virgin coconut oil	7.5.1.3.18.5	Virgin coconut oil
Virgin coconut oil	9.3.2.1.10.4	Virgin coconut oil
Virgin coconut oil	9.3.2.2.10.4	Virgin coconut oil
Virgin coconut oil	9.3.2.3.10.4	Virgin coconut oil
Virgin coconut oil	9.3.2.4.10.4	Virgin coconut oil
Virgin coconut oil	9.3.4.3.10.4	Virgin coconut oil
virgin coconut oil	9.5.1.1.10.4	virgin coconut oil
virgin coconut oil	9.5.1.2.10.3	virgin coconut oil
virgin coconut oil	9.5.1.2.13.2	virgin coconut oil
virgin coconut oil	9.5.1.2.18.6	virgin coconut oil
virgin coconut oil	9.5.1.2.19.6	virgin coconut oil
virgin coconut oil	9.5.3.2.10.4	virgin coconut oil
virgin coconut oil	9.5.5.2.10.5	virgin coconut oil
Virgin olive oil	9.1.5.4.10.2	Virgin olive oil
virgin olive oil	2.7.2.3.10.3	virgin olive oil
Virginia country ham	1.1.2.1.14.1	Virginia country ham
Virginia peanuts	1.1.2.1.5.1	Virginia peanuts
Virginia peanuts	1.1.3.1.1.9	Virginia peanuts
Virginia peanuts	1.1.3.1.18.2	Virginia peanuts
Virginia peanuts	1.1.3.1.5.1	Virginia peanuts
Virginia peanuts	1.1.3.3.5.1	Virginia peanuts
Vísceras de cabro	1.5.1.3.6.2	goat entrails
vísceras de cerdo	1.3.1.2.6.42	pork entrails
