0ya	3.8.5.3.2.8
young banana stem	7.3.3.1.2.9
young banana stem	7.3.3.3.18.2
young banana stem	7.3.3.3.2.7
young beans	2.8.2.5.4.3
young beef	2.6.5.1.6.7
Young birds	9.1.1.4.6.21
young bracken	6.6.3.1.2.20
young bracken	6.6.3.1.7.2
young bracken	6.6.3.2.2.20
young bracken	6.6.3.2.7.2
young broad beans	2.6.2.2.2.5
young broad beans	2.6.2.2.4.2
young broad beans	2.6.2.3.2.12
young broad beans	2.6.2.3.4.3
young broad beans	2.6.2.4.2.9
young broad beans	2.6.2.4.4.2
young broad beans	2.6.4.2.2.13
young broad beans	2.6.4.2.4.6
young burdock	6.7.4.1.2.26
young cashew leaves	7.1.4.1.17.12
young cashew leaves	7.1.4.1.18.6
young cashew leaves	7.1.4.1.2.4
young cashew leaves	7.1.4.2.18.6
young cashew leaves	7.1.4.2.19.1
young cashew leaves	7.1.4.2.2.3
young cashew leaves	7.1.4.2.7.3
young cheese	2.6.2.2.11.3
young cheese	2.6.4.2.11.9
young chicken	6.6.2.1.6.11
Young coconut	5.8.2.1.3.2
Young coconut	5.8.2.2.18.10
Young coconut	5.8.2.2.3.2
Young coconut	5.8.2.3.18.6
Young coconut	5.8.2.3.3.2
Young coconut	7.4.1.1.3.10
Young coconut	7.4.1.2.3.11
Young coconut	7.4.1.4.3.7
Young coconut	7.4.2.1.3.6
Young coconut	7.4.2.2.3.9
Young coconut	7.4.2.3.3.2
Young coconut	7.4.3.1.3.17
Young coconut	7.4.3.2.3.13
Young coconut	7.4.3.3.3.6
Young coconut	7.4.3.4.3.13
Young coconut	7.4.4.1.3.7
Young coconut	7.4.4.2.3.2
Young coconut	7.4.4.3.3.2
Young coconut	7.4.4.4.3.2
young coconut	6.3.5.2.3.3
young coconut	6.3.5.3.3.6
young coconut	6.3.5.4.3.7
young coconut	7.1.3.1.3.8
young coconut	7.1.3.4.3.5
young coconut	7.1.4.1.3.2
young coconut	7.1.4.2.3.3
young coconut	7.1.4.3.3.2
young coconut	7.1.5.2.3.8
young coconut	7.1.5.3.3.2
young coconut	7.1.6.1.3.13
young coconut	7.1.6.2.3.9
young coconut	7.1.6.3.3.10
young coconut	7.1.6.4.3.9
young coconut	7.1.6.5.3.11
young coconut	7.2.3.1.3.1
young coconut	7.2.3.2.3.1
young coconut	7.2.4.4.3.2
young coconut	7.3.2.1.3.12
young coconut	7.3.2.2.3.13
young coconut	7.3.2.3.3.12
young coconut	7.3.2.4.3.8
young coconut	7.3.2.5.3.10
young coconut	7.3.3.1.3.5
young coconut	7.3.3.2.3.7
young coconut	7.3.3.3.3.4
young coconut	7.3.4.2.3.15
young coconut	7.3.4.3.3.6
young coconut	7.3.4.4.3.10
young coconut	7.3.5.1.3.6
young coconut	7.3.5.2.3.6
young coconut	7.3.5.3.3.6
young coconut	7.3.5.4.3.2
young coconut	7.3.6.1.3.8
young coconut	7.3.6.2.3.7
young coconut	7.3.6.3.3.6
young coconut	7.3.7.1.3.6
young coconut	7.3.7.3.3.6
young coconut	7.3.7.4.3.6
Young coconut flesh	5.8.2.1.11.4
Young coconut flesh	5.8.2.2.11.4
Young coconut flesh	5.8.2.3.11.4
young coconut flesh	7.1.6.5.2.16
young coconut flesh	7.3.3.1.11.5
young coconut flesh	7.3.4.3.11.4
young coconut flesh	7.3.4.4.11.5
young coconut flesh	7.3.5.4.11.6
young coconut flesh	7.3.6.1.11.7
young coconut flesh	7.3.6.2.11.7
young coconut flesh	7.3.6.3.11.7
young coconut flesh	7.3.7.1.11.5
young coconut flesh	7.3.7.3.11.5
young coconut flesh	7.3.7.4.11.6
young coconut leaves	7.2.3.1.23.4
young coconut leaves	7.3.5.4.23.1
young coconut leaves	9.4.1.1.23.2
young coconut leaves	9.4.2.3.23.2
Young coconut meat	7.4.2.3.18.3
young coconut meat	7.1.3.4.11.5
young coconut meat	7.1.3.4.18.11
young coconut meat	7.1.3.4.2.8
young coconut meat	9.4.1.1.5.4
young coconut meat	9.4.1.2.18.2
young coconut shoots	7.1.3.1.2.36
young coconut water	7.1.3.1.20.8
young coconut water	7.1.3.4.20.2
young coconut water	7.1.4.1.20.5
young coconut water	7.1.4.2.20.4
young coconut water	7.1.5.2.20.5
young coconut water	7.1.5.3.20.5
young coconut water	7.1.6.1.20.6
young coconut water	7.1.6.2.20.5
young coconut water	7.1.6.3.20.5
young coconut water	7.1.6.4.20.5
young coconut water	7.1.6.5.20.1
young coconut water	7.2.4.4.20.1
young coconut water	7.3.2.5.16.10
young coconut water	7.3.2.5.20.6
young coconut water	7.3.3.1.16.7
young coconut water	7.3.3.1.20.9
young coconut water	7.3.3.3.16.6
young coconut water	7.3.3.3.19.6
young coconut water	7.3.3.3.20.3
young coconut water	7.3.4.1.20.6
young coconut water	7.3.4.2.16.9
young coconut water	7.3.4.2.20.5
young coconut water	7.3.4.3.16.6
young coconut water	7.3.4.3.19.7
young coconut water	7.3.4.3.20.5
young coconut water	7.3.4.4.16.6
young coconut water	7.3.4.4.19.10
young coconut water	7.3.4.4.20.7
young coconut water	7.3.5.1.16.11
young coconut water	7.3.5.1.20.8
young coconut water	7.3.5.2.16.7
young coconut water	7.3.5.2.19.8
young coconut water	7.3.5.2.20.6
young coconut water	7.3.5.3.16.7
young coconut water	7.3.5.3.19.9
young coconut water	7.3.5.3.20.3
young coconut water	7.3.5.4.16.8
young coconut water	7.3.5.4.19.6
young coconut water	7.3.5.4.20.4
young coconut water	7.3.6.1.16.5
young coconut water	7.3.6.1.20.4
young coconut water	7.3.6.2.16.5
young coconut water	7.3.6.2.20.6
young coconut water	7.3.6.3.16.5
young coconut water	7.3.6.3.20.5
young coconut water	7.3.7.1.16.4
young coconut water	7.3.7.1.19.4
young coconut water	7.3.7.1.20.3
young coconut water	7.3.7.3.16.4
young coconut water	7.3.7.3.19.6
young coconut water	7.3.7.3.20.3
young coconut water	7.3.7.4.16.4
young coconut water	7.3.7.4.19.5
young coconut water	7.3.7.4.20.4
Young corn	7.4.3.2.1.5
Young corn	7.4.3.2.18.3
young corn	7.1.8.2.1.14
young corn	7.3.3.3.2.9
young corn	7.3.5.1.2.18
young cow meat	4.2.1.5.6.2
young garlic leaves	8.1.5.4.7.2
young ginger	6.3.1.1.9.2
young ginger	6.3.1.2.9.2
young ginger	6.3.1.4.9.3
young ginger	6.3.2.1.9.2
young ginger	6.3.2.3.9.3
young ginger	6.3.2.4.9.3
young ginger	6.3.3.3.9.3
young ginger	6.3.3.4.9.3
young ginger	6.3.4.1.9.3
young ginger	6.3.4.2.9.3
young ginger	6.3.4.3.9.3
young ginger	6.3.5.1.9.3
young ginger	6.3.5.3.9.3
young ginger	6.3.5.4.9.3
young ginger	6.4.1.3.2.8
young ginger	6.4.1.3.9.8
young ginger	6.4.2.1.9.8
young ginger	6.4.2.3.9.2
young ginger	6.4.2.4.9.2
young ginger	6.4.3.1.9.3
young ginger	6.4.3.2.9.2
young ginger	6.4.3.3.9.2
young ginger	6.7.4.1.19.6
young ginger	6.7.4.1.9.10
young goat cheese	4.1.2.3.11.7
young goat meat	3.1.1.3.6.2
young grape leaves	6.4.4.1.7.5
young grape leaves	6.4.4.3.7.6
young grape leaves	6.4.4.4.7.6
young grape leaves	6.4.5.2.7.7
young green betel nut	9.4.1.3.19.9
young green chili jeow	7.1.5.1.13.5
young green chilies	7.1.2.1.2.35
young green chilies	7.1.2.1.9.6
young green figs	3.1.1.3.3.15
young green mango	9.4.1.1.18.9
young green peas	2.6.2.2.2.7
young green peas	2.6.2.2.4.7
young hog plum leaves	7.1.4.1.18.7
young hog plum leaves	7.1.4.1.7.14
young hue fruit	9.2.1.2.2.11
Young jackfruit	7.4.1.3.2.10
Young jackfruit	7.4.1.4.2.12
Young jackfruit	7.4.2.1.2.22
Young jackfruit	7.4.2.2.2.12
Young jackfruit	7.4.2.3.2.11
Young jackfruit	7.4.3.1.2.15
Young jackfruit	7.4.3.2.2.17
Young jackfruit	7.4.3.3.2.11
Young jackfruit	7.4.3.4.2.15
Young jackfruit	7.4.4.1.2.10
Young jackfruit	7.4.4.2.2.13
Young jackfruit	7.4.4.3.2.12
Young jackfruit	7.5.1.3.2.14
young jackfruit	7.1.2.1.2.15
young jackfruit	7.1.4.1.2.11
young jackfruit	7.1.4.3.2.10
young jackfruit	7.1.8.1.2.2
young jackfruit	7.1.8.2.2.7
young jackfruit	7.1.8.4.2.10
young jackfruit	7.3.1.1.2.5
young jackfruit	7.3.1.2.2.4
young jackfruit	7.3.2.1.2.16
young jackfruit	7.3.2.3.2.1
young jackfruit	7.3.2.4.2.13
young jackfruit	7.3.2.5.2.7
young jackfruit	7.3.3.1.2.8
young jackfruit	7.3.3.2.2.9
young jackfruit	7.3.4.2.2.3
young jackfruit	7.3.4.3.2.13
young jackfruit	7.3.5.1.2.4
young kajmak	2.6.5.2.11.3
young kedondong leaves	7.3.4.4.12.5
young kedondong leaves	7.3.4.4.2.14
young lamb	2.6.2.4.6.3
young lamb	2.6.4.2.6.2
young Litsea leaves	7.1.4.1.18.8
young Litsea leaves	7.1.4.1.7.15
young mango	7.2.4.1.3.9
young mangosteen	7.1.4.1.12.7
young mangosteen	7.1.4.1.18.10
young mangosteen	7.1.4.1.3.10
young mature farm cheese	2.3.8.3.11.9
young melinjo fruits	7.3.1.1.2.17
young melinjo leaves	7.3.7.1.2.1
young melinjo leaves	7.3.7.1.7.3
young melinjo leaves	7.3.7.4.2.3
young melinjo leaves	7.3.7.4.7.6
Young mimolette	2.3.1.3.11.12
young mustard greens	7.1.2.3.2.4
young mustard greens	7.1.8.4.2.4
young nipah leaves	7.2.3.1.23.3
young noni leaves	9.4.5.1.7.9
young noni leaves	9.4.5.3.7.3
young palm hearts	7.1.3.1.18.14
young palm hearts	7.1.3.1.2.37
Young palm leaves	7.5.1.1.23.2
young papaya	7.2.1.2.3.7
young papaya	7.3.1.1.2.1
young papaya	7.3.3.2.2.8
Young papaya fruit	7.5.1.3.2.13
young pea stems, young pea stems, tallos tiernos de arveja	1.3.1.1.7.20
Young pili kernel	7.4.1.4.18.3
Young pili kernel	7.4.1.4.5.2
young pumpkin leaves	7.3.3.2.2.2
young radish	6.6.2.1.2.4
young radish	6.6.2.3.2.4
young radish	6.6.2.4.2.4
young radish	6.6.2.5.2.4
young radish	6.6.3.1.2.2
young radish	6.6.3.2.2.2
young radish water kimchi	6.6.2.3.14.5
young reeds	4.4.3.2.18.3
young reeds	4.4.3.2.2.4
young squash shoots	7.1.8.3.2.7
young sticky rice	7.1.7.1.1.3
young summer radish	6.6.2.2.2.2
young summer radish kimchi	6.6.2.2.14.2
young sweet corn	2.6.1.2.2.21
young tamarind leaves	7.1.5.4.12.4
young tapioca shoots	7.2.1.1.2.17
Young taro leaves	3.5.1.2.23.3
Young taro leaves	3.5.1.2.7.2
young white cheese	2.6.5.2.11.7
Young wild yam leaves	3.5.2.2.2.7
young wine	2.6.2.1.20.12
your honor, your honor, şeredin	4.1.5.3.14.11
your root number, your root number, au tau root	7.1.7.2.18.1
your root number, your root number, au tau root	7.1.7.2.19.1
youtiao	7.2.2.1.1.19
youtiao	7.2.2.1.18.9
Youxian fragrant dried tofu	6.2.3.3.11.7
Yoyo	1.5.3.4.18.5
ysaol leaves	9.4.2.2.2.30
ysaol leaves	9.4.2.2.7.13
Ysop	2.5.3.2.7.6
Ysop	2.5.3.4.7.13
Yu	5.5.5.4.20.5
yu choy	1.1.13.2.2.47
Yu Her Pau litchi	6.5.2.2.3.10
Yu Her Pau lychee	6.5.2.4.3.5
Yuanhe Tang preserved fruits	6.3.3.2.14.3
Yuasa soy sauce	6.7.4.4.13.2
Yuasa soy sauce	6.7.4.4.18.15
yuba	6.7.4.2.11.3
yuba	6.7.4.2.6.7
yuba ribbons	6.7.3.2.17.10
yuba sheets	6.7.3.2.23.2
yuba sheets	6.7.4.2.23.3
Yuca	1.3.1.2.1.6
Yuca	1.3.1.3.1.8
Yuca	1.3.3.1.1.7
Yuca	1.3.3.2.1.8
Yuca	1.3.3.3.1.8
Yuca	1.3.3.4.1.7
Yuca	1.3.4.1.1.8
Yuca	1.3.4.1.2.15
Yuca	1.3.4.3.1.7
Yuca	1.3.4.4.19.3
Yuca	1.3.4.5.1.7
Yuca	1.3.5.1.1.7
Yuca	1.3.5.2.1.9
Yuca	1.3.6.1.1.11
Yuca	1.4.1.1.1.2
Yuca	1.4.1.2.1.2
Yuca	1.4.1.3.1.2
Yuca	1.4.1.4.1.2
Yuca	1.4.2.1.1.2
Yuca	1.4.2.2.1.2
Yuca	1.4.2.3.1.2
Yuca	1.4.2.4.1.2
Yuca	1.4.2.5.1.2
Yuca	1.4.3.1.1.2
Yuca	1.4.3.2.1.2
Yuca	1.4.3.3.1.2
Yuca	1.4.3.4.1.2
Yuca	1.4.4.1.1.2
Yuca	1.4.4.2.1.2
Yuca	1.5.1.1.1.18
Yuca	1.5.1.2.1.13
Yuca	1.5.1.3.1.11
Yuca	1.5.1.4.1.17
Yuca	1.5.2.1.1.9
Yuca	1.5.2.2.1.6
Yuca	1.5.2.3.1.8
Yuca	1.5.2.4.1.8
Yuca	1.5.3.1.1.9
Yuca	1.5.3.3.1.10
Yuca	1.5.4.1.1.24
Yuca	1.5.4.2.1.27
Yuca	1.5.4.3.1.22
Yuca	1.5.5.1.1.9
Yuca	1.5.5.2.1.8
Yuca	1.5.5.3.1.5
Yuca	1.5.5.4.1.7
yuca	1.2.3.1.1.8
yuca	1.2.3.3.1.9
yuca	1.2.3.4.1.7
yuca	1.2.4.5.1.8
yuca	1.2.6.1.1.10
yuca	1.2.6.2.1.11
yuca	1.2.6.3.1.10
yuca	1.2.7.2.1.8
yuca	1.2.7.3.1.7
yuca	1.3.1.1.2.49
yuca	1.3.1.2.1.21
yuca	1.3.1.3.1.30
yuca	1.3.1.4.1.20
yuca	1.3.1.5.1.30
yuca	1.3.3.1.1.28
yuca	1.3.3.1.2.37
yuca	1.3.3.2.1.31
yuca	1.3.3.2.2.40
yuca	1.3.3.3.1.28
yuca	1.3.3.3.2.38
yuca	1.3.3.4.1.27
yuca	1.3.4.1.1.27
yuca	1.3.4.2.1.24
yuca	1.3.4.3.1.34
yuca	1.3.4.3.2.40
yuca	1.3.4.4.1.20
yuca	1.3.4.5.1.30
yuca	1.3.5.1.1.28
yuca	1.3.5.1.2.40
yuca	1.3.5.2.1.28
yuca	1.3.5.2.2.36
yuca	1.3.5.3.1.20
yuca	1.3.5.4.1.32
yuca	1.3.6.1.1.38
yuca	1.3.6.2.1.14
yuca	1.3.6.3.1.7
yuca	1.3.6.4.1.12
yuca	1.3.6.5.1.6
yuca	1.3.7.1.1.10
yuca	1.3.7.2.1.10
yuca	1.3.7.3.1.3
yuca	1.3.7.4.1.4
yuca	1.6.1.1.1.2
yuca	1.6.1.2.1.5
yuca	1.6.2.1.1.11
yuca	1.6.2.2.1.18
yuca	1.6.2.3.1.12
yuca	1.6.3.1.1.1
yuca	1.6.3.2.1.1
yuca	1.6.3.3.1.1
yuca	1.6.5.1.1.1
yuca	1.6.5.2.1.4
Yuca amarga	1.5.3.5.1.8
yuca amarilla	1.6.5.3.1.17
yuca brava	1.6.3.1.1.2
yuca brava	1.6.3.1.18.5
Yuca cake	1.3.5.3.18.6
yuca chicha, yuca chicha, chicha de yuca	1.3.6.5.20.5
yuca chicha, yuca chicha, chicha de yuca	1.6.5.2.20.1
yuca cocida	1.6.5.1.17.3
Yuca dulce	1.5.3.4.1.11
Yuca dulce	1.5.3.5.1.7
yuca fermentada	1.6.5.2.14.6
yuca frita	1.6.5.1.17.4
yuca frita	1.6.5.2.17.6
yuca frita	1.6.5.3.17.10
yuca molida	1.6.5.2.1.5
yuca morada	1.6.5.3.1.16
yuca rallada	1.3.1.4.18.14
yuca rallada	1.3.5.3.22.10
yuca rosada	1.6.5.3.1.18
yuca sancochada	1.6.1.1.17.3
yuca sancochada	1.6.3.2.17.7
yuca sancochada	1.6.3.3.17.6
yuca tierna	1.3.1.2.2.38
yuca tierna	1.3.3.4.2.35
yuca tierna	1.3.4.5.2.27
yuca tierna	1.3.6.2.2.15
Yuca tortillas	1.3.4.5.1.8
Yucatan lime, Yucatan lime, lima de Yucatán	1.2.6.1.12.2
Yucatan lime, Yucatan lime, lima de Yucatán	1.2.6.1.18.7
Yucatan lime, Yucatan lime, lima de Yucatán	1.2.6.1.3.1
Yucatan multifloral honey, Yucatan multifloral honey, miel multifloral de Yucatán	1.2.6.1.15.1
Yucatecan oregano, Yucatecan oregano, orégano yucateco	1.2.6.1.7.6
Yucatecan oregano, Yucatecan oregano, orégano yucateco	1.2.6.2.7.6
Yucatecan oregano, Yucatecan oregano, orégano yucateco	1.2.6.3.7.6
Yucca	1.2.3.5.1.14
Yucca	1.2.3.6.1.14
Yucca bun, Yucca bun, Bollo de yuca	1.5.2.1.18.4
Yucca fries	1.2.3.5.18.5
Yucca fries	1.2.3.6.18.5
yucca leaf, yucca leaf, hoja de yuca	1.3.5.4.2.40
yucca leaf, yucca leaf, hoja de yuca	1.3.5.4.7.14
yucca leaves, yucca leaves, hojas de yuca	1.3.4.4.2.10
yucca mojeña, yucca mojeña, yuca mojeña	1.6.5.3.1.19
Yucca nuts, Yucca nuts, Nuégados de yuca	1.3.3.2.18.4
Yucca root	1.2.3.5.2.33
Yucca root	1.2.3.6.2.33
yucca slide, yucca slide, resbaladera de yuca	1.3.6.4.20.19
yucca slide, yucca slide, resbaladera de yuca	1.3.6.5.20.9
Yucun vermicelli	6.2.4.1.1.8
Yudu box persimmons	6.2.4.3.3.11
Yudu boxed persimmon	6.3.4.3.18.7
Yudu boxed persimmon	6.3.4.3.3.8
Yudu litsea oil	6.3.4.3.10.4
Yudu litsea oil	6.3.4.3.18.20
Yuehong No. 6 dragon fruit, Yuehong No. 6 dragon fruit, Yuehong No. 6 dragon fruit	6.3.1.2.3.22
Yueshen 74 mulberry	6.3.1.2.3.24
yufka	4.1.1.1.1.12
yufka	4.1.1.2.1.16
yufka	4.1.1.2.23.1
yufka	4.1.1.3.1.15
yufka	4.1.1.3.23.1
yufka	4.1.2.1.1.13
yufka	4.1.2.1.23.1
yufka	4.1.2.2.1.16
yufka	4.1.2.2.23.1
yufka	4.1.2.3.1.12
yufka	4.1.2.3.23.1
yufka	4.1.3.1.1.10
yufka	4.1.3.1.23.1
yufka	4.1.3.2.1.12
yufka	4.1.3.2.23.1
yufka	4.1.3.3.1.14
yufka	4.1.3.3.23.1
yufka	4.1.4.1.1.14
yufka	4.1.4.1.23.1
yufka	4.1.4.2.1.13
yufka	4.1.4.2.23.1
yufka	4.1.4.3.1.12
yufka	4.1.4.3.23.1
yufka	4.1.5.1.1.18
yufka	4.1.5.1.23.3
yufka	4.1.5.2.1.18
yufka	4.1.5.2.23.2
yufka	4.1.5.3.1.15
yufka	4.1.5.3.23.1
yufka	4.1.5.4.1.14
yufka	4.1.5.4.23.1
yufka dough	2.6.4.1.1.11
yufka dough	2.6.4.1.23.1
yufka dough	2.6.4.2.1.13
yufka dough	2.6.4.2.23.1
yufka dough	2.6.5.2.1.16
yufka dough	2.6.5.2.23.1
yufka dough	2.6.5.3.1.9
yufka dough	2.6.5.3.23.2
yufka dough	2.6.6.1.23.3
yufka dough	2.6.7.1.23.3
yufka dough	2.6.7.2.1.13
yufka dough	2.6.7.2.23.1
yufka dough	2.6.7.3.1.13
yufka dough	2.6.7.3.23.1
yufka dough	2.6.7.4.1.11
yufka dough	2.6.7.4.23.1
yufka dough	2.6.8.1.1.14
yufka dough	2.6.8.1.23.1
yufka dough	2.6.9.1.1.14
yufka dough	2.6.9.1.23.1
yufka dough	2.6.9.2.1.12
yufka dough	2.6.9.2.23.1
yufka dough	2.6.9.3.1.17
yufka dough	2.6.9.3.23.3
yufka dough	4.2.3.1.23.2
yufka dough	4.2.3.5.23.9
Yuhe pickled fish	6.4.3.2.14.2
Yuhe pickled fish	6.4.3.2.18.10
Yuhua tea	6.2.1.3.20.1
Yuhuan Wendan pomelo	6.2.1.2.3.3
Yukihotaka rice	6.7.3.2.1.7
Yukina	6.7.2.2.2.29
Yukina	6.7.2.2.7.6
Yukisayaka rice	6.7.1.1.1.3
Yukiwakamaru rice	6.7.2.2.1.6
Yukiwakamaru rice	6.7.3.2.1.3
yukizasa roots	6.7.1.3.2.24
Yuko	6.7.6.2.12.6
Yuko	6.7.6.2.18.4
Yuko	6.7.6.2.19.5
Yuko	6.7.6.2.3.26
Yuko drink	6.7.6.2.20.11
Yuko juice	6.7.6.2.12.2
Yuko juice	6.7.6.2.16.12
Yuko marmalade	6.7.6.2.15.6
Yuko peel	6.7.6.2.7.6
Yuko ponzu	6.7.6.2.13.6
Yuko vinegar	6.7.6.2.13.7
Yuko zest	6.7.6.2.17.6
yukola	8.2.4.4.14.1
yukola	8.2.4.4.18.3
Yukon Gold potatoes	1.1.10.1.1.3
Yukon Gold potatoes	1.1.10.2.1.3
Yukon Gold potatoes	1.1.10.4.1.18
Yukon Gold potatoes	1.1.10.5.1.17
Yukon Gold potatoes	1.1.11.1.1.3
Yukon Gold potatoes	1.1.11.2.1.3
Yukon Gold potatoes	1.1.11.3.1.3
Yukon Gold potatoes	1.1.11.4.1.14
Yukon Gold potatoes	1.1.11.5.1.3
Yukon Gold potatoes	1.1.13.5.1.2
Yukon Gold potatoes	1.1.13.6.1.3
Yukon Gold potatoes	1.1.14.6.1.3
Yukon Gold potatoes	1.1.9.1.1.20
Yulan tea	6.5.1.2.20.7
Yulin black bean tofu	6.1.4.4.11.9
Yulin black bean tofu	6.1.4.4.18.11
Yulin black bean tofu	6.1.4.4.6.16
Yulin mountain apple	6.1.4.4.18.13
Yulin mountain apple	6.1.4.4.3.6
Yulu honey peach	6.3.3.1.3.6
Yume Tsukushi rice	6.7.6.1.1.2
Yumeikken rice	6.7.6.1.1.8
Yumemizuho rice	6.7.5.1.1.6
Yumemizuki peaches	6.7.5.2.3.20
Yumenoka strawberries	6.7.6.2.3.18
Yumeobako rice	6.7.2.1.1.9
Yumeshizuku rice	6.7.6.1.1.6
Yumetoka peaches	6.7.5.2.3.21
Yumin thornless safflower	6.4.4.4.18.1
Yumin thornless safflower	6.4.4.4.19.1
Yumin thornless safflower seed oil	6.4.4.4.10.1
Yumin thornless safflower seed oil	6.4.4.4.18.2
Yuncheng pinellia	6.1.2.3.19.7
Yunlong yam	6.3.5.1.1.17
Yunlong yam	6.3.5.1.18.5
Yunnan olive	6.4.2.1.19.8
Yunnan olive	6.4.2.2.3.14
Yunnan olives	6.4.2.1.3.10
Yunyang black gastrodia	6.4.1.2.19.6
Yunyang early noodles	6.4.1.2.1.6
Yunyang red orange	6.4.1.2.3.3
Yuqing small leaf kuding tea	6.4.3.3.20.7
Yuruma	1.5.3.5.1.18
Yuruma	1.5.3.5.18.17
yushi tofu	6.7.7.2.11.3
yushi tofu	6.7.7.2.6.8
yushi-dofu	6.7.7.1.11.2
yushi-dofu	6.7.7.1.18.15
yushi-dofu	6.7.7.1.6.8
Yusuf Effendi mandarin	4.3.1.1.3.9
Yusuf Effendi mandarin	4.3.1.4.18.1
Yusuf Effendi mandarin	4.3.1.4.3.6
Yutai rice	6.1.2.3.1.3
Yutai rice	6.1.2.3.18.1
Yutai rice wine	6.1.2.3.20.5
Yutian desert rose	6.4.4.1.19.1
Yutian red willow cistanche	6.4.4.1.19.4
Yuxiang pear	6.1.4.2.18.7
Yuxiang pear	6.1.4.2.3.3
yuyo	1.6.1.1.17.9
yuyo	1.6.1.1.7.3
yuyo cream, yuyo cream, Crema de yuyo	1.5.2.3.18.21
yuyuga	1.3.4.3.18.10
yuyuga	1.3.4.3.3.27
Yuzaki spring onion greens	6.7.4.4.7.1
Yuzaki spring onions	6.7.4.4.2.3
Yuzaki spring onions	6.7.4.4.9.1
yuzu	6.6.3.1.3.6
yuzu	6.6.3.2.19.3
yuzu	6.6.3.2.3.8
yuzu	6.7.2.3.12.6
yuzu	6.7.2.3.19.5
yuzu	6.7.2.3.3.10
yuzu	6.7.3.1.12.3
yuzu	6.7.3.1.19.8
yuzu	6.7.3.2.12.1
yuzu	6.7.3.2.19.3
yuzu	6.7.3.2.3.21
yuzu	6.7.3.3.12.3
yuzu	6.7.3.3.19.1
yuzu	6.7.4.1.19.4
yuzu	6.7.4.1.3.11
yuzu	6.7.4.2.19.5
yuzu	6.7.4.4.19.4
yuzu	6.7.4.4.3.15
yuzu	6.7.5.1.19.5
yuzu	6.7.5.1.3.14
yuzu	6.7.5.2.19.4
yuzu	6.7.6.1.19.5
yuzu	6.7.6.1.3.13
yuzu	6.7.6.3.19.3
yuzu	6.7.6.4.19.4
yuzu	6.7.6.5.19.2
yuzu	6.7.6.5.3.2
yuzu cider	6.7.2.3.20.6
yuzu juice	6.6.2.1.12.7
yuzu juice	6.6.3.2.12.4
yuzu juice	6.7.2.3.16.9
yuzu juice	6.7.3.1.12.4
yuzu juice	6.7.3.3.12.4
yuzu juice	6.7.4.1.12.3
yuzu juice	6.7.4.2.12.3
yuzu juice	6.7.4.4.12.4
yuzu juice	6.7.5.1.12.4
yuzu juice	6.7.5.2.12.1
yuzu juice	6.7.5.3.12.4
yuzu juice	6.7.6.1.12.3
yuzu juice	6.7.6.3.12.3
yuzu juice	6.7.6.4.12.4
yuzu juice	6.7.6.5.12.2
yuzu kosho	6.7.6.1.13.5
yuzu kosho	6.7.6.3.13.9
yuzu kosho	6.7.6.5.13.6
yuzu liqueur	6.7.3.2.20.10
yuzu marmalade	6.7.2.3.15.4
yuzu marmalade	6.7.3.2.15.8
yuzu miso	6.7.2.2.13.6
yuzu miso	6.7.2.3.13.4
yuzu miso	6.7.3.2.13.6
yuzu miso	6.7.4.2.13.4
yuzu miso	6.7.5.2.13.6
yuzu miso	6.7.6.1.13.10
yuzu peel	6.7.2.3.7.5
yuzu peel	6.7.3.2.7.8
yuzu peel	6.7.3.3.7.6
yuzu peel	6.7.3.3.9.6
yuzu peel	6.7.4.4.7.6
yuzu peel	6.7.5.1.7.9
yuzu peel	6.7.5.2.7.15
yuzu peel	6.7.5.3.7.10
yuzu peel	6.7.6.1.7.9
yuzu peel	6.7.6.1.9.9
yuzu peel	6.7.6.3.7.12
yuzu peel	6.7.6.4.7.7
yuzu peel	6.7.6.4.9.10
yuzu peel	6.7.6.5.7.10
yuzu tea	6.6.2.1.20.9
yuzu tea	6.6.3.2.20.8
yuzu zest	6.7.2.3.17.7
yuzu zest	6.7.3.1.17.6
yuzu zest	6.7.3.3.17.7
yuzu zest	6.7.4.1.17.7
yuzu zest	6.7.4.2.17.5
yuzu zest	6.7.4.4.17.8
yuzu zest	6.7.5.1.17.6
yuzu zest	6.7.5.2.17.8
yuzu zest	6.7.5.3.17.8
yuzu zest	6.7.6.1.17.5
yuzu zest	6.7.6.3.17.6
yuzu zest	6.7.6.4.17.4
yuzu zest	6.7.6.5.17.10
yuzu-maki	6.7.3.2.14.10
