1.4.9 French Caribbean	2.2.1.3.24.25
Figs	2.3.6.1.3.17
Figs	2.3.6.2.3.3
Figs	2.3.6.3.3.1
Figs	2.3.6.4.3.7
Figs	3.2.1.3.3.2
Figs	4.5.1.3.3.3
Figs	4.5.2.1.3.9
Figs	4.5.2.2.3.23
Figs	4.5.3.3.3.15
Figs	4.5.3.4.3.20
Figs	4.5.5.3.3.11
Figs	4.5.5.4.3.5
Figs	4.5.6.2.3.13
Figs	5.4.2.2.3.3
Figs	9.1.3.2.3.4
Figs	9.1.3.3.3.5
Figs	9.1.4.1.3.6
Figs	9.1.6.1.3.8
Figs	9.1.6.2.3.8
figs	1.1.10.1.3.6
figs	1.1.10.2.3.8
figs	1.1.10.3.3.8
figs	1.1.10.4.3.14
figs	1.1.10.5.3.6
figs	1.1.11.2.3.10
figs	1.1.12.1.3.30
figs	1.1.12.2.3.29
figs	1.1.12.3.3.26
figs	1.1.5.5.3.5
figs	1.1.8.1.3.15
figs	1.1.8.2.3.4
figs	1.1.8.3.3.10
figs	1.1.8.4.3.13
figs	1.1.8.5.18.9
figs	1.1.8.5.3.1
figs	1.1.8.6.3.5
figs	1.1.9.2.3.9
figs	1.1.9.4.3.1
figs	2.6.1.1.3.15
figs	2.6.1.2.3.9
figs	2.6.2.1.3.6
figs	2.6.2.3.3.4
figs	2.6.2.4.3.1
figs	2.6.4.2.18.10
figs	2.6.4.2.3.5
figs	2.6.6.1.3.3
figs	2.6.7.1.3.1
figs	2.6.7.3.3.6
figs	2.6.7.4.3.4
figs	2.7.1.2.3.6
figs	2.7.1.5.3.12
figs	2.7.2.1.3.9
figs	2.7.2.2.3.21
figs	2.7.2.3.3.6
figs	2.7.2.4.3.8
figs	2.7.2.5.3.6
figs	2.7.3.1.3.6
figs	2.7.3.2.3.12
figs	2.8.5.4.3.12
figs	3.1.1.2.3.4
figs	3.1.1.3.3.8
figs	3.1.1.4.3.9
figs	3.1.2.1.3.7
figs	3.1.2.3.3.7
figs	3.1.2.4.3.11
figs	3.1.3.1.3.9
figs	3.1.3.4.3.10
figs	3.1.4.1.3.3
figs	3.1.4.2.3.2
figs	3.7.1.1.3.11
figs	3.7.1.3.3.13
figs	3.7.1.4.3.14
figs	4.2.1.1.3.16
figs	4.2.1.2.3.16
figs	4.2.1.3.3.17
figs	4.2.1.4.3.17
figs	4.2.2.1.3.9
figs	4.2.2.3.3.12
figs	4.2.3.1.3.2
figs	4.2.3.2.3.9
figs	4.3.1.3.3.10
figs	4.3.2.5.3.7
figs	4.3.3.1.3.1
figs	4.3.3.2.3.14
figs	4.3.3.3.3.2
figs	4.3.4.1.3.8
figs	4.3.4.2.3.5
figs	4.3.4.3.3.10
figs	4.3.4.4.3.13
figs	4.3.5.1.3.10
figs	4.3.5.2.3.14
figs	4.3.5.3.3.4
figs	4.3.5.4.3.7
figs	4.3.5.5.3.16
figs	4.4.1.3.3.8
figs	4.4.2.1.3.9
figs	4.4.2.2.3.9
figs	4.4.2.3.3.11
figs	4.4.3.3.3.14
figs	4.4.4.1.3.15
figs	4.4.4.2.3.5
figs	4.4.4.3.3.5
figs	4.6.1.1.3.8
figs	4.6.2.2.3.7
figs	4.6.5.1.3.2
figs	5.1.1.2.15.5
figs	5.1.1.2.18.6
figs	5.1.1.2.3.2
figs	5.1.1.4.18.4
figs	5.1.1.4.3.6
figs	5.1.2.2.3.17
figs	5.1.2.3.3.8
figs	5.1.3.1.3.10
figs	5.1.3.2.3.15
figs	5.2.4.4.18.7
figs	6.4.2.1.3.9
figs	6.6.2.2.3.6
figs	6.7.2.3.12.5
figs	6.7.2.3.19.6
figs	6.7.2.3.3.9
figs	6.7.4.4.3.19
figs	6.7.5.3.12.7
figs	6.7.5.3.3.3
figs	6.7.6.1.3.14
figs	8.1.2.4.3.9
figs	8.1.4.1.3.10
figs	8.1.4.2.3.10
figs	8.1.4.3.3.14
figs	8.1.5.2.3.10
figs	8.1.5.4.3.8
figs from the Algarve, figs from the Algarve, figos do Algarve	2.2.1.5.3.1
figs in honey, figs in honey, higos en miel	1.3.1.5.14.23
figs in honey, figs in honey, higos en miel	1.3.6.2.14.11
Figs in syrup, Figs in syrup, Higos en almíbar	1.8.1.3.14.6
figs in syrup, figs in syrup, higos en almíbar	1.3.6.1.14.18
figs marinated in olive oil, figs marinated in olive oil, figues marinées à l'huile d'olive	3.1.2.2.14.2
Figs of Argenteuil	2.3.2.1.3.7
Figs of Cosenza DOP, Figs of Cosenza DOP, Fichi di Cosenza DOP	2.4.5.4.18.4
Figs of Cosenza DOP, Figs of Cosenza DOP, Fichi di Cosenza DOP	2.4.5.4.3.19
Figues flor	2.2.8.2.3.2
Fiji banana	9.4.1.2.3.3
Fiji banana	9.4.1.3.3.3
Fiji taro	9.3.4.1.1.2
Fiji taro	9.3.4.2.1.2
Fiji taro	9.3.4.3.1.2
Filderkraut	2.5.2.2.18.5
Filderkraut	2.5.2.2.2.1
Filderkraut	2.5.2.2.9.9
Filderspitzkraut	2.5.2.2.18.6
Filderspitzkraut	2.5.2.2.2.2
File Elena	2.8.5.2.14.9
File Elena	2.8.5.2.6.21
File powder	1.1.3.5.18.10
File powder	1.1.3.5.22.8
File snake	9.1.1.2.6.14
File snake	9.1.5.1.6.18
File snake	9.1.5.2.6.8
File snake eggs	9.1.1.2.6.15
File snake fat	9.1.1.2.10.2
File snake fat	9.1.5.2.10.4
filefish	6.7.7.3.6.17
Filet powder, Filet powder, Filé powder	1.1.5.1.17.4
Filet powder, Filet powder, Filé powder	1.1.5.1.22.7
Filet powder, Filet powder, Filé powder	1.1.5.1.8.15
Filet powder, Filet powder, Filé powder	1.1.5.2.17.5
Filet powder, Filet powder, Filé powder	1.1.5.2.18.8
Filet powder, Filet powder, Filé powder	1.1.5.2.22.7
Filet powder, Filet powder, Filé powder	1.1.5.2.8.19
filhote	1.7.1.2.6.1
filhote	1.7.1.4.6.1
filindeu	2.4.7.3.1.12
filindeu	2.4.7.3.18.8
Filippa apples	2.9.1.2.18.4
Filippa apples	2.9.1.2.3.2
fillet flour, fillet flour, farinha filé	1.7.1.1.1.7
fillet of fish, fillet of fish, filete de res	1.3.7.5.6.5
Filleted Azapa olive, Filleted Azapa olive, Aceituna de Azapa fileteada	1.8.3.1.17.1
Filleted Azapa olive, Filleted Azapa olive, Aceituna de Azapa fileteada	1.8.3.3.17.4
filo dough	2.8.5.1.1.12
filo dough	2.8.5.2.1.14
filo pastry	2.6.1.3.1.18
filo pastry	4.6.2.2.23.4
filo pastry	9.2.3.3.23.3
filo pastry sheets	2.6.1.3.23.1
filo sheets	2.8.5.1.23.2
filo sheets	2.8.5.2.23.2
filo sheets	2.8.5.3.1.16
filo sheets	2.8.5.3.23.2
filo sheets	2.8.5.4.1.12
filo sheets	2.8.5.4.23.2
filo sheets	2.8.5.5.1.14
filo sheets	2.8.5.5.23.2
filo sheets	2.8.6.3.23.2
filter cloth	3.4.1.1.23.3
Filter coffee	5.6.2.1.20.1
Filter coffee	5.6.2.2.20.1
Filter coffee	5.6.2.3.20.1
Filter coffee	5.6.2.4.20.1
Filter coffee	5.6.2.5.20.1
Filter coffee	5.6.3.1.20.5
Filter coffee	5.6.3.2.20.1
Filter coffee	5.6.3.3.20.1
Filter coffee	5.6.3.4.20.3
Filter coffee	5.6.4.1.20.2
Filter coffee	5.6.4.2.20.1
Filter coffee	5.6.4.3.20.7
Filter coffee	5.6.5.1.20.4
Filter coffee	5.6.5.2.20.3
filter coffee	7.1.8.3.20.1
Filter coffee decoction	5.6.2.1.16.9
Filter coffee powder	5.6.2.1.18.12
Filter coffee powder	5.6.3.3.18.9
filtered coffee	7.1.7.1.16.7
Filtered tej	3.3.1.2.20.6
Filtered tella	3.3.1.2.20.2
Filtering cloth	3.5.1.4.23.5
filtering cloth	3.4.1.3.23.4
Filterkaffee	2.5.1.4.20.2
filtration, filtration, süzme	8.1.5.1.11.4
filtration, filtration, süzme	8.1.5.1.12.2
filtration, filtration, süzme	8.1.5.1.14.2
filtration, filtration, süzme	8.1.5.1.17.4
filtration, filtration, süzme	8.1.5.3.11.6
filtration, filtration, süzme	8.1.5.3.12.3
filtration, filtration, süzme	8.1.5.3.13.2
filtration, filtration, süzme	8.1.5.3.14.4
filtration, filtration, süzme	8.1.5.3.17.5
Fimbriated sardines	7.4.2.1.6.18
Fin Gras du Mézenc AOP, Fin Gras du Mézenc AOP, Fin Gras du Mézenc AOP	2.3.2.3.18.2
Fina de Carballo pataca, Fina de Carballo pataca, pataca Fina de Carballo	2.2.2.1.1.4
Fina de Carballo pataca, Fina de Carballo pataca, pataca Fina de Carballo	2.2.2.2.1.4
fina'denne'	9.4.1.2.13.1
fina'denne'	9.4.1.2.17.8
fina'denne'	9.4.1.3.17.8
Final year, Final year, Fenalår	2.9.2.2.14.9
Final year, Final year, Fenalår	2.9.2.2.18.8
Final year, Final year, Fenalår	2.9.2.3.14.10
Find masala, Find masala, Achar masala	5.3.2.1.13.6
Find masala, Find masala, Achar masala	5.3.2.2.13.6
Find masala, Find masala, Achar masala	5.3.2.3.13.9
Find masala, Find masala, Achar masala	5.3.3.1.13.10
Find masala, Find masala, Achar masala	5.3.3.2.13.8
Find masala, Find masala, Achar masala	5.3.3.3.13.9
Find masala, Find masala, Achar masala	5.3.4.1.13.9
Find masala, Find masala, Achar masala	5.3.4.4.13.9
Find masala, Find masala, Achar masala	5.3.5.1.13.6
Find masala, Find masala, Achar masala	5.3.5.2.13.10
Find masala, Find masala, Achar masala	5.3.5.3.13.9
Find masala, Find masala, Achar masala	5.3.5.4.13.5
Find masala, Find masala, Achar masala	5.5.3.2.13.12
Find masala, Find masala, Achar masala	5.5.3.3.13.7
findi	3.4.1.4.1.11
findi	3.4.1.4.18.1
fine Atlantic sea salt	3.1.1.1.21.2
Fine Bretagne	2.3.1.2.20.8
fine brown bulgur	4.3.1.5.1.4
fine bulgur	4.1.1.1.1.5
fine bulgur	4.1.2.1.1.7
fine bulgur	4.1.2.2.1.10
fine bulgur	4.1.2.3.1.9
fine bulgur	4.1.3.2.1.5
fine bulgur	4.1.3.3.1.6
fine bulgur	4.1.4.1.1.12
fine bulgur	4.1.4.2.1.9
fine bulgur	4.1.4.3.1.9
fine bulgur	4.1.5.1.1.4
fine bulgur	4.1.5.2.1.11
fine bulgur	4.1.5.3.1.4
fine bulgur	4.1.5.4.1.8
fine bulgur	4.3.1.1.1.5
fine bulgur	4.3.1.2.1.7
fine bulgur	4.3.1.3.1.7
fine bulgur	4.3.1.4.1.4
fine bulgur	4.3.2.1.1.5
fine bulgur	4.3.2.2.1.5
fine bulgur	4.3.2.3.1.4
fine bulgur	4.3.2.4.1.6
fine bulgur	4.3.2.5.1.5
fine bulgur	4.3.3.2.1.4
fine bulgur	4.3.3.3.1.5
fine bulgur	4.3.4.1.1.4
fine bulgur	4.3.4.2.1.5
fine bulgur	4.3.4.3.1.4
fine bulgur	4.3.4.4.1.4
fine bulgur	4.3.5.1.1.4
fine bulgur	4.3.5.2.1.5
fine bulgur	4.3.5.3.1.4
fine bulgur	4.3.5.5.1.5
Fine Burgundy, Fine Burgundy, Fine de Bourgogne	2.3.5.1.20.19
fine clementine from Terres de l'Ebre, fine clementine from Terres de l'Ebre, clementina fina de les Terres de l'Ebre	2.2.6.4.3.1
Fine Fat of the Mezenc beef., Fine Fat of the Mezenc beef., Fin Gras du Mézenc beef	2.3.2.3.6.1
Fine flour	4.5.1.1.1.9
Fine grain corn meal, Fine grain corn meal, fubá mimoso	1.7.4.3.1.6
Fine lavender essential oil from Haute-Provence	2.3.6.1.19.9
Fine lemon, Fine lemon, limón Fino	2.2.6.2.3.17
Fine lemon, Fine lemon, limón Fino	2.2.6.3.3.2
Fine lemon, Fine lemon, limón Fino	2.2.7.3.3.9
Fine pork tripe, Fine pork tripe, Tripa fina de cerdo	1.5.5.1.23.4
Fine salt	2.3.2.1.21.1
Fine salt	2.3.2.2.21.1
Fine salt	2.3.2.3.21.1
Fine salt	2.3.3.1.21.1
Fine salt	2.3.3.2.21.1
Fine salt	2.3.4.2.21.2
Fine salt	2.3.4.3.21.1
Fine salt	2.3.4.4.21.1
Fine salt	2.3.5.1.21.1
Fine salt	2.3.5.2.21.1
Fine salt	2.3.5.3.21.1
Fine salt	2.3.6.1.21.1
fine salt	1.1.14.4.21.2
fine salt	3.1.1.3.21.2
fine salt	3.1.1.4.21.2
fine salt	3.1.2.3.21.2
fine salt	3.1.2.4.21.2
fine salt	3.1.3.3.21.2
fine salt	3.1.4.3.21.2
fine salt	3.7.6.2.21.2
fine salt	3.7.6.4.21.3
fine salt	6.2.2.1.21.2
fine salt	6.2.3.1.21.1
fine salt	6.2.3.2.21.1
fine salt	6.2.3.3.21.1
fine salt	6.2.3.4.21.1
fine salt	6.2.4.1.21.1
fine salt	6.2.4.2.21.1
fine salt	6.2.4.3.21.1
fine salt	6.2.4.4.21.1
Fine sea salt	2.2.8.2.21.3
Fine sea salt	2.3.4.1.21.1
Fine sea salt	2.3.6.2.21.2
Fine sea salt	2.3.6.3.21.3
Fine sea salt	2.3.6.4.21.2
fine sea salt	1.1.13.4.21.2
fine sea salt	2.6.2.1.21.3
fine sea salt	2.6.2.2.21.3
fine sea salt	2.6.2.3.21.3
fine sea salt	2.6.2.4.21.3
fine sea salt	2.6.2.4.8.3
fine sea salt	2.6.6.1.21.4
fine sea salt	2.6.6.2.21.3
fine sea salt	2.6.7.4.21.3
fine sea salt	2.6.7.4.8.4
fine sea salt	3.1.1.2.21.2
fine sea salt	3.1.2.1.21.2
fine sea salt	3.1.2.2.21.2
fine sea salt	3.1.3.1.21.2
fine sea salt	3.1.3.2.21.2
fine sea salt	3.1.3.4.21.2
fine sea salt	3.1.4.1.21.2
fine sea salt	3.1.4.2.21.2
fine semolina	3.1.3.1.1.3
fine semolina	3.1.3.2.1.3
fine semolina	3.1.3.3.1.3
fine semolina	3.1.3.4.1.3
fine semolina	3.1.4.1.1.3
fine semolina	4.1.2.1.1.5
fine semolina	4.1.5.1.1.11
fine semolina	4.1.5.2.1.14
fine semolina	4.1.5.3.1.11
fine semolina	4.1.5.4.1.6
Finely chopped salami, Finely chopped salami, Salamín picado fino	1.8.1.1.14.10
finely cut gagome kombu	6.7.1.1.17.3
finely cut gagome kombu	6.7.1.1.8.5
finely ground coffee	2.6.4.1.20.2
Finessa potatoes	2.3.9.1.1.9
Finger cherry	9.1.1.5.3.13
Finger chili	7.4.1.1.8.8
Finger lime	9.1.2.1.12.1
Finger lime	9.1.2.1.3.11
Finger lime	9.1.2.2.12.1
Finger lime	9.1.2.2.18.6
Finger lime	9.1.2.2.19.6
Finger lime	9.1.2.2.3.10
Finger lime	9.1.3.1.12.3
Finger lime	9.1.3.1.3.11
Finger lime	9.1.4.1.12.1
Finger lime	9.1.4.2.12.2
Finger lime cordial	9.1.2.1.20.6
Finger lime dressing	9.1.2.1.13.6
Finger lime dressing	9.1.4.2.13.3
Finger lime juice	9.1.2.1.16.8
Finger lime pearls	9.1.2.1.17.2
Finger lime pearls	9.1.2.2.17.1
Finger lime pearls	9.1.3.1.17.5
Finger lime pearls	9.1.4.1.17.1
Finger lime pearls	9.1.4.2.17.1
Finger lime pulp	9.1.2.1.19.1
Finger lime seeds	9.1.2.1.5.8
Finger lime seeds	9.1.3.1.5.9
Finger lime seeds	9.1.4.1.5.6
Finger lime seeds	9.1.4.2.5.6
Finger limes	9.1.4.1.18.4
Finger limes	9.1.4.1.3.19
Finger limes	9.1.4.2.18.6
Finger limes	9.1.4.2.3.22
Finger millet	3.2.3.2.1.8
Finger millet	3.2.3.3.1.5
Finger millet	3.3.1.1.1.12
Finger millet	3.3.1.2.1.9
Finger millet	3.3.1.5.1.4
Finger millet	3.3.2.1.1.10
Finger millet	3.6.1.3.1.7
Finger millet	3.6.1.4.1.5
Finger millet	3.6.2.3.1.3
Finger millet	3.6.2.4.1.5
Finger millet	3.6.2.5.1.9
Finger millet	3.6.3.2.1.12
Finger millet	3.6.3.3.1.13
Finger millet	3.6.3.4.1.2
Finger millet	3.6.4.2.1.10
Finger millet	3.6.5.1.1.5
Finger millet	3.6.5.3.1.5
Finger millet	5.3.1.4.1.9
Finger millet	5.4.1.4.1.4
Finger millet	5.4.2.1.1.6
Finger millet	5.4.2.1.19.6
Finger millet	5.4.2.2.1.12
Finger millet	5.4.2.4.1.14
Finger millet	5.4.3.2.1.8
Finger millet	5.4.4.4.1.16
Finger millet	5.4.5.2.1.11
Finger millet	5.4.5.3.1.11
Finger millet	5.5.5.5.1.8
Finger millet	5.6.2.2.1.13
Finger millet	5.6.2.3.1.7
Finger millet	5.6.2.4.1.8
Finger millet	5.6.2.5.1.8
Finger millet	5.7.1.3.1.4
Finger millet	5.7.1.4.1.12
Finger millet	5.7.2.3.1.7
Finger millet	5.7.2.4.1.11
Finger millet	5.7.3.2.1.5
Finger millet	5.7.3.3.1.5
Finger millet	5.7.3.4.1.10
finger millet	3.7.4.1.1.8
finger millet	3.7.4.2.1.9
finger millet	3.7.4.3.1.9
finger millet	3.7.4.4.1.9
finger millet	3.7.5.1.1.16
finger millet	3.7.5.3.1.15
finger millet	3.7.5.4.1.9
finger millet	3.7.7.1.1.8
finger millet	3.7.7.2.1.7
finger millet	3.7.7.3.1.9
finger millet	7.1.1.5.1.7
finger millet	7.1.1.5.20.6
Finger millet flour	3.6.1.4.1.6
Finger millet flour	3.6.2.3.1.4
Finger millet flour	3.6.2.4.1.6
Finger millet flour	3.6.2.5.1.10
Finger millet flour	3.6.3.1.1.12
Finger millet flour	3.6.3.2.1.13
Finger millet flour	3.6.3.3.1.14
Finger millet flour	3.6.3.4.1.3
Finger millet flour	3.6.4.2.1.11
Finger millet flour	3.6.5.1.1.6
Finger millet flour	3.6.5.3.1.6
Finger millet flour	5.3.1.4.1.10
Finger millet flour	5.7.3.2.1.6
Finger millet flour	5.7.3.3.1.6
Finger millet malt	3.6.2.3.18.4
Finger millet malt	3.6.2.5.22.4
finger millet malt	3.7.4.1.20.11
finger millet malt	3.7.4.1.22.6
finger millet malt	3.7.4.3.20.10
finger millet malt	3.7.4.3.22.6
finger millet malt	3.7.5.1.20.9
finger millet malt	3.7.5.1.22.6
finger millet malt	3.7.5.3.20.9
finger millet malt	3.7.5.3.22.6
Finger millet porridge	3.6.2.4.20.7
Fingerling potatoes	1.1.2.5.1.4
fingerling potatoes	1.1.10.1.1.4
fingerling potatoes	1.1.10.2.1.4
fingerling potatoes	1.1.10.4.1.19
fingerling potatoes	1.1.10.5.1.18
fingerling potatoes	1.1.11.1.1.4
fingerling potatoes	1.1.11.2.1.4
fingerling potatoes	1.1.11.3.1.4
fingerling potatoes	1.1.11.4.1.15
fingerling potatoes	1.1.11.5.1.4
fingerling potatoes	1.1.13.4.1.2
fingerling potatoes	1.1.6.2.1.7
fingerling potatoes	1.1.9.1.1.21
fingerling potatoes	1.1.9.3.1.20
fingerroot	7.1.2.3.8.12
fingerroot	7.1.3.1.7.8
fingerroot	7.1.3.1.9.7
fingerroot	7.1.3.4.7.4
fingerroot	7.1.3.4.9.7
fingerroot	7.1.4.1.7.5
fingerroot	7.1.4.1.9.9
fingerroot	7.1.4.2.7.10
fingerroot	7.1.4.2.9.6
fingerroot	7.1.6.1.8.11
fingerroot	7.1.6.1.9.8
fingerroot	7.1.6.2.8.11
fingerroot	7.1.6.2.9.8
fingerroot	7.1.6.3.8.10
fingerroot	7.1.6.3.9.8
fingerroot	7.1.6.4.8.10
fingerroot	7.1.6.4.9.8
fingerroot	7.1.9.2.8.9
Finkenwerder Herbstprinz	2.5.1.2.18.12
Finkenwerder Herbstprinz	2.5.1.2.3.9
Finkenwerder Scholle	2.5.1.4.18.3
Finkenwerder Scholle	2.5.1.4.6.3
Finkenwerder-style plaice	2.5.1.4.18.20
Finnan haddie	2.1.2.3.14.2
Finnan haddie	2.1.2.3.18.3
Finnøy tomatoes, Finnøy tomatoes, Finnøy tomatoes	2.9.2.2.18.14
Finnøy tomatoes, Finnøy tomatoes, Finnøy tomatoes	2.9.2.2.2.2
Fino	2.2.7.5.16.8
Fino called, Fino called, llimó Fino	2.2.6.1.3.18
finocchi	2.4.2.1.2.20
finocchi	2.5.4.3.2.8
finocchi	2.5.4.3.9.8
finocchietto selvatico	2.4.2.1.19.4
finocchietto selvatico	2.4.2.1.7.6
finocchietto selvatico	2.4.2.4.19.6
finocchietto selvatico	2.4.2.4.7.11
finocchietto selvatico	2.4.3.1.19.7
finocchietto selvatico	2.4.3.1.7.8
finocchietto selvatico	2.4.3.2.17.10
finocchietto selvatico	2.4.3.2.19.5
finocchietto selvatico	2.4.3.2.7.6
finocchietto selvatico	2.4.3.3.19.5
finocchietto selvatico	2.4.3.3.7.5
finocchietto selvatico	2.4.3.4.7.8
finocchietto selvatico	2.4.4.2.19.4
finocchietto selvatico	2.4.4.2.7.4
finocchietto selvatico	2.4.4.3.19.6
finocchietto selvatico	2.4.4.3.7.6
finocchietto selvatico	2.4.5.1.19.6
finocchietto selvatico	2.4.5.1.7.9
finocchietto selvatico	2.4.5.3.19.4
finocchietto selvatico	2.4.5.3.7.3
finocchietto selvatico	2.4.6.1.19.5
finocchietto selvatico	2.4.6.1.7.3
finocchietto selvatico	2.4.6.1.9.7
finocchietto selvatico	2.4.6.2.19.6
finocchietto selvatico	2.4.6.2.7.1
finocchietto selvatico	2.4.6.2.9.6
finocchietto selvatico	2.4.6.3.19.6
finocchietto selvatico	2.4.6.3.7.1
finocchietto selvatico	2.4.6.3.9.7
finocchietto selvatico	2.4.7.1.19.6
finocchietto selvatico	2.4.7.1.7.1
finocchietto selvatico	2.4.7.2.19.7
finocchietto selvatico	2.4.7.2.7.1
finocchietto selvatico	2.4.7.3.19.6
finocchietto selvatico	2.4.7.3.7.1
finocchietto selvatico	2.4.7.4.19.7
finocchietto selvatico	2.4.7.4.7.1
finocchietto selvatico	2.4.7.4.9.7
finocchietto selvatico tritato	2.4.6.1.17.2
finocchietto selvatico tritato	2.4.6.2.17.5
finocchietto selvatico tritato	2.4.6.3.17.8
finocchietto selvatico tritato	2.4.7.1.17.2
finocchietto selvatico tritato	2.4.7.2.17.2
finocchietto selvatico tritato	2.4.7.3.17.2
finocchietto selvatico tritato	2.4.7.4.17.2
finocchietto tenero	2.4.6.2.2.13
finocchietto tenero	2.4.6.3.2.10
finocchietto tenero	2.4.7.2.2.13
finocchietto tenero	2.4.7.3.2.11
finocchietto tenero	2.4.7.4.2.12
finocchio	2.4.1.1.2.18
finocchio	2.4.3.1.2.20
finocchio	2.4.3.2.2.19
finocchio	2.4.3.3.2.9
finocchio	2.4.4.3.2.22
finocchio	2.4.5.3.2.15
finocchio	2.4.5.4.9.5
finocchio	2.4.6.1.2.14
finocchio	2.4.6.2.2.12
finocchio	2.4.6.3.2.9
finocchio	2.4.6.3.9.5
finocchio	2.4.7.1.2.10
finocchio	2.4.7.1.9.5
finocchio	2.4.7.2.2.12
finocchio	2.4.7.2.9.5
finocchio	2.4.7.3.2.10
finocchio	2.4.7.3.9.5
finocchio	2.4.7.4.2.11
finocchio	2.4.7.4.9.5
finocchio selvatico	2.4.2.2.19.6
finocchio selvatico	2.4.2.2.7.1
Finocchiona IGP	2.4.3.1.14.2
Finocchiona IGP	2.4.3.1.6.6
Fiocca	2.4.1.3.11.16
fiocca	2.4.1.3.17.3
Fiolaro broccoli from Creazzo, Fiolaro broccoli from Creazzo, Broccolo fiolaro di Creazzo	2.4.2.1.18.4
Fiolaro broccoli from Creazzo, Fiolaro broccoli from Creazzo, Broccolo fiolaro di Creazzo	2.4.2.1.2.13
Fior d'Arancio Colli Euganei DOCG	2.4.2.1.20.6
fiordaliso	2.4.2.3.17.3
fiordaliso essiccato	2.4.2.3.8.12
fiordilatte	2.4.4.1.11.6
fiordilatte	2.4.5.1.11.5
fiordilatte dell'Agro Pontino	2.4.4.3.11.4
Fiordland venison	9.2.3.2.6.5
Fiore Sardo DOP	2.4.7.1.11.1
Fiore Sardo DOP	2.4.7.3.11.1
Fiore Sardo DOP	2.4.7.3.18.9
Fiore Sardo DOP	2.4.7.4.11.4
Fiore Sardo DOP stagionato	2.4.7.3.14.16
Fiore Sardo DOP stagionato	2.4.7.4.14.17
Fique cabuya, Fique cabuya, Cabuya de fique	1.5.2.3.23.4
Fir bud syrup	2.3.3.2.19.9
Fir buds	2.3.3.2.19.8
Fir buds	2.3.3.2.8.11
fir firewood, fir firewood, leña de oyamel	1.2.2.1.24.2
fir forest curing air	2.7.1.4.24.3
Fir honey	2.3.3.1.15.5
Fir honey	2.3.3.1.19.2
Fir honey	2.3.3.2.15.7
Fir honey	2.3.3.2.19.2
fir honey	2.7.1.3.15.2
fir honey	2.7.1.3.19.3
fir honey	2.7.1.5.15.3
fir honey	2.7.1.5.19.5
fir honeydew honey from the Rożnowskie Foothills, fir honeydew honey from the Rożnowskie Foothills, miód ze spadzi jodłowej z Pogórza Rożnowskiego	2.8.1.3.15.2
fir needles	8.2.1.2.19.12
fir oil	8.1.1.4.18.7
fir tree honey	2.7.1.4.15.5
fir tree honey	2.7.1.4.17.7
fir tree honey	2.7.1.4.19.7
fir wood, fir wood, legno di abete	2.4.2.3.24.3
fir-tree honey	2.7.1.2.15.3
fir-tree honey	2.7.1.2.19.5
Fire embers	4.5.5.3.24.3
Fire hearth smoke	1.3.2.2.24.1
fire pit, fire pit, ʻawapuhi	1.1.12.5.18.6
fire pit, fire pit, ʻawapuhi	1.1.12.5.8.2
fire rhizome, fire rhizome, ʻawapuhi rhizome	1.1.12.5.19.5
fire-baked fish	6.2.3.3.14.13
fire-baked fish	6.2.3.3.6.22
Fire-heated sand	9.1.1.1.24.5
Fire-roasted vimba	2.9.8.4.18.5
fireplace embers	2.6.2.1.24.6
Fireplace smoke	7.4.1.3.24.4
Fireplace smoke	7.5.1.3.24.3
fireplace smoke	2.7.1.3.24.4
Fireweed	2.9.8.1.7.12
fireweed	1.1.13.4.19.3
fireweed	1.1.13.5.19.5
fireweed	8.2.1.1.19.5
fireweed	8.2.1.2.19.3
fireweed	8.2.1.2.7.7
fireweed	8.2.1.3.19.2
fireweed	8.2.1.3.7.8
fireweed	8.2.2.2.19.3
fireweed	8.2.2.3.19.2
fireweed	8.2.4.4.19.2
fireweed blossoms	1.1.13.5.17.6
fireweed flowers	1.1.13.5.7.2
fireweed honey	1.1.13.5.13.2
fireweed honey	1.1.13.5.15.2
Fireweed leaves	2.9.2.1.7.10
fireweed leaves	1.1.13.5.7.1
fireweed leaves	8.2.1.1.7.8
fireweed leaves	8.2.2.2.7.8
fireweed leaves	8.2.2.3.7.1
fireweed leaves	8.2.4.4.2.16
fireweed leaves	8.2.4.4.7.4
Fireweed shoots	2.9.2.1.2.11
fireweed tea	1.1.13.5.20.2
Firewood	1.3.1.2.24.1
Firewood	1.4.4.2.24.4
Firewood	1.4.4.3.24.5
Firewood	1.4.4.4.24.5
Firewood	1.4.6.4.24.5
Firewood	3.5.1.2.24.2
Firewood	3.5.1.3.24.3
Firewood	3.5.1.4.24.1
Firewood	3.5.2.2.24.1
Firewood	3.5.2.3.24.1
Firewood	3.5.3.1.24.1
Firewood	3.5.3.2.24.1
Firewood	3.5.3.3.24.1
Firewood	3.5.3.4.24.1
Firewood	3.5.4.1.24.1
Firewood	3.5.4.2.24.1
Firewood	3.5.4.3.24.1
Firewood	3.5.4.4.24.1
Firewood	3.5.4.5.24.1
Firewood	3.5.4.6.24.1
Firewood	3.5.5.1.24.1
Firewood	3.5.5.2.24.1
Firewood	3.5.5.3.24.1
Firewood	3.6.1.2.24.1
Firewood	3.6.1.3.24.5
Firewood	3.6.1.4.24.1
Firewood	3.6.2.1.24.4
Firewood	3.6.2.2.24.4
Firewood	3.6.2.3.24.6
Firewood	3.6.2.4.24.4
