!Khuxā coffee root	3.7.2.4.18.2
!Khuxā coffee root	3.7.2.4.19.2
!Khuxā coffee root powder	3.7.2.4.8.4
//Kȗnȋ, //Kȗnȋ, //Kȗnȋ	3.7.2.4.18.3
//Kȗnȋ, //Kȗnȋ, //Kȗnȋ	3.7.2.4.7.4
//Kȗnȋ, //Kȗnȋ, //Kȗnȋ	3.7.2.4.8.5
2.6.8 Kosovo	2.2.1.3.24.96
kitchen fire smoke	7.1.5.4.24.3
kitchen fire smoke	7.1.7.2.24.1
kitchen hung meat	7.1.7.2.14.5
Kitchen smoke	6.5.3.1.24.1
kitchen towel, kitchen towel, Küchentuch	2.5.1.1.23.7
kitchen twine, kitchen twine, spago da cucina	2.4.2.1.23.5
kitchen twine, kitchen twine, spago da cucina	2.4.2.4.23.7
kitchen twine, kitchen twine, spago da cucina	2.4.3.1.23.8
kitchen twine, kitchen twine, spago da cucina	2.4.3.3.23.6
kitchen twine, kitchen twine, spago da cucina	2.4.3.4.23.6
kitchen twine, kitchen twine, spago da cucina	2.4.4.1.23.6
kitchen twine, kitchen twine, spago da cucina	2.4.4.2.23.7
kitchen twine, kitchen twine, spago da cucina	2.4.4.3.23.6
kitchen twine, kitchen twine, spago da cucina	2.4.5.4.23.6
kitchen twine, kitchen twine, spago da cucina	2.4.6.1.23.8
kitchen twine, kitchen twine, spago da cucina	2.4.6.2.23.9
kitchen twine, kitchen twine, spago da cucina	2.4.6.3.23.8
kitchen twine, kitchen twine, spago da cucina	2.4.7.1.23.8
kitchen twine, kitchen twine, spago da cucina	2.4.7.2.23.8
kitchen twine, kitchen twine, spago da cucina	2.4.7.3.23.9
kitchen twine, kitchen twine, spago da cucina	2.4.7.4.23.8
Kithul jaggery	5.8.1.1.15.2
Kithul jaggery	5.8.1.2.15.2
Kithul jaggery	5.8.1.3.15.2
Kithul treacle	5.8.1.1.15.1
Kithul treacle	5.8.1.2.15.1
Kithul treacle	5.8.1.2.18.9
Kithul treacle	5.8.1.3.15.1
Kithul treacle	5.8.1.3.18.10
Kiti	9.1.1.1.22.2
Kitoza	3.8.1.4.14.5
Kitoza beef	3.8.1.1.14.1
Kitoza pork	3.8.1.1.14.2
Kitro of Naxos	2.7.2.1.18.8
Kitro of Naxos	2.7.2.1.20.6
Kiwi	1.8.4.1.3.27
Kiwi	1.8.4.3.3.12
Kiwi	2.5.4.3.3.32
Kiwi	5.5.5.4.3.17
Kiwi	5.5.5.5.3.5
Kiwi	5.7.1.2.3.8
Kiwi	5.7.1.3.3.10
Kiwi	5.7.3.2.3.3
Kiwi	5.7.3.3.12.4
Kiwi	5.7.3.3.3.2
kiwi	2.3.8.1.3.18
kiwi	4.1.1.1.3.18
kiwi	4.1.4.3.3.8
kiwi	4.2.1.2.3.15
kiwi	4.2.3.4.3.9
kiwi	4.3.1.4.18.4
kiwi	4.3.1.4.3.22
kiwi	4.3.2.3.18.6
kiwi	4.3.2.3.3.12
kiwi	6.6.3.1.3.8
kiwi	6.6.3.2.3.10
Kiwi from Adour PGI, Kiwi from Adour PGI, Kiwi de l'Adour IGP	2.3.4.1.18.11
Kiwi from Corse PGI, Kiwi from Corse PGI, Kiwi de Corse IGP	2.3.6.4.18.7
kiwi fruit	3.7.1.1.3.17
kiwi fruit	3.7.4.3.18.7
kiwi fruit	3.7.4.3.3.9
kiwi fruit leather	4.2.1.2.14.6
kiwi juice	4.1.1.3.20.10
kiwi juice	4.2.1.2.20.15
Kiwi Latina IGP	2.4.4.1.3.4
Kiwi Latina IGP	2.4.4.3.18.6
Kiwi Latina IGP	2.4.4.3.3.1
kiwi preserves	4.2.3.4.14.8
kiwi preserves	4.2.3.4.18.6
kiwiberries	2.3.8.4.3.14
kiwiberry	2.3.7.1.3.14
kiwicha	1.6.2.3.1.19
kiwicha	1.6.2.3.18.5
kiwicha	1.6.2.4.1.19
Kiwifruit	5.7.1.4.3.7
kiwifruit	1.1.10.1.3.9
kiwifruit	1.1.10.2.3.19
kiwifruit	1.1.11.1.3.16
kiwifruit	1.1.11.2.3.12
kiwifruit	1.1.11.3.3.21
kiwifruit	2.6.1.2.3.18
kiwifruit	2.6.6.1.3.11
kiwifruit	4.6.1.1.3.22
kiwifruit	4.6.1.2.3.9
kiwifruit	6.4.1.2.3.14
kiwifruit	6.4.2.1.3.12
kiwifruit	6.4.3.3.3.8
kiwifruit	6.7.2.3.12.7
kiwifruit	6.7.2.3.3.7
kiwifruit	6.7.5.2.12.7
kiwifruit	6.7.5.2.3.33
kiwifruit	6.7.6.5.3.15
kiwifruit	9.2.2.2.3.26
kiwifruit	9.2.2.4.3.27
kiwifruit	9.2.3.3.3.8
kiwifruit concentrate	9.2.3.3.19.5
kiwifruit vinegar	9.2.3.3.12.2
kiwifruit wine	6.4.3.1.20.8
Kiwis	2.3.1.1.3.15
kiyomi oranges	6.7.6.3.3.19
Kiyou plums	6.7.5.2.3.23
Kizhangu puttu tapioca flour	5.6.2.5.18.2
kkakdugi	6.6.2.2.14.3
kkiofterka	2.7.3.2.14.22
kkon	9.4.3.2.1.2
kkon	9.4.3.2.13.1
kkon	9.4.3.2.18.2
Klarjuli grapes	4.2.1.4.20.10
Klenovec cheese, Klenovec cheese, Klenovecký syrec	2.5.6.2.11.14
Klenovec cheese, Klenovec cheese, Klenovecký syrec	2.5.6.2.14.16
Klenovec cheese, Klenovec cheese, Klenovecký syrec	2.5.6.2.18.9
Kleren	1.4.5.2.20.2
Kleren	1.4.5.3.20.2
Kleren	1.4.5.4.20.2
kletski	2.8.3.1.18.5
Klija dough	4.5.2.2.1.14
Klija dough	4.5.2.2.23.2
klila	3.1.2.4.11.6
klila	3.1.2.4.14.6
klila	3.1.2.4.18.3
Kling	2.9.2.2.1.9
Kling	2.9.2.2.18.4
Klosterknopf	2.5.1.3.11.10
Klosterknopf	2.5.1.3.18.10
Klsebuul	9.4.2.1.6.9
Kluntje	2.5.1.1.15.3
Kluntje	2.5.1.1.17.7
Kluntje	2.5.1.1.18.2
Kluntje	2.5.1.2.18.14
Kluntjes	2.5.1.2.15.2
Kluntjes	2.5.1.2.17.5
Kluntjes	2.5.1.2.18.9
kluski czarne	2.8.1.4.1.14
kluwek	7.3.2.2.18.1
kluwek	7.3.2.2.5.8
kluwek	7.3.2.2.8.17
kluwek	7.3.2.3.18.4
kluwek	7.3.2.3.5.6
kluwek	7.3.2.3.8.19
kluwek	7.3.2.4.18.1
kluwek	7.3.2.4.5.7
kluwek	7.3.2.4.8.20
kluwek	7.3.2.5.18.1
kluwek	7.3.5.1.18.2
kluwek	7.3.5.1.5.8
knabbelspek	2.3.8.4.14.4
Knack sausages	2.3.3.1.14.8
Knack sausages	2.3.3.1.6.8
knee, knee, tītī	9.2.1.3.6.8
knee, knee, tītī	9.5.6.4.18.1
knee, knee, tītī	9.5.6.4.6.18
Knieper	2.5.1.1.18.6
Knieper	2.5.1.1.6.18
Knieperkohl	2.5.1.3.14.6
Knieperkohl	2.5.1.3.18.3
knife fish	6.2.1.1.6.13
Knitted cow's milk cheese, Knitted cow's milk cheese, Trikāta cow's milk cheese	2.9.7.3.11.16
Knitted cow's milk cheese, Knitted cow's milk cheese, Trikāta cow's milk cheese	2.9.7.3.18.12
Knoblauch	2.5.2.1.2.18
Knoblauch	2.5.2.1.9.3
Knoblauch	2.5.2.2.2.10
Knoblauch	2.5.2.2.9.5
Knoblauch	2.5.2.3.2.21
Knoblauch	2.5.2.3.9.6
Knoblauch	2.5.2.4.2.13
Knoblauch	2.5.2.4.9.4
Knoblauch	2.5.3.1.2.9
Knoblauch	2.5.3.1.9.3
Knoblauch	2.5.3.2.9.5
Knoblauch	2.5.3.3.2.6
Knoblauch	2.5.3.3.9.3
Knoblauch	2.5.3.4.2.7
Knoblauch	2.5.3.4.9.3
Knoblauch	2.5.4.1.2.3
Knoblauch	2.5.4.1.9.2
Knoblauch	2.5.4.4.2.3
Knoblauch	2.5.4.4.9.3
Knoblauchsland asparagus, Knoblauchsland asparagus, Knoblauchsländer Spargel	2.5.2.3.2.2
Knoblauchsland vegetables	2.5.2.3.18.23
Knol khol	5.3.1.3.2.10
Knol khol	5.8.1.2.18.7
Knol khol	5.8.1.2.2.9
Knol-khol	5.7.3.1.2.7
Knollensellerie	2.5.1.1.2.11
Knollensellerie	2.5.1.1.9.4
Knollensellerie	2.5.1.2.2.16
Knollensellerie	2.5.1.2.9.4
Knollensellerie	2.5.1.3.2.15
Knollensellerie	2.5.1.3.9.3
Knollensellerie	2.5.1.4.2.14
Knollensellerie	2.5.1.4.9.5
Knollensellerie	2.5.2.1.2.20
Knollensellerie	2.5.2.1.9.5
Knollensellerie	2.5.2.2.2.29
Knollensellerie	2.5.2.2.9.7
Knollensellerie	2.5.2.4.2.16
Knollensellerie	2.5.2.4.9.7
Knollensellerie	2.5.3.1.2.22
Knollensellerie	2.5.3.1.9.8
Knollensellerie	2.5.3.2.2.32
Knollensellerie	2.5.3.2.9.10
Knollensellerie	2.5.3.3.2.12
Knollensellerie	2.5.3.3.9.8
Knollensellerie	2.5.3.4.2.18
Knollensellerie	2.5.3.4.9.7
Knollensellerie	2.5.4.4.2.7
knotweed, knotweed, madımak	4.1.4.2.7.3
knysh	2.8.3.3.18.5
knysh dough	2.8.3.3.1.21
ko donou	3.4.7.4.18.10
koa	1.6.4.1.18.10
koa	1.6.4.1.19.2
koa	1.6.4.1.7.5
koa	1.6.4.2.19.6
kob	3.7.1.2.6.13
kob	3.7.2.3.6.11
Koba	3.8.1.1.18.6
Koba akondro	3.8.1.2.18.4
Koba akondro	3.8.1.3.18.6
Kobe beef	6.7.4.3.18.12
Kobe beef	6.7.4.3.6.15
Kobe leaf vegetables	6.7.4.3.18.4
Kobe leaf vegetables	6.7.4.3.2.4
kobi cheese	4.2.1.5.11.15
kobi cheese	4.2.1.5.18.7
Kōbo Koshihikari rice, Kōbo Koshihikari rice, Kōbo Koshihikari rice	6.7.6.4.1.2
Kōbo Koshihikari rice, Kōbo Koshihikari rice, Kōbo Koshihikari rice	6.7.6.4.18.3
Kobota	3.3.1.3.24.4
Kochai corms	5.4.5.1.18.5
Kochai corms	5.4.5.1.2.16
Kochai leaves	5.4.5.1.2.17
Kochani rice	2.6.9.3.1.8
Kochani rice	2.6.9.3.18.3
Kochbirnen	2.5.1.1.3.3
Kochbirnen	2.5.1.4.3.6
kochendes Wasser	2.5.1.2.16.2
Kochmettwurst	2.5.1.1.6.28
Kocho	3.3.1.2.1.12
Kocho	3.3.1.2.14.1
Kocho	3.3.1.2.18.3
Kocho	3.3.1.3.1.6
Kocho	3.3.1.3.14.1
Kocho	3.3.1.3.18.3
Kocho	3.3.1.4.1.7
Kocho	3.3.1.4.14.1
Kocho	3.3.1.4.18.3
Kocho flatbread	3.3.1.2.23.2
Kochsalz	2.5.1.4.21.2
Kochsalz	2.5.4.1.21.2
Kochsalz	2.5.4.4.21.2
Kochschinken	2.5.1.4.14.10
Kochschinken	2.5.1.4.6.17
Kochschinken	2.5.2.4.6.28
Kochschinken	2.5.3.1.14.9
Kochschinken	2.5.3.1.6.11
Kochu	5.5.1.1.2.24
Kochu pata	5.5.1.3.7.7
Kochur loti	5.5.1.1.18.5
Kochur loti	5.5.1.1.2.25
Kodenn	1.4.5.1.6.5
Kodenn	1.4.5.2.6.6
Kodenn	1.4.5.3.6.6
Kodenn	1.4.5.4.6.6
Koderma nimbu	5.5.4.3.3.4
Kodo ko jaanr	5.5.1.3.20.4
Kodo millet	5.3.5.3.1.9
Kodo millet	5.3.5.3.18.3
Kodo millet	5.4.4.2.1.10
Kodo millet	5.4.4.2.18.4
Kodo millet	5.4.4.2.19.7
Kodo millet	5.4.4.3.1.14
Kodo millet	5.4.4.3.18.4
Kodo millet	5.4.4.4.1.1
Kodo millet	5.4.4.4.18.4
Kodo millet	5.4.5.1.1.15
Kodo millet	5.4.5.2.1.9
Kodo millet	5.4.5.3.1.13
Kodo millet	5.4.5.3.18.8
Kodo millet	5.6.2.3.1.12
Kodo pej	5.4.4.4.20.4
kofana	4.1.1.1.6.4
kofana	4.1.1.2.6.21
Kofola	2.5.5.3.16.5
Kofola	2.5.5.3.18.8
Kofola	2.5.5.3.20.4
Kofukutake mushrooms	6.7.5.1.18.9
Kofukutake mushrooms	6.7.5.1.2.36
Kogane Sengan sweet potatoes	6.7.1.1.1.10
Kogane Sengan sweet potatoes	6.7.6.2.1.20
Kogane Sengan sweet potatoes	6.7.6.4.1.16
Kogane Sengan sweet potatoes	6.7.6.4.18.7
koghak	4.2.2.4.6.4
kogiku kabocha	6.7.5.1.2.20
kogomi	6.7.1.3.2.8
Koh Kong seafood dipping sauce	7.1.6.5.13.10
Koh Trong pomelo	7.1.6.4.18.1
Koh Trong pomelo	7.1.6.4.3.1
kohada	6.7.3.1.6.2
kohada-awazuke	6.7.3.1.14.8
Kohda	5.5.3.3.2.9
Kohda	5.5.4.1.2.12
Kohda	5.5.4.2.2.6
Kohila	5.8.1.1.18.6
Kohila	5.8.1.1.19.11
Kohila	5.8.1.3.19.7
Kohila rhizome	5.8.1.1.1.20
Kohila stem	5.8.1.1.2.23
Kohlrabi	1.1.1.2.2.22
Kohlrabi	1.1.1.3.2.18
Kohlrabi	1.1.2.3.2.23
Kohlrabi	1.1.2.5.2.24
Kohlrabi	1.1.4.4.2.24
Kohlrabi	1.1.5.1.2.18
Kohlrabi	2.5.1.1.2.27
Kohlrabi	2.5.1.2.2.35
Kohlrabi	2.5.1.3.2.33
Kohlrabi	2.5.1.4.2.23
Kohlrabi	2.5.2.2.2.51
Kohlrabi	2.5.2.3.2.9
Kohlrabi	2.5.2.4.2.51
Kohlrabi	2.5.3.3.2.37
Kohlrabi	2.5.3.4.2.44
Kohlrabi	2.5.4.1.2.40
Kohlrabi	2.5.4.2.2.45
Kohlrabi	2.5.4.3.2.30
Kohlrabi	2.5.5.1.2.41
Kohlrabi	2.5.5.2.2.41
Kohlrabi	2.5.5.3.2.17
Kohlrabi	2.5.6.1.2.49
Kohlrabi	2.5.6.2.2.63
Kohlrabi	2.5.6.3.2.43
Kohlrabi	2.9.2.3.2.21
Kohlrabi	2.9.2.4.2.3
Kohlrabi	2.9.3.3.2.6
Kohlrabi	2.9.3.4.2.12
Kohlrabi	2.9.4.1.2.18
Kohlrabi	2.9.5.3.2.8
kohlrabi	1.1.10.2.2.32
kohlrabi	1.1.10.3.2.21
kohlrabi	1.1.6.1.2.16
kohlrabi	1.1.6.2.2.21
kohlrabi	1.1.6.3.2.18
kohlrabi	1.1.6.4.2.17
kohlrabi	1.1.7.1.2.14
kohlrabi	1.1.7.2.2.22
kohlrabi	1.1.8.2.2.16
kohlrabi	1.1.8.3.2.9
kohlrabi	1.1.8.4.2.13
kohlrabi	1.1.8.6.2.16
kohlrabi	2.3.7.1.2.19
kohlrabi	2.3.9.1.2.27
kohlrabi	2.3.9.2.2.15
kohlrabi	2.8.1.1.2.15
kohlrabi	2.8.1.4.2.11
kohlrabi	2.8.4.1.2.10
kohlrabi	6.1.3.4.2.7
kohlrabi	7.1.7.1.2.5
kohlrabi	7.1.7.2.2.9
kohlrabi	9.2.2.2.2.33
kohlrabi	9.2.3.2.2.8
Kohlrabi bulb	5.3.1.1.2.4
Kohlrabi greens	5.3.1.1.2.5
kohlrabi watermelon, kohlrabi watermelon, Sürme karpuzu	4.1.5.2.18.2
kohlrabi watermelon, kohlrabi watermelon, Sürme karpuzu	4.1.5.2.3.2
kohlrabi, kohlrabi, kaleráb	2.5.6.2.2.16
Kohnda saag	5.5.4.1.7.2
Koi	5.5.1.1.6.9
Koi	5.5.1.2.6.6
Koi	5.5.1.3.6.4
Koi	5.5.5.2.6.8
koikuchi shoyu	6.7.3.1.13.1
koikuchi soy sauce	6.7.4.3.13.2
koikuchi soy sauce	6.7.6.2.13.3
koikuchi soy sauce	6.7.6.3.13.2
Koinar patta	5.5.4.1.7.3
Koinar patta	5.5.4.3.18.4
Koinar patta	5.5.4.3.7.4
Koinar phool	5.5.4.1.7.4
Koinar saag	5.5.4.2.7.3
Koivuranta grilling cheese	2.9.4.2.18.8
Koivuranta white-mold cheese	2.9.4.2.18.9
Koji	6.5.1.2.22.7
koji mold	6.7.7.3.22.1
Koʻk gulobi bowler, Koʻk gulobi bowler, Koʻk gulobi melon	8.1.3.4.3.22
kokanee salmon	1.1.11.4.18.12
kokanee salmon	1.1.11.4.6.11
kokanee salmon	1.1.11.5.6.10
kokhoo	4.6.4.2.6.11
Kokkinochoria potatoes	2.7.3.1.1.16
Kokkinochoria potatoes	2.7.3.1.18.1
Kokkinochoria potatoes	2.7.3.1.2.1
Kokkinochoria watermelons	2.7.3.1.18.5
Kokkinochoria watermelons	2.7.3.1.3.1
Koko	3.5.3.2.18.2
Koko	3.5.3.2.2.2
Koko	3.5.3.2.7.1
Koko	3.5.5.1.18.5
Koko	3.5.5.1.2.3
koko	3.4.6.5.20.4
koko	3.4.6.6.20.4
Koko leaves	3.5.3.4.18.1
Koko leaves	3.5.3.4.2.2
Koko leaves	3.5.3.4.7.1
Koko leaves	3.5.5.2.18.4
Koko leaves	3.5.5.2.2.1
Koko leaves	3.5.5.2.7.1
Koko leaves	3.5.5.3.18.6
Koko leaves	3.5.5.3.2.3
Koko leaves	3.5.5.3.7.1
koko mago	9.5.1.1.14.3
koko mago	9.5.1.1.8.8
koko mata	9.5.1.1.8.9
koko Samoa	9.5.1.1.13.3
koko Samoa	9.5.1.1.18.3
koko Samoa	9.5.1.1.20.2
koko Samoa	9.5.1.2.13.3
koko Samoa	9.5.1.2.14.3
koko Samoa	9.5.1.2.18.2
koko Samoa	9.5.1.2.20.2
koko Samoa	9.5.1.2.8.3
koko Samoa	9.5.6.3.18.1
koko Samoa	9.5.6.3.20.2
koko Samoa	9.5.6.3.8.1
koko Samoa drink	9.5.1.1.16.7
koko Samoa drink	9.5.1.2.16.7
koko Samoa paste	9.5.1.1.13.4
Koko sauce	3.5.5.1.13.9
Koko sauce	3.5.5.2.13.9
Koko-peanut sauce	3.5.3.2.13.9
Koko-peanut sauce	3.5.3.4.13.8
Koko-peanut sauce	3.5.5.3.13.9
kokonte flour	3.4.4.1.1.10
kokonte flour	3.4.4.2.1.6
kokonte flour	3.4.4.4.1.9
kokonte flour	3.4.5.1.1.10
kokonte flour	3.4.5.3.1.9
Kokoye	1.4.5.1.3.7
Kokoye	1.4.5.2.3.5
Kokoye	1.4.5.3.3.7
Kokoye	1.4.5.4.3.5
Kokoye griye	1.4.5.4.17.7
Kokoye sek	1.4.5.4.5.6
Kokri	5.5.4.2.2.10
Koku	1.8.6.1.19.3
Koku	1.8.6.2.19.3
Koku	1.8.6.3.19.3
Koku	1.8.6.4.19.3
Kokubu daikon	6.7.6.4.2.2
Kokubu daikon	6.7.6.4.9.5
Kokum	5.4.2.1.12.1
Kokum	5.4.2.1.19.1
Kokum	5.4.2.1.3.4
Kokum	5.4.2.2.12.5
Kokum	5.4.3.1.12.1
Kokum	5.4.3.1.19.1
Kokum	5.4.3.1.3.7
Kokum	5.4.3.2.12.1
Kokum	5.4.3.2.19.1
Kokum	5.4.3.3.12.1
Kokum	5.4.3.3.19.1
Kokum	5.4.3.3.3.4
Kokum	5.6.3.1.12.3
Kokum	5.6.3.1.19.8
Kokum	5.6.3.1.3.12
Kokum extract	5.4.2.1.16.4
Kokum extract	5.4.3.1.16.5
Kokum extract	5.4.3.2.13.11
Kokum extract	5.4.3.2.16.5
Kokum extract	5.4.3.3.13.10
Kokum extract	5.4.3.3.16.5
Kokum pickle	5.4.3.3.14.3
Kokum rind	5.4.2.1.18.6
Kokum rind	5.4.3.2.18.7
Kokum rind	5.4.3.3.18.4
Kokum rind	5.6.3.1.18.3
Kokum sherbet	5.4.2.1.20.6
Kokum sherbet	5.4.3.1.20.8
Kokum sherbet	5.4.3.2.20.5
Kokum sherbet	5.4.3.3.20.3
kokuto shochu	6.7.7.3.16.15
kokuto shochu	6.7.7.3.20.1
Kol	5.5.5.1.3.3
Kol pat	5.5.5.1.23.1
Kol phul	5.5.5.1.2.9
Kola	5.5.1.1.3.3
Kola bora saul	5.5.5.1.1.3
Kola gaxor raakh	5.5.5.1.24.2
Kola kenda	5.8.1.1.20.7
Kola kenda	5.8.1.3.20.6
Kola khar	5.5.5.1.16.4
Kola khar	5.5.5.1.21.4
kola nut	3.4.3.2.3.15
kola nut	3.4.3.4.3.13
Kola nuts	3.5.1.1.5.6
Kola nuts	3.5.1.2.5.6
Kola nuts	3.5.1.3.5.6
Kola nuts	3.5.2.2.19.8
Kola nuts	3.5.2.2.5.4
Kola nuts	3.5.2.3.5.6
Kola nuts	3.5.3.2.5.6
Kola nuts	3.5.3.3.5.7
Kola nuts	3.5.3.4.5.5
Kola nuts	3.5.4.1.5.7
Kola nuts	3.5.4.2.5.7
Kola nuts	3.5.5.1.19.8
Kola nuts	3.5.5.1.5.5
Kola nuts	3.5.5.3.5.7
kola nuts	3.4.1.1.5.6
kola nuts	3.4.3.1.5.7
kola nuts	3.4.3.2.5.6
kola nuts	3.4.3.3.5.6
kola nuts	3.4.3.4.5.4
kola nuts	3.4.4.2.5.7
kola nuts	3.4.6.1.5.8
kola nuts	3.4.6.2.5.10
kola nuts	3.4.6.3.5.7
kola nuts	3.4.6.4.5.8
kola syrup, kola syrup, sirope de kola	1.3.6.4.13.14
Kolai dal	5.5.1.1.4.7
Kolam rice	5.4.1.4.1.2
Kolam rice	5.4.2.1.1.3
Kolapata	5.5.1.1.23.1
Kolapata	5.5.1.2.23.1
Kolar kholar raakh	5.5.5.1.24.1
Kolašin sheet cheese, Kolašin sheet cheese, Kolašin lisnati cheese	2.6.6.3.11.1
Kolašin sheet cheese, Kolašin sheet cheese, Kolašin lisnati cheese	2.6.6.3.14.2
Kolašin sheet cheese, Kolašin sheet cheese, Kolašin lisnati cheese	2.6.6.3.18.1
Kolatha	5.5.2.3.4.2
Kolatha dali	5.5.2.1.4.8
Kolatha dali	5.5.2.2.4.8
kolduny	2.8.3.1.18.2
kolduny	2.8.3.2.18.2
kolduny	2.8.3.3.18.2
kole breadfruit seeds	9.4.4.2.18.4
Kolhapuri masala	5.4.2.2.13.8
Koli bhukni	5.4.2.1.13.1
Koli bhukni	5.4.2.1.18.4
Koli mango pickle	5.4.2.1.14.9
Koli masala	5.4.3.2.13.6
Koliari bhaji	5.4.5.2.7.8
Kolim	5.4.2.1.14.6
Kollu rasam powder	5.6.2.3.18.3
Kollu thogayal	5.6.2.3.13.7
Kolmi shaak	5.5.1.1.7.8
kolo mee seasoning	7.2.4.2.18.9
kolo mee udang galah	7.2.3.3.18.4
kolokas	2.7.3.2.1.17
kolokas	2.7.3.2.18.5
kolokas	2.7.3.2.2.1
kolokasi	2.7.2.4.1.19
kolokasi	2.7.2.4.18.14
kolokasi	2.7.2.4.2.19
kolokasi mappes	2.7.3.1.1.19
kolokasi mappes	2.7.3.1.18.3
kolokasi mappes	2.7.3.1.2.4
kolokasi poulles	2.7.3.1.1.20
kolokasi poulles	2.7.3.1.18.4
kolokasi poulles	2.7.3.1.2.5
Kolokasi Sotiras	2.7.3.1.1.18
Kolokasi Sotiras	2.7.3.1.18.2
Kolokasi Sotiras	2.7.3.1.2.3
kolombo dough	4.6.1.3.23.6
Kolomna kalach	2.8.7.1.18.2
Kolomna pastila	2.8.7.1.18.1
kolot peyniri	4.1.4.3.11.8
kolyoz	4.1.1.1.6.8
kolyoz	4.1.1.2.6.27
kom	3.4.5.1.18.5
komat	2.6.9.2.18.2
komat	2.6.9.4.18.6
komat dough	2.6.9.2.1.11
komat dough	2.6.9.4.1.11
komat dough	2.6.9.4.23.1
komatsuna	6.7.3.2.2.12
komatsuna	6.7.3.3.2.12
komatsuna	6.7.3.3.7.2
komatsuna	6.7.6.4.2.18
komatsuna leaves	6.7.6.4.7.3
Kombdi-vade flour	5.4.3.3.1.19
Kombdi-vade flour	5.4.3.3.18.7
kömbe spice, kömbe spice, kömbe baharatı	4.1.5.4.8.18
kombu	1.1.14.3.18.16
kombu	6.7.1.2.19.1
kombu	6.7.1.2.22.3
kombu	6.7.1.2.8.3
kombu	6.7.1.2.9.6
kombu	6.7.1.3.9.8
kombu	6.7.2.1.22.5
kombu	6.7.2.1.8.10
kombu	6.7.2.3.19.1
kombu	6.7.2.3.22.4
kombu	6.7.2.3.9.9
kombu	6.7.3.1.22.5
kombu	6.7.4.4.8.6
kombu	6.7.5.1.8.13
kombu	6.7.7.3.8.5
kombu broth	6.7.7.3.16.4
kombu dashi	6.7.1.1.16.5
kombu dashi	6.7.1.2.16.6
kombu dashi	6.7.1.3.16.5
kombu dashi	6.7.2.1.16.2
kombu dashi	6.7.2.3.16.2
kombu dashi	6.7.3.1.16.2
kombu dashi	6.7.4.1.16.1
kombu dashi	6.7.4.2.16.1
kombu dashi	6.7.4.4.16.2
kombu dashi	6.7.5.1.16.1
kombu dashi	6.7.6.1.16.2
kombu dashi	6.7.6.2.16.2
kombu dashi	6.7.6.4.16.3
kombu kimchi	1.1.14.3.14.7
kombu pesto	1.1.14.3.13.4
kombu pickles	1.1.14.3.14.8
kombu sheets	6.7.1.2.23.1
kombu sheets	6.7.1.3.23.1
kombu sheets	6.7.2.1.23.3
kombu sheets	6.7.2.3.23.1
kombu sheets	6.7.3.1.23.2
kombu sheets	6.7.4.1.23.1
kombu sheets	6.7.4.2.23.2
kombu sheets	6.7.5.1.23.1
kombu soy sauce	6.7.2.1.13.7
kombu tare	6.7.1.3.13.2
kombu tsukudani	6.7.1.2.14.10
kombu tsukudani	6.7.2.1.14.4
kombu tsukudani	6.7.3.1.14.5
kombu umeboshi	6.7.4.4.14.9
kombu-base hokki soy sauce	6.7.1.1.13.4
Kombucha	1.1.2.3.20.9
Kombucha	2.9.1.4.14.15
Kombucha	2.9.1.4.16.8
Kombucha	2.9.1.4.20.10
Kombucha	9.1.3.2.14.2
Kombucha	9.1.3.2.20.12
Kombucha	9.3.5.1.20.3
Kombucha	9.3.5.2.20.3
kombucha	1.1.10.2.20.11
kombucha	1.1.10.4.20.7
kombucha	1.1.10.5.20.10
kombucha	1.1.11.1.20.10
kombucha	1.1.11.2.20.8
kombucha	1.1.11.4.20.10
kombucha	1.1.11.5.20.10
kombucha	1.1.12.1.20.13
kombucha	1.1.12.2.20.14
kombucha	1.1.12.3.20.17
kombucha	1.1.13.1.20.16
kombucha	1.1.13.4.20.3
kombucha	1.1.14.3.20.12
kombucha	2.1.2.4.20.15
kombucha	9.2.2.2.20.4
kombucha	9.5.5.1.20.10
Kombucha culture	2.9.1.4.22.4
kombucha culture	1.1.13.4.22.8
Kombucha SCOBY	9.1.3.2.22.3
kömeç dough, kömeç dough, kömeç dough	8.1.5.1.23.4
komec, komec, kömeç	8.1.5.1.1.10
komec, komec, kömeç	8.1.5.1.18.3
Komita lamb	2.6.9.3.6.3
Komle	2.9.2.2.1.11
Komle	2.9.2.2.18.5
Komliha bosok	5.5.5.2.19.2
Komora	5.5.5.1.2.12
komovica	2.6.2.1.20.10
komovica	2.6.2.4.20.11
kompot	2.8.3.2.16.10
kompot	2.8.3.2.20.3
kompot	2.8.3.3.20.5
kompot	8.1.1.2.16.8
kompot	8.1.1.2.20.7
Kon bilahi	5.5.5.1.12.6
Kona coffee	1.1.12.2.16.12
Kona coffee	1.1.12.2.18.1
Kona coffee	1.1.12.2.20.1
kondowole	3.7.7.1.1.5
kondowole	3.7.7.1.18.1
Kongjia stone-milled sesame oil	6.1.2.3.10.4
Kongjia stone-milled sesame oil	6.1.2.3.13.10
Kongjia stone-milled sesame oil	6.1.2.3.18.24
Kongkong taro	9.3.3.1.1.8
Kongkong taro	9.3.3.2.1.6
Kongkong taro	9.3.3.3.1.7
Kongthong honey	5.5.5.3.18.7
Kongthong honey	5.5.5.3.19.3
