1.1.8 Texas / Tex-Mex	1.1.7.5.24.6
Taro leaves	3.5.3.2.2.7
Taro leaves	3.5.3.2.7.6
Taro leaves	3.5.5.1.2.8
Taro leaves	3.5.5.3.2.11
Taro leaves	5.5.5.2.2.17
Taro leaves	5.5.5.2.7.10
Taro leaves	5.5.5.3.2.5
Taro leaves	5.5.5.5.2.5
Taro leaves	5.5.5.6.2.20
Taro leaves	5.7.1.1.2.32
Taro leaves	6.5.3.1.23.4
Taro leaves	7.4.1.3.2.14
Taro leaves	7.4.1.4.2.1
Taro leaves	7.4.1.4.23.1
Taro leaves	7.4.2.3.2.1
Taro leaves	7.4.3.2.2.26
Taro leaves	7.4.3.3.2.14
Taro leaves	7.4.3.4.2.20
Taro leaves	7.4.4.1.2.14
Taro leaves	9.1.4.4.2.5
Taro leaves	9.1.4.4.7.2
Taro leaves	9.3.1.1.7.6
Taro leaves	9.3.1.3.2.17
Taro leaves	9.3.1.3.7.6
Taro leaves	9.3.1.4.2.19
Taro leaves	9.3.1.4.7.8
Taro leaves	9.3.2.1.23.3
Taro leaves	9.3.2.2.23.3
Taro leaves	9.3.2.3.23.3
Taro leaves	9.3.2.4.23.3
Taro leaves	9.3.3.1.2.3
Taro leaves	9.3.3.1.7.3
Taro leaves	9.3.3.2.2.4
Taro leaves	9.3.3.2.7.4
Taro leaves	9.3.3.3.2.3
Taro leaves	9.3.3.3.7.3
taro leaves	1.1.12.1.23.3
taro leaves	1.1.12.2.23.3
taro leaves	1.1.12.3.23.3
taro leaves	1.1.12.4.23.3
taro leaves	3.4.2.1.2.21
taro leaves	3.4.2.1.7.6
taro leaves	7.1.5.4.18.11
taro leaves	7.1.5.4.2.27
taro leaves	7.3.5.1.2.17
taro leaves	7.3.7.1.2.10
taro leaves	7.3.7.3.2.1
taro leaves	7.3.7.3.23.2
taro leaves	7.3.7.4.2.6
taro leaves	9.2.2.1.2.21
taro leaves	9.2.2.1.23.2
taro leaves	9.4.1.2.18.8
taro leaves	9.4.1.2.7.5
taro leaves	9.4.1.3.2.27
taro leaves	9.4.1.3.7.2
taro leaves	9.4.2.1.7.4
taro leaves	9.4.2.2.2.29
taro leaves	9.4.2.2.23.2
taro leaves	9.5.1.1.2.18
taro leaves	9.5.1.1.23.2
taro leaves	9.5.1.1.7.2
taro leaves	9.5.1.2.2.9
taro leaves	9.5.1.2.23.2
taro leaves	9.5.1.2.7.1
taro leaves	9.5.2.1.2.2
taro leaves	9.5.2.1.23.2
taro leaves	9.5.2.1.7.2
taro leaves	9.5.2.2.2.8
taro leaves	9.5.2.2.23.2
taro leaves	9.5.2.2.7.1
taro leaves	9.5.2.3.2.7
taro leaves	9.5.2.3.23.2
taro leaves	9.5.2.3.7.2
taro leaves	9.5.3.1.7.3
taro leaves	9.5.3.3.2.1
taro leaves	9.5.3.3.7.1
taro leaves	9.5.6.1.2.1
taro leaves	9.5.6.1.23.1
taro leaves	9.5.6.1.7.4
taro leaves	9.5.6.3.2.1
taro leaves	9.5.6.3.23.1
taro leaves	9.5.6.3.7.1
taro leaves	9.5.6.4.2.1
taro leaves	9.5.6.4.23.4
taro leaves	9.5.6.4.7.5
Taro milk smoothie	6.5.3.3.20.2
taro noodles	6.3.3.2.1.15
taro palagi	9.5.1.1.1.2
taro palagi	9.5.1.2.1.2
Taro root	3.2.1.1.1.17
Taro roots	3.8.2.2.18.2
Taro shochu	6.5.2.4.20.12
Taro shoots	7.4.1.2.2.19
taro shoots	9.5.3.3.2.2
taro stalk	7.1.5.4.18.10
taro stalk	7.1.5.4.2.26
Taro stalks	7.4.1.3.2.13
taro stalks	7.3.7.3.2.2
Taro starch	9.1.1.5.22.3
taro starch	9.5.3.1.22.3
Taro stem	5.5.5.2.2.16
Taro stem	5.5.5.3.2.4
Taro stem	5.5.5.5.2.4
Taro stem	5.5.5.6.2.19
Taro stems	5.7.1.1.2.33
Taro stems	6.5.3.1.2.10
taro stems	7.3.4.4.2.13
taro vinegar	9.4.3.4.14.6
taro, taro, taropé	1.7.6.3.7.11
Taro-fragrant rice	6.5.2.4.1.3
Taro-fragrant rice	6.5.2.4.18.3
Tarocco PGI Sicilian Blood Orange, Tarocco PGI Sicilian Blood Orange, Arancia Rossa di Sicilia IGP Tarocco	2.4.6.2.3.1
Tarocco PGI Sicilian Blood Orange, Tarocco PGI Sicilian Blood Orange, Arancia Rossa di Sicilia IGP Tarocco	2.4.6.3.3.1
taronger flower mel, taronger flower mel, mel de flor de taronger	2.2.6.1.15.2
taronger flower mel, taronger flower mel, mel de flor de taronger	2.2.6.2.15.2
taronger flower mel, taronger flower mel, mel de flor de taronger	2.2.6.2.19.2
taronja	2.2.6.4.3.4
taronja Lane Late	2.2.6.1.3.3
taronja Navelate	2.2.6.1.3.4
taronja Navelina	2.2.6.1.3.1
taronja Newhall	2.2.6.1.3.2
taronja Salustiana	2.2.6.1.3.6
taronja Sanguinelli	2.2.6.1.3.8
taronja Valencia Late	2.2.6.1.3.7
taronja Washington Navel	2.2.6.1.3.5
tarotarua	9.5.5.1.18.4
Tarragon	1.1.1.1.7.12
Tarragon	1.1.1.3.7.11
Tarragon	1.1.13.6.7.10
Tarragon	1.1.14.6.7.10
Tarragon	1.1.2.1.7.11
Tarragon	1.1.2.3.7.12
Tarragon	1.1.2.4.7.10
Tarragon	1.1.2.5.7.13
Tarragon	2.2.7.5.7.8
Tarragon	2.3.1.3.7.6
Tarragon	2.3.2.1.7.3
Tarragon	2.3.5.1.7.4
Tarragon	2.3.5.2.7.4
Tarragon	2.5.2.2.7.18
Tarragon	2.5.2.4.7.22
Tarragon	2.5.3.2.7.25
Tarragon	2.5.3.3.7.18
Tarragon	2.5.3.4.7.23
Tarragon	2.5.4.1.7.12
Tarragon	2.5.4.2.7.26
Tarragon	2.5.5.1.7.20
Tarragon	2.5.5.2.7.20
Tarragon	2.5.5.3.7.19
Tarragon	2.5.6.1.7.20
Tarragon	2.5.6.3.7.20
Tarragon	2.9.4.1.7.9
Tarragon	2.9.5.1.7.9
Tarragon	2.9.8.1.7.8
tarragon	1.1.13.1.7.10
tarragon	1.1.13.2.7.6
tarragon	1.1.13.3.7.6
tarragon	1.1.7.2.7.15
tarragon	1.1.7.5.7.10
tarragon	2.1.1.3.7.7
tarragon	2.1.2.4.7.2
tarragon	2.3.7.1.7.5
tarragon	2.3.7.2.7.5
tarragon	2.3.8.1.7.12
tarragon	2.3.9.2.7.9
tarragon	2.6.1.1.7.1
tarragon	2.8.1.1.7.6
tarragon	2.8.4.1.7.1
tarragon	2.8.4.2.7.7
tarragon	2.8.4.3.7.4
tarragon	2.8.5.2.7.6
tarragon	4.2.1.1.7.4
tarragon	4.2.1.2.7.1
tarragon	4.2.1.3.7.7
tarragon	4.2.1.4.7.5
tarragon	4.2.1.5.17.6
tarragon	4.2.1.5.7.10
tarragon	4.2.2.1.7.5
tarragon	4.2.2.3.7.5
tarragon	4.2.2.4.7.2
tarragon	4.2.3.1.7.6
tarragon	4.4.1.2.7.4
tarragon	4.6.1.1.7.4
tarragon	4.6.1.2.19.5
tarragon	4.6.1.2.7.5
tarragon	4.6.2.1.7.5
tarragon	4.6.3.1.7.9
tarragon	4.6.3.2.7.4
tarragon	4.6.3.3.7.8
tarragon	7.2.1.3.7.6
tarragon	8.1.2.1.7.7
Tarragon infusion	2.3.5.1.19.9
Tarragon leaves	2.3.5.1.17.5
Tarragon leaves	2.3.5.2.17.4
tarragon mustard, tarragon mustard, senape al dragoncello	2.4.2.3.13.6
tarragon, tarragon, estragón	2.2.2.1.7.5
Tarreef	4.5.4.2.18.4
Tarri	5.4.2.3.18.4
Tarsus Sarıulak Olive Oil, Tarsus Sarıulak Olive Oil, Tarsus Sarıulak Zeytinyağı	4.1.5.4.10.3
Tarsus Sarıulak Olive, Tarsus Sarıulak Olive, Tarsus Sarıulak Zeytini	4.1.5.4.14.3
Tarsus Sarıulak Olive, Tarsus Sarıulak Olive, Tarsus Sarıulak Zeytini	4.1.5.4.18.12
Tarsus Sarıulak Olive, Tarsus Sarıulak Olive, Tarsus Sarıulak Zeytini	4.1.5.4.3.14
Tarsus Turnip, Tarsus Turnip, Tarsus Şalgamı	4.1.5.4.14.17
Tarsus Turnip, Tarsus Turnip, Tarsus Şalgamı	4.1.5.4.18.13
Tarsus Turnip, Tarsus Turnip, Tarsus Şalgamı	4.1.5.4.20.4
Tarsus White Grape, Tarsus White Grape, Tarsus Beyazı Üzümü	4.1.5.4.3.11
tart apples	1.1.14.4.12.5
tart apples	1.1.14.5.12.4
tart apples	4.6.1.2.3.10
tart apples, tart apples, säuerliche Äpfel	2.5.1.1.3.2
tart cherries	1.1.11.5.3.8
tart cherries	1.1.14.4.2.21
tart cherries	1.1.6.3.3.12
tart cherries	1.1.6.6.3.18
tart cherries	1.1.7.2.3.7
tart cherries	1.1.7.5.3.5
tart cherries	1.1.8.4.3.12
tart cherries	1.1.9.3.3.7
tart cherry juice	1.1.6.1.12.7
tart cherry juice	1.1.6.1.16.7
tart cherry juice	1.1.6.1.19.1
tart cherry juice	1.1.6.1.20.3
tart cherry juice	1.1.6.4.12.8
tart cherry juice	1.1.6.4.16.9
tart cherry juice	1.1.6.4.19.1
tart cherry juice	1.1.6.4.20.8
tart cherry juice	1.1.6.6.12.7
tart cherry juice	1.1.6.6.16.11
tart cherry preserves	1.1.6.1.13.8
Tartar pies, Tartar pies, tatarčané pirohy	2.5.6.3.18.11
Tartar sauce	1.1.1.1.13.1
Tartar sauce	1.1.1.3.13.8
Tartar sauce	1.1.13.6.13.6
Tartar sauce	1.1.14.6.13.6
Tartar sauce	1.1.2.1.13.5
Tartar sauce	1.1.2.4.13.4
Tartar sauce	1.1.3.3.13.5
Tartar sauce	1.1.3.6.13.6
Tartar sauce	1.1.5.1.13.8
Tartar sauce	1.1.5.2.13.8
Tartar sauce	1.1.5.3.13.7
Tartar sauce	1.1.5.4.13.7
tartar sauce	1.1.10.1.13.12
tartar sauce	1.1.10.2.13.13
tartar sauce	1.1.10.4.13.13
tartar sauce	1.1.11.1.13.12
tartar sauce	1.1.11.2.13.11
tartar sauce	1.1.11.3.13.10
tartar sauce	1.1.13.1.13.8
tartar sauce	1.1.13.2.13.5
tartar sauce	1.1.14.3.13.1
tartar sauce	1.1.14.5.13.3
tartar sauce	1.1.5.5.13.3
tartar sauce	1.1.6.1.13.13
tartar sauce	1.1.8.3.13.9
tartar sauce	1.1.8.5.13.4
tartar sauce	1.3.2.1.13.13
tartar sauce	2.3.7.1.13.5
tartar sauce	2.3.7.2.13.8
tartar sauce	2.6.5.2.13.6
tartar sauce	2.6.5.2.17.5
tartar sauce	3.7.2.3.13.3
tartar sauce, tartar sauce, Salsa tártara	1.5.3.4.13.4
tartare sauce	9.2.3.4.13.14
tartaric acid, tartaric acid, Weinsteinsäure	2.5.1.1.12.7
Tartary buckwheat	5.3.1.4.1.16
Tartary buckwheat	5.7.1.4.1.7
Tartary buckwheat	6.1.4.2.1.15
Tartary buckwheat	6.1.4.3.1.21
Tartary buckwheat flour	5.3.1.4.1.17
Tarte Tatin	2.3.2.2.18.17
tartufo bianco	2.4.1.1.17.1
tartufo bianco a lamelle	2.4.3.3.17.1
tartufo bianco pregiato	2.4.3.2.18.12
tartufo estivo	2.4.3.2.18.11
tartufo estivo a lamelle	2.4.3.2.17.2
tartufo nero a lamelle	2.4.3.2.17.1
tartufo nero a lamelle	2.4.3.3.17.2
tartufo nero pregiato	2.4.1.1.17.2
tartufo nero pregiato	2.4.3.3.18.16
tarua	9.5.3.1.1.2
tarua	9.5.5.1.1.5
tarua	9.5.5.2.1.5
tarumarana	1.7.6.3.8.8
tarumarana tea, tarumarana tea, chá de tarumarana	1.7.6.3.20.6
Tarwhine	9.1.2.1.6.12
tarwi	1.6.2.1.4.7
tarwi	1.6.2.2.4.6
tarwi	1.6.2.3.18.4
tarwi	1.6.2.3.4.6
tarwi	1.6.2.4.1.20
tarwi	1.6.2.4.4.5
tarwi	1.6.4.1.1.18
tarwi	1.6.4.1.4.5
tarwi	1.6.4.2.1.18
tarwi	1.6.4.2.4.5
tarwi	1.6.4.3.4.6
tarwi from Ancash, tarwi from Ancash, tarwi de Áncash	1.6.2.1.18.5
tarxane	4.4.4.3.14.3
Tasajo	1.4.1.4.14.2
tasajo	1.2.5.1.6.7
Tasajo curado	1.4.1.3.14.2
tasajo curado	1.2.5.1.14.8
Tasajo of nothing, Tasajo of nothing, Tasajo de res	1.4.1.3.18.4
Tasajo of nothing, Tasajo of nothing, Tasajo de res	1.4.1.3.6.4
Tasba leaves	3.5.1.4.2.7
Tasba-okra-beans sauce	3.5.1.4.13.8
tascalate	1.2.7.2.20.3
tascalate	1.2.7.3.20.6
tascalate	1.2.7.4.20.7
Tashkent lochira non	8.1.3.1.1.11
Tashkent lochira non	8.1.3.1.18.1
Tashreeb	4.5.6.3.18.7
Tashunkhiang	5.5.5.4.14.8
Tashunkhiang	5.5.5.4.18.9
Taşköprü garlic, Taşköprü garlic, Taşköprü sarımsağı	4.1.4.1.18.5
Taşköprü garlic, Taşköprü garlic, Taşköprü sarımsağı	4.1.4.1.2.1
Taşköprü garlic, Taşköprü garlic, Taşköprü sarımsağı	4.1.4.1.9.3
Tasman flax-lily berries	9.1.1.3.3.14
Tasmanian kombu	9.1.6.1.18.2
Tassabount	3.1.1.4.18.3
Tassabount	3.1.1.4.20.6
Tasso	1.1.5.1.14.2
Tasso	1.1.5.2.14.2
Tasty chili, Tasty chili, Ají gustoso	1.4.3.1.2.6
Tasty chili, Tasty chili, Ají gustoso	1.4.3.1.9.4
Tasty chili, Tasty chili, Ají gustoso	1.4.3.2.2.7
Tasty chili, Tasty chili, Ají gustoso	1.4.3.2.9.4
Tasty chili, Tasty chili, Ají gustoso	1.4.3.3.2.8
Tasty chili, Tasty chili, Ají gustoso	1.4.3.3.9.4
Tasty chili, Tasty chili, Ají gustoso	1.4.3.4.2.7
Tasty chili, Tasty chili, Ají gustoso	1.4.3.4.9.5
tasty chili, tasty chili, ají gustoso	1.3.7.1.18.2
tasty chili, tasty chili, ají gustoso	1.3.7.1.2.5
tasty chili, tasty chili, ají gustoso	1.3.7.1.9.5
Tasty chopped chili, Tasty chopped chili, Ají gustoso picado	1.4.3.2.17.7
Tasty chopped chili, Tasty chopped chili, Ají gustoso picado	1.4.3.3.17.5
Tasty chopped chili, Tasty chopped chili, Ají gustoso picado	1.4.3.4.17.7
Tataouine mhashi	3.1.3.4.18.10
tatara	4.2.1.2.18.4
tatarka	2.5.6.3.1.17
tathu	7.1.1.5.13.4
tatri	5.2.1.1.12.8
tatri	5.2.1.3.22.9
tatsoi	1.1.12.1.2.6
taucheo	7.2.1.1.13.7
taucheo	7.2.1.1.14.3
taucheo	7.2.2.2.13.3
taucheo	7.2.2.2.14.1
tauco	7.3.2.1.13.6
tauco	7.3.3.2.13.3
tauco	7.3.3.2.14.1
tauco	7.3.4.1.13.6
tauco	7.3.4.1.14.3
tauco	7.3.5.1.13.1
tauco	7.3.5.1.14.1
tauco Cianjur	7.3.2.1.14.3
tauco Cianjur	7.3.2.1.18.5
tauco Pekalongan	7.3.2.2.13.2
tauco Pekalongan	7.3.2.2.14.4
tauco Pekalongan	7.3.2.2.18.4
taucu	7.2.4.1.13.4
taucu	7.2.4.2.13.10
taucu gravy	7.2.4.1.13.5
taucu gravy	7.2.4.1.18.7
Tauernlamm	2.5.3.3.18.13
Tauernlamm	2.5.3.3.6.8
Tauernroggenmehl	2.5.3.3.1.10
Taun fruit	9.3.1.2.18.5
Taun fruit	9.3.1.2.3.6
Taurasi DOP	2.4.5.1.20.3
Tautog	1.1.1.1.6.23
Tautog	1.1.1.4.6.25
Tautog	1.1.2.4.6.18
Tava	5.5.3.3.23.6
tavče gravče, tavče gravče, tavče gravče	2.6.9.1.18.1
tavella	2.2.6.1.18.8
tavella	2.2.6.1.4.2
tavilla	2.2.6.3.4.13
Tavira Salt DOP, Tavira Salt DOP, Sal de Tavira DOP	2.2.1.5.21.1
Tavkveri grapes	4.2.1.1.20.3
Tavkveri grapes	4.2.3.3.20.9
Tavkveri grapes	4.2.3.3.3.11
Tavşanlı Chickpea, Tavşanlı Chickpea, Tavşanlı Leblebisi	4.1.2.2.18.15
Tavşanlı Chickpea, Tavşanlı Chickpea, Tavşanlı Leblebisi	4.1.2.2.4.2
tawa	5.2.2.4.23.2
tawa	5.2.4.2.23.6
tawa	9.5.5.2.18.9
tawa	9.5.5.2.3.20
tawa berries	9.2.1.1.3.6
tawa berries	9.2.1.2.3.7
Tawa bread	4.5.2.1.1.12
Tawa bread	4.5.2.1.23.4
Taxo	1.5.4.1.12.5
Taxo	1.5.4.1.3.6
Taxo	1.5.4.2.12.5
Taxo	1.5.4.2.3.7
Taxo	1.5.4.3.12.5
Taxo	1.5.4.3.3.4
Taxo silvestre	1.5.4.1.3.7
Tay Ninh shrimp salt	7.1.9.1.18.5
tayberries	1.1.13.4.3.10
tayberries	2.1.2.3.3.11
tayberries	9.2.3.4.18.10
tayberries	9.2.3.4.3.5
Taylor's Gold pear	9.2.3.1.3.6
Tayota	1.4.3.1.2.10
Tayota	1.4.3.2.2.15
Tayota	1.4.3.3.2.16
Tayota	1.4.3.4.2.12
taystee wheat	3.7.1.1.1.14
Tayum	7.4.4.4.18.6
Tayyar dates	4.5.3.2.3.11
Tayyar dates	4.5.3.4.3.9
Tazarin henna	3.1.1.4.18.6
Tazzelenghe	2.4.2.2.20.20
tchoukou	3.4.7.4.11.7
tchoukou	3.4.7.4.18.12
tchoukoutou	3.4.5.2.18.8
tchoukoutou	3.4.5.2.20.1
tchoukoutou	3.4.5.4.20.1
te kabubu	9.4.5.1.14.2
te kabubu	9.4.5.1.18.3
te kabubu	9.4.5.3.14.4
te kabubu	9.4.5.3.18.4
te kabwibwi n ika	9.4.5.1.14.5
te kabwibwi n ika	9.4.5.1.18.6
te kabwibwi n ika	9.4.5.2.14.5
te kabwibwi n ika	9.4.5.2.18.4
te kabwibwi n ika	9.4.5.3.14.6
te kabwibwi n ika	9.4.5.3.18.6
te kabwibwi n mai	9.4.5.1.14.4
te kabwibwi n mai	9.4.5.1.18.5
te kabwibwi n mai	9.4.5.2.14.4
te kabwibwi n mai	9.4.5.2.18.3
te kabwibwi n mai	9.4.5.3.14.5
te kabwibwi n mai	9.4.5.3.18.5
te kamwaimwai	9.4.5.1.14.3
te kamwaimwai	9.4.5.1.15.1
te kamwaimwai	9.4.5.1.18.4
te kamwaimwai	9.4.5.2.14.3
te kamwaimwai	9.4.5.2.15.1
te kamwaimwai	9.4.5.2.18.2
te kamwaimwai	9.4.5.3.14.3
te kamwaimwai	9.4.5.3.15.1
te kamwaimwai	9.4.5.3.18.3
te karewe	9.4.5.3.15.2
te karewe	9.4.5.3.16.6
te karewe	9.4.5.3.20.1
Te Mata Gold plum	9.2.2.4.18.5
Te Mata Gold plum	9.2.2.4.3.17
te tari n ika	9.4.5.1.14.6
te tari ni ika	9.4.5.2.14.2
te tari ni ika	9.4.5.3.14.2
te tuae	9.4.5.1.14.1
te tuae	9.4.5.1.18.2
te tuae	9.4.5.2.14.1
te tuae	9.4.5.2.18.1
te tuae	9.4.5.3.14.1
te tuae	9.4.5.3.18.2
Tea	1.1.13.6.16.11
Tea	1.1.13.6.20.10
Tea	1.1.14.6.20.10
Tea	1.1.4.5.20.6
Tea	1.4.4.2.16.7
Tea	1.4.4.3.16.7
Tea	1.4.4.3.20.2
Tea	1.4.4.4.16.7
Tea	1.4.6.1.20.2
Tea	1.4.6.2.20.1
Tea	1.4.6.3.20.2
Tea	2.9.4.4.16.9
Tea	2.9.4.4.20.2
Tea	2.9.8.4.16.4
Tea	2.9.8.4.20.10
Tea	3.2.3.2.20.2
Tea	3.2.3.3.16.8
Tea	3.3.1.5.16.7
Tea	3.3.1.5.20.5
Tea	3.3.2.1.16.5
Tea	3.3.2.1.20.2
Tea	3.3.2.2.16.5
Tea	3.3.2.2.20.1
Tea	3.3.2.3.16.4
Tea	3.3.2.3.20.3
Tea	3.5.1.2.20.8
Tea	3.5.2.1.20.9
Tea	3.5.3.1.20.8
Tea	3.5.3.2.20.8
Tea	3.5.3.4.20.8
Tea	3.5.4.1.20.7
Tea	3.5.4.2.20.6
Tea	3.5.4.4.20.10
Tea	3.5.4.5.19.6
Tea	3.5.4.5.20.9
Tea	3.5.5.1.20.8
Tea	3.5.5.3.20.7
Tea	3.6.1.2.16.7
Tea	3.6.1.4.16.8
Tea	3.6.1.5.16.6
Tea	3.6.2.1.16.8
Tea	3.6.2.5.20.2
Tea	4.5.1.1.16.7
Tea	4.5.1.2.16.7
Tea	4.5.1.2.20.4
Tea	4.5.1.3.16.7
Tea	4.5.3.2.16.7
Tea	4.5.3.2.20.7
Tea	4.5.5.3.16.6
Tea	4.5.6.3.16.8
Tea	5.3.4.1.20.7
Tea	5.3.4.2.20.6
Tea	5.3.4.3.20.6
Tea	5.3.5.3.20.5
Tea	5.4.1.2.16.6
Tea	5.5.5.4.20.7
Tea	5.5.5.5.20.6
Tea	5.5.5.6.20.1
Tea	5.6.3.1.20.6
Tea	5.7.1.4.16.7
Tea	5.7.2.1.16.2
Tea	5.7.2.2.16.2
Tea	5.7.2.3.16.2
Tea	5.7.2.4.16.2
Tea	5.7.2.4.20.1
Tea	5.7.3.2.16.2
Tea	5.7.3.3.20.8
Tea	5.7.3.4.16.2
Tea	5.8.2.1.20.3
Tea	5.8.2.2.20.2
Tea	6.5.1.1.16.10
Tea	6.5.1.2.16.3
Tea	6.5.1.3.16.3
Tea	6.5.2.2.16.9
Tea	7.4.4.4.20.5
Tea	7.5.1.2.16.3
Tea	7.5.1.4.16.5
Tea	7.5.1.4.20.2
tea	1.1.13.1.20.1
tea	1.1.14.5.20.1
tea	2.1.1.3.20.10
tea	2.1.1.4.20.12
tea	2.1.1.5.20.11
tea	2.6.3.1.16.7
tea	2.6.3.1.19.4
tea	2.6.3.1.20.12
tea	2.6.6.3.20.8
tea	3.4.2.2.20.7
tea	3.4.2.3.20.9
tea	3.4.2.4.20.1
tea	3.4.3.1.20.5
tea	3.4.3.2.20.5
tea	3.4.3.3.20.5
tea	3.4.3.4.20.4
tea	3.4.4.2.20.7
tea	3.4.5.1.20.8
tea	3.4.5.2.20.5
tea	3.4.5.4.20.6
tea	3.4.6.1.20.7
tea	3.4.6.3.20.7
tea	3.4.6.4.20.11
tea	3.4.6.5.20.12
tea	3.4.6.6.20.11
tea	3.4.7.3.20.8
tea	3.7.6.2.16.7
tea	3.7.6.4.20.3
tea	3.7.7.1.20.2
tea	3.7.7.2.16.6
tea	3.7.7.2.20.3
tea	3.7.7.3.16.4
tea	3.7.7.3.20.1
tea	3.7.8.1.16.4
tea	3.7.8.1.20.4
tea	3.7.8.2.16.4
tea	3.7.8.2.20.2
tea	3.7.8.3.16.6
tea	3.7.8.3.20.5
tea	3.7.8.4.16.6
tea	3.7.8.4.20.4
tea	4.6.1.1.16.4
tea	4.6.1.2.16.2
tea	5.1.1.5.16.8
tea	5.1.1.5.19.3
tea	5.2.1.2.20.4
tea	5.2.2.1.20.6
tea	7.1.2.3.16.6
tea	7.1.3.3.20.5
tea	7.3.1.1.16.7
tea	7.3.1.3.16.7
tea	7.3.1.3.20.8
tea	7.3.1.4.16.5
tea	7.3.1.4.20.4
tea	7.3.2.1.16.5
tea	7.3.2.1.20.6
tea	7.3.2.2.16.7
tea	7.3.2.2.20.10
tea	7.3.2.3.16.8
tea	7.3.2.3.20.7
tea	7.3.2.4.16.9
tea	7.3.2.4.20.6
tea	7.3.2.5.16.9
tea	7.3.2.5.20.5
tea	7.3.3.1.20.8
tea	7.3.3.2.20.5
tea	7.3.3.3.20.2
tea	7.3.4.1.16.8
tea	7.3.4.1.20.3
tea	7.3.4.2.16.7
tea	7.3.4.2.20.1
tea	7.3.4.3.16.7
tea	7.3.4.3.20.3
tea	7.3.4.4.20.6
tea	7.3.5.1.16.9
tea	7.3.5.1.20.7
tea	7.3.5.2.16.9
tea	7.3.5.2.20.4
tea	7.3.5.3.16.8
tea	7.3.5.3.20.2
tea	7.3.5.4.16.10
tea	7.3.5.4.20.3
tea	7.3.6.1.16.7
tea	7.3.6.1.20.3
tea	7.3.6.2.16.7
tea	7.3.6.2.20.5
tea	7.3.6.3.16.7
tea	7.3.6.3.20.4
tea	7.3.7.1.16.5
tea	7.3.7.1.20.2
tea	7.3.7.2.16.5
tea	7.3.7.2.20.3
tea	7.3.7.3.16.6
tea	7.3.7.3.20.2
tea	7.3.7.4.16.5
tea	7.3.7.4.20.3
tea	8.1.4.4.16.6
tea	8.1.4.4.20.1
tea	9.2.3.4.16.10
tea	9.2.3.4.20.8
tea	9.4.4.1.20.6
tea	9.4.4.3.20.6
tea	9.4.5.1.20.5
tea	9.4.5.3.20.6
tea	9.5.6.1.20.3
tea	9.5.6.2.20.2
tea	9.5.6.3.20.7
Tea decoction	5.3.2.1.16.8
Tea decoction	5.3.2.2.16.7
Tea decoction	5.3.2.3.16.8
Tea decoction	5.3.3.1.16.8
Tea decoction	5.3.3.2.16.7
Tea decoction	5.3.3.3.16.6
Tea decoction	5.3.3.4.16.6
Tea decoction	5.3.4.1.16.8
Tea decoction	5.3.4.2.16.9
Tea decoction	5.3.4.3.16.7
Tea decoction	5.3.4.4.16.6
Tea decoction	5.3.5.2.16.8
Tea decoction	5.3.5.4.16.8
Tea decoction	5.6.1.1.16.6
Tea decoction	5.6.1.2.16.6
Tea decoction	5.6.1.3.16.6
Tea decoction	5.6.5.1.16.8
Tea dust	5.6.1.1.20.2
tea herbs	2.6.8.2.19.3
tea herbs	2.6.8.2.7.2
Tea infusion	3.5.4.5.16.8
Tea infusion	3.8.3.2.16.7
Tea infusion	5.3.1.3.16.7
Tea infusion	5.3.1.4.16.8
Tea infusion	5.8.1.1.16.8
Tea infusion	5.8.1.2.16.2
Tea infusion	5.8.1.3.16.5
tea infusion	3.4.1.2.16.7
tea infusion	3.4.2.2.16.6
tea infusion	3.4.2.4.16.7
tea infusion	3.4.3.2.16.7
tea infusion	3.4.7.1.16.6
tea infusion	3.4.7.2.16.7
tea infusion	3.4.7.4.16.9
tea infusion	4.1.4.3.16.8
tea infusion	4.4.1.2.16.8
tea infusion	4.4.1.3.16.8
tea infusion	4.4.3.2.16.3
tea infusion	5.2.1.1.16.9
tea infusion	5.2.1.2.16.5
tea infusion	5.2.1.3.20.8
tea infusion	5.2.1.4.16.9
tea infusion	5.2.2.1.16.9
tea infusion	5.2.2.2.16.7
tea infusion	5.2.2.3.16.9
tea infusion	5.2.3.1.16.7
tea infusion	5.2.3.2.16.7
tea infusion	5.2.3.3.16.7
tea infusion	5.2.3.4.16.9
tea infusion	5.2.4.2.16.6
tea infusion	5.2.4.3.16.9
tea infusion	6.2.3.2.16.10
tea infusion	6.2.3.3.16.10
tea infusion	6.2.3.3.20.8
tea infusion	6.2.4.1.16.10
tea infusion	6.2.4.3.16.10
tea infusion	6.3.1.3.16.7
tea infusion	6.3.2.3.20.2
tea infusion	6.3.3.3.16.6
tea infusion	6.3.3.4.16.7
tea infusion	6.3.3.4.20.8
tea infusion	6.3.4.1.16.8
tea infusion	6.3.4.2.16.9
tea infusion	6.3.4.2.20.8
tea infusion	6.3.4.3.16.9
tea infusion	6.3.4.3.20.7
tea infusion	6.3.5.3.20.3
tea infusion	6.3.5.4.16.9
tea infusion	6.3.5.4.20.8
tea infusion	6.4.1.1.16.9
tea infusion	6.4.1.2.16.8
tea infusion	6.4.1.3.16.8
tea infusion	6.4.2.1.16.8
tea infusion	6.4.2.3.16.7
tea infusion	6.4.2.4.16.8
tea infusion	6.4.2.4.20.7
tea infusion	6.4.3.1.16.8
tea infusion	6.4.3.2.16.9
tea infusion	6.4.3.3.16.8
